date,state,positive,negative,pending,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsSource,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200512,ME,1477,22092,,,34,202,17,,8,,913,B,5/12/2020 12:30,2020-05-12T12:30:00Z,05/12 08:30,65,202,2020-05-12T12:30:00Z,,,,1338,65,,,,,,587,,,,,,,,23,15,0,23569,posNeg,0,23569,0,2,c87ff5858ba7f0918a484180be65a965ecd4385b,0,0,0,0,0,
20200511,ME,1462,22092,,,37,200,17,,9,,872,B,5/11/2020 12:00,2020-05-11T12:00:00Z,05/11 08:00,65,200,2020-05-11T12:00:00Z,,,,1328,65,,,,,,587,,,,,,,,23,26,0,23554,posNeg,0,23554,1,1,1662142cf03c63eb476d7b01979de0111a48781d,0,0,0,0,0,
20200510,ME,1436,22092,,,36,199,17,,10,,861,B,5/10/2020 11:30,2020-05-10T11:30:00Z,05/10 07:30,64,199,2020-05-10T11:30:00Z,,,,1312,64,,,,,,587,,,,,,,,23,28,0,23528,posNeg,0,23528,0,1,2e8ec21a9c5d6d76617b5234726b6f87a7aacee0,0,0,0,0,0,
20200509,ME,1408,22092,,,43,198,22,,10,,857,B,5/9/2020 12:00,2020-05-09T12:00:00Z,05/09 08:00,64,198,2020-05-09T12:00:00Z,,,,1287,64,,,,,,587,,,,,,,,23,34,0,23500,posNeg,0,23500,1,4,5eaf2fc118b64e0d9d64fa4e64133f15124fc5ab,0,0,0,0,0,
20200508,ME,1374,22092,,,44,194,23,,10,,836,B,5/8/2020 12:00,2020-05-08T12:00:00Z,05/08 08:00,63,194,2020-05-08T12:00:00Z,,,,1264,63,,,,,,587,,,,,,,,23,44,0,23466,posNeg,0,23466,1,2,37bcfb704554729a9adc408ed301266966f6511e,0,0,0,0,0,
20200507,ME,1330,22092,,,39,192,16,,11,,787,B,5/7/2020 11:45,2020-05-07T11:45:00Z,05/07 07:45,62,192,2020-05-07T11:45:00Z,,,,1231,62,,,,,,587,,,,,,,,23,76,0,23422,posNeg,0,23422,0,1,fe26c7643382c53bb05edfd1e1991bfbf05691e6,0,0,0,0,0,
20200506,ME,1254,22092,,,37,191,18,,12,,766,B,5/6/2020 12:30,2020-05-06T12:30:00Z,05/06 08:30,62,191,2020-05-06T12:30:00Z,,,,1174,62,,,,,,587,,,,,,,,23,28,2546,23346,posNeg,0,23346,1,4,7389140a4c780c66c14c1f85710770107c99d5e6,0,0,0,0,0,
20200505,ME,1226,19546,,,36,187,18,,12,,741,B,5/4/2020 11:59,2020-05-04T11:59:00Z,05/04 07:59,61,187,2020-05-04T11:59:00Z,,,,1150,61,,,,,,,,,,,,,,23,21,0,20772,posNeg,0,20772,4,1,fcc5b6e0de7ed3c88d780f50814ee68276167353,0,0,0,0,0,
20200504,ME,1205,19546,,,37,186,18,,11,,720,B,5/3/2020 11:59,2020-05-03T11:59:00Z,05/03 07:59,57,186,2020-05-03T11:59:00Z,,,,1136,57,,,,,,,,,,,,,,23,20,0,20751,posNeg,0,20751,0,3,61371691e096bedf0f5533026d8d67b78ba8ba37,0,0,0,0,0,
20200503,ME,1185,19546,,,33,183,18,,12,,706,B,5/3/2020 11:45,2020-05-03T11:45:00Z,05/03 07:45,57,183,2020-05-03T11:45:00Z,,,,1185,57,,,,,,,,,,,,,,23,33,0,20731,posNeg,0,20731,1,2,f913e60af85d2122561eb5007f070a921a954374,0,0,0,0,0,
20200502,ME,1152,19546,,,36,181,19,,10,,689,B,5/2/2020 11:45,2020-05-02T11:45:00Z,05/02 07:45,56,181,2020-05-02T11:45:00Z,,,,1152,,,,,,,,,,,,,,,23,29,0,20698,posNeg,0,20698,1,4,6eba7b4dff3c0779c324771e27f378e6b4641adb,0,0,0,0,0,
20200501,ME,1123,19546,,,37,177,17,,9,,657,B,5/1/2020 11:45,2020-05-01T11:45:00Z,05/01 07:45,55,177,2020-05-01T11:45:00Z,,,,1123,,,,,,,,,,,,,,,23,28,0,20669,posNeg,0,20669,2,7,54871a7fe43846cfad25bbb98d0beea6fa252785,0,0,0,0,0,
20200430,ME,1095,19546,,,35,170,18,,8,,631,B,4/30/2020 11:45,2020-04-30T11:45:00Z,04/30 07:45,53,170,2020-04-30T11:45:00Z,,,,1095,,,,,,,,,,,,,,,23,39,0,20641,posNeg,0,20641,1,4,0966fed78e7fb7c779a505ef2aa2d609f8c0b28c,0,0,0,0,0,
20200429,ME,1056,19546,,,32,166,17,,7,,615,B,4/29/2020 12:00,2020-04-29T12:00:00Z,04/29 08:00,52,166,2020-04-29T12:00:00Z,,,,1056,,,,,,,,,,,,,,,23,16,2762,20602,posNeg,0,20602,1,3,5170ac79022885ff6606978dc1b211d0a320e013,0,0,0,0,0,
20200428,ME,1040,16784,,,33,163,17,,7,,585,B,4/28/2020 11:45,2020-04-28T11:45:00Z,04/28 07:45,51,163,2020-04-28T11:45:00Z,,,,,,,,,,,,,,,,,,,23,17,0,17824,posNeg,0,17824,0,2,f38eae75778921c1424938ac6c4263581a726fa7,0,0,0,0,0,
20200427,ME,1023,16784,,,39,161,16,,7,,549,B,4/27/2020 11:15,2020-04-27T11:15:00Z,04/27 07:15,51,161,2020-04-27T11:15:00Z,,,,,,,,,,,,,,,,,,,23,8,0,17807,posNeg,0,17807,1,2,aaf92e495c59378bae245c74d99271e90a49d183,0,0,0,0,0,
20200426,ME,1015,16784,,,39,159,19,,7,,532,B,4/26/2020 10:30,2020-04-26T10:30:00Z,04/26 06:30,50,159,2020-04-26T10:30:00Z,,,,,,,,,,,,,,,,,,,23,25,0,17799,posNeg,0,17799,0,3,14f0e30e1956814fcf15236df4c26684388a49c2,0,0,0,0,0,
20200425,ME,990,16784,,,39,156,17,,7,,519,B,4/25/2020 12:00,2020-04-25T12:00:00Z,04/25 08:00,50,156,2020-04-25T12:00:00Z,,,,,,,,,,,,,,,,,,,23,25,0,17774,posNeg,0,17774,3,4,8934867111e2f4799011a3187055988dfe7db962,0,0,0,0,0,
20200424,ME,965,16784,,,39,152,17,,7,,499,A,4/24/2020 12:00,2020-04-24T12:00:00Z,04/24 08:00,47,152,2020-04-24T12:00:00Z,,,,,,,,,,,,,,,,,,,23,28,0,17749,posNeg,0,17749,3,2,c8a64c257ffa93c5d1cee73915b8bb0b403581c6,0,0,0,0,0,
20200423,ME,937,16784,,,42,150,18,,11,,485,A,4/23/2020 11:45,2020-04-23T11:45:00Z,04/23 07:45,44,150,2020-04-23T11:45:00Z,,,,,,,,,,,,,,,,,,,23,30,0,17721,posNeg,0,17721,5,6,7b5fa8f98ae636e22618bc353daada68838fd36d,0,0,0,0,0,
20200422,ME,907,16784,,,42,144,18,,10,,455,A,4/22/2020 11:45,2020-04-22T11:45:00Z,04/22 07:45,39,144,2020-04-22T11:45:00Z,,,,,,,,,,,,,,,,,,,23,19,2708,17691,posNeg,0,17691,3,5,c735b2f6473ca83a85a26368f5f34c0b8d71b6cc,0,0,0,0,0,
20200421,ME,888,14076,,,40,139,16,,8,,443,A,4/21/2020 11:45,2020-04-21T11:45:00Z,04/21 07:45,36,139,2020-04-21T11:45:00Z,,,,,,,,,,,,,,,,,,,23,13,0,14964,posNeg,0,14964,1,1,5d069cec42e149a025c3da20031bc19979680859,0,0,0,0,0,
20200420,ME,875,14076,,,39,138,16,,9,,414,A,4/20/2020 11:15,2020-04-20T11:15:00Z,04/20 07:15,35,138,2020-04-20T11:15:00Z,,,,,,,,,,,,,,,,,,,23,8,0,14951,posNeg,0,14951,1,2,2a2ead7dd459a0777203546ca922e63499368ad0,0,0,0,0,0,
20200419,ME,867,14076,,,46,136,18,,9,,393,A,4/19/2020 11:15,2020-04-19T11:15:00Z,04/19 07:15,34,136,2020-04-19T11:15:00Z,,,,,,,,,,,,,,,,,,,23,20,0,14943,posNeg,0,14943,2,0,912f755345074110109625810919a8efb55b8a7b,0,0,0,0,0,
20200418,ME,847,14076,,,49,136,20,,12,,382,A,4/18/2020 15:00,2020-04-18T15:00:00Z,04/18 11:00,32,136,2020-04-18T15:00:00Z,,,,,,,,,,,,,,,,,,,23,20,0,14923,posNeg,0,14923,3,3,63a5d6f3e93a77efc74021219af6ace877ed9d29,0,0,0,0,0,
20200417,ME,827,14076,,,55,133,28,,8,,352,A,4/17/2020 11:45,2020-04-17T11:45:00Z,04/17 07:45,29,133,2020-04-17T11:45:00Z,,,,,,,,,,,,,,,,,,,23,31,0,14903,posNeg,0,14903,2,3,9f3591adc39607564221dc9fb346c4876f8da4bb,0,0,0,0,0,
20200416,ME,796,14076,,,47,130,20,,7,,333,A,4/16/2020 11:45,2020-04-16T11:45:00Z,04/16 07:45,27,130,2020-04-16T11:45:00Z,,,,,,,,,,,,,,,,,,,23,26,0,14872,posNeg,0,14872,3,4,c8822a4afc9ba6bf67391480f682e0199cdbc30a,0,0,0,0,0,
20200415,ME,770,14076,,,48,126,22,,9,,305,A,4/15/2020 12:00,2020-04-15T12:00:00Z,04/15 08:00,24,126,2020-04-15T12:00:00Z,,,,,,,,,,,,,,,,,,,23,36,2468,14846,posNeg,0,14846,4,2,78bac5baadc66178fc72d5ad3118bb77072c7e7a,0,0,0,0,0,
20200414,ME,734,11608,,,58,124,21,,9,,292,A,4/14/2020 11:45,2020-04-14T11:45:00Z,04/14 07:45,20,124,2020-04-14T11:45:00Z,,,,,,,,,,,,,,,,,,,23,36,0,12342,posNeg,0,12342,1,0,778aa9c74fc8c530650e78a657dfb629d7337c17,0,0,0,0,0,
20200413,ME,698,11608,,,22,124,,,,,273,A,4/13/2020 11:45,2020-04-13T11:45:00Z,04/13 07:45,19,124,2020-04-13T11:45:00Z,,,,,,,,,,,,,,,,,,,23,65,5520,12306,posNeg,0,12306,0,4,a3b4422e34c731ed93357c9b889850a4f35caad2,0,0,0,0,0,
20200412,ME,633,6088,,,,120,,,,,266,A,4/12/2020 10:30,2020-04-12T10:30:00Z,04/12 06:30,19,120,2020-04-12T10:30:00Z,,,,,,,,,,,,,,,,,,,23,17,0,6721,posNeg,0,6721,0,6,9fd8dbe8eeb0f8c93f4a44625ceb75c96ed48d64,0,0,0,0,0,
20200411,ME,616,6088,,,,114,,,,,256,A,4/11/2020 11:00,2020-04-11T11:00:00Z,04/11 07:00,19,114,2020-04-11T11:00:00Z,,,,,,,,,,,,,,,,,,,23,30,0,6704,posNeg,0,6704,2,3,a72b7fed2bc4d16642f905ef71f953a1fc585d08,0,0,0,0,0,
20200410,ME,586,6088,,,,111,,,,,246,A,4/10/2020 12:00,2020-04-10T12:00:00Z,04/10 08:00,17,111,2020-04-10T12:00:00Z,,,,,,,,,,,,,,,,,,,23,26,0,6674,posNeg,0,6674,1,6,a47503fc3a90fc05a40a1c1d46811c328c837d9b,0,0,0,0,0,
20200409,ME,560,6088,,,,105,,,,,202,A,4/9/2020 11:00,2020-04-09T11:00:00Z,04/09 07:00,16,105,2020-04-09T11:00:00Z,,,,,,,,,,,,,,,,,,,23,23,0,6648,posNeg,0,6648,2,4,b53cca96c33bfc9af241eacf16068d6541696fee,0,0,0,0,0,
20200408,ME,537,6088,,,,101,,,,,187,A,4/8/2020 11:00,2020-04-08T11:00:00Z,04/08 07:00,14,101,2020-04-08T11:00:00Z,,,,,,,,,,,,,,,,,,,23,18,0,6625,posNeg,0,6625,2,2,4b54fc863ab9df0ab93747740efbaf10603b83f6,0,0,0,0,0,
20200407,ME,519,6088,,,,99,,,,,176,A,4/7/2020 11:45,2020-04-07T11:45:00Z,04/07 07:45,12,99,2020-04-07T11:45:00Z,,,,,,,,,,,,,,,,,,,23,20,0,6607,posNeg,0,6607,2,7,5b086a233f00ac7b5fe86f394ce44ca0d0387d32,0,0,0,0,0,
20200406,ME,499,6088,,,,92,,,,,158,A,4/6/2020 11:00,2020-04-06T11:00:00Z,04/06 07:00,10,92,2020-04-06T11:00:00Z,,,,,,,,,,,,,,,,,,,23,29,0,6587,posNeg,0,6587,0,6,cdd28352219f98b1c86a56eaa8fee2b95fd307ce,0,0,0,0,0,
20200405,ME,470,6088,,,,86,,,,,156,A,4/5/2020 11:00,2020-04-05T11:00:00Z,04/05 07:00,10,86,2020-04-05T11:00:00Z,,,,,,,,,,,,,,,,,,,23,14,0,6558,posNeg,0,6558,0,3,9b74a24bc0d713cef946aa13c9e2852487b15116,0,0,0,0,0,
20200404,ME,456,6088,,,,83,,,,,140,A,4/4/2020 11:00,2020-04-04T11:00:00Z,04/04 07:00,10,83,2020-04-04T11:00:00Z,,,,,,,,,,,,,,,,,,,23,24,0,6544,posNeg,0,6544,1,8,94bd67d2555a33f9bb235841b0c3230e2be7b4f2,0,0,0,0,0,
20200403,ME,432,6088,,,,75,,,,,113,A,4/3/2020 12:00,2020-04-03T12:00:00Z,04/03 08:00,9,75,2020-04-03T12:00:00Z,,,,,,,,,,,,,,,,,,,23,56,0,6520,posNeg,0,6520,2,7,e72d049d7157e87de4b3f74e0f3aef6348962f67,0,0,0,0,0,
20200402,ME,376,6088,,,,68,,,,,94,A,4/2/2020 10:00,2020-04-02T10:00:00Z,04/02 06:00,7,68,2020-04-02T10:00:00Z,,,,,,,,,,,,,,,,,,,23,32,0,6464,posNeg,0,6464,0,5,7b0fb869093af976c25e73ccc5c466dbffacaf2d,0,0,0,0,0,
20200401,ME,344,6088,,,,63,,,,,80,A,4/1/2020 11:00,2020-04-01T11:00:00Z,04/01 07:00,7,63,2020-04-01T11:00:00Z,,,,,,,,,,,,,,,,,,,23,41,0,6432,posNeg,0,6432,2,6,f07cd960a009d7757a4f7090616ac1c824e03f34,0,0,0,0,0,
20200331,ME,303,6088,,,,57,,,,,68,A,3/31/2020 10:30,2020-03-31T10:30:00Z,03/31 06:30,5,57,2020-03-31T10:30:00Z,,,,,,,,,,,,,,,,,,,23,28,2694,6391,posNeg,0,6391,2,8,54ebf02c26c93e7b0d5906e805457862567daab4,0,0,0,0,0,
20200330,ME,275,3394,,,,49,,,,,41,A,3/30/2020 12:00,2020-03-30T12:00:00Z,03/30 08:00,3,49,2020-03-30T12:00:00Z,,,,,,,,,,,,,,,,,,,23,22,0,3669,posNeg,0,3669,0,49,afcb0ad4d018eb1f0323dd30db1b169b390f0163,0,0,0,0,0,
20200329,ME,253,3394,,,,,,,,,41,A,3/29/2020 14:20,2020-03-29T14:20:00Z,03/29 10:20,3,,2020-03-29T14:20:00Z,,,,,,,,,,,,,,,,,,,23,42,0,3647,posNeg,0,3647,2,0,4e4bd5e2a575df7e4dead6a480dfd5d33ab56f07,0,0,0,0,0,
20200328,ME,211,3394,,,,,,,,,36,A,3/28/2020 10:30,2020-03-28T10:30:00Z,03/28 06:30,1,,2020-03-28T10:30:00Z,,,,,,,,,,,,,,,,,,,23,43,0,3605,posNeg,0,3605,0,0,7230034b52f0617a90d9690aea03e90706376b88,0,0,0,0,0,
20200327,ME,168,3394,,,,,,,,,24,A,3/27/2020 11:30,2020-03-27T11:30:00Z,03/27 07:30,1,,2020-03-27T11:30:00Z,,,,,,,,,,,,,,,,,,,23,13,0,3562,posNeg,0,3562,1,0,6f2c025fb6375d7ce8d343abaa9b2da0eccb8429,0,0,0,0,0,
20200326,ME,155,3394,,,,,,,,,16,A,3/26/2020 11:00,2020-03-26T11:00:00Z,03/26 07:00,,,2020-03-26T11:00:00Z,,,,,,,,,,,,,,,,,,,23,6,217,3549,posNeg,0,3549,0,0,99587026a3a2d6144054e12c9fddd087e2e1a340,0,0,0,0,0,
20200325,ME,149,3177,,,,,,,,,7,A,3/25/2020 11:30,2020-03-25T11:30:00Z,03/25 07:30,,,2020-03-25T11:30:00Z,,,,,,,,,,,,,,,,,,,23,24,163,3326,posNeg,0,3326,0,0,6f45a00f483488c82f339bb40422cc70fd0e4f75,0,0,0,0,0,
20200324,ME,125,3014,,,,,,,,,,A,3/24/2020 12:00,2020-03-24T12:00:00Z,03/24 08:00,,,2020-03-24T12:00:00Z,,,,,,,,,,,,,,,,,,,23,18,223,3139,posNeg,0,3139,0,0,a598bf44059604c8e2070dd8d3fbf8d2d587370b,0,0,0,0,0,
20200323,ME,107,2791,,,,,,,,,,A,3/23/2020 11:30,2020-03-23T11:30:00Z,03/23 07:30,,,2020-03-23T11:30:00Z,,,,,,,,,,,,,,,,,,,23,18,527,2898,posNeg,0,2898,0,0,2974d87fa35ce15fc01e0cae67ba51a0ba0b8b61,0,0,0,0,0,
20200322,ME,89,2264,,,,,,,,,,,3/22/2020 12:15,2020-03-22T12:15:00Z,03/22 08:15,,,2020-03-22T12:15:00Z,,,,,,,,,,,,,,,,,,,23,16,0,2353,posNeg,0,2353,0,0,80007359993dd3d164b02084fed4fdc3df3bc9ac,0,0,0,0,0,
20200321,ME,73,2264,,,,,,,,,,,3/21/2020 13:30,2020-03-21T13:30:00Z,03/21 09:30,,,2020-03-21T13:30:00Z,,,,,,,,,,,,,,,,,,,23,16,0,2337,posNeg,0,2337,0,0,2973fd6b9dd1c8580c7322ad563794f45b340fce,0,0,0,0,0,
20200320,ME,57,2264,,,,,,,,,,,3/20/2020 11:00,2020-03-20T11:00:00Z,03/20 07:00,,,2020-03-20T11:00:00Z,,,,,,,,,,,,,,,,,,,23,4,260,2321,posNeg,0,2321,0,0,c931cb4576f723c372e57220ae87e85958b80cb7,0,0,0,0,0,
20200319,ME,53,2004,,,,,,,,,,,3/19/2020 12:15,2020-03-19T12:15:00Z,03/19 08:15,,,2020-03-19T12:15:00Z,,,,,,,,,,,,,,,,,,,23,10,334,2057,posNeg,0,2057,0,0,8e133ff1c5e776e74514e9d29da67fe8d6202630,0,0,0,0,0,
20200318,ME,43,1670,,,,,,,,,,,3/18/2020 12:00,2020-03-18T12:00:00Z,03/18 08:00,,,2020-03-18T12:00:00Z,,,,,,,,,,,,,,,,,,,23,11,367,1713,posNeg,0,1713,0,0,91ea75abb5a4574b3281ef79e70260e4697c6295,0,0,0,0,0,
20200317,ME,32,1303,,,,,,,,,,,3/17/2020 12:00,2020-03-17T12:00:00Z,03/17 08:00,,,2020-03-17T12:00:00Z,,,,,,,,,,,,,,,,,,,23,15,539,1335,posNeg,0,1335,0,0,bd274ba24f28a8f0f153156e2b664a76acecf437,0,0,0,0,0,
20200316,ME,17,764,,,,,,,,,,,3/16/2020 15:51,2020-03-16T15:51:00Z,03/16 11:51,,,2020-03-16T15:51:00Z,,,,,,,,,,,,,,,,,,,23,14,673,781,posNeg,0,781,0,0,817c1542d7a12bd8361442c2b839e9871f01b78a,0,0,0,0,0,
20200315,ME,3,91,17,,,,,,,,,,3/13/2020 14:00,2020-03-13T14:00:00Z,03/13 10:00,,,2020-03-13T14:00:00Z,,,,,,,,,,,,,,,,,,,23,0,0,111,posNeg,0,94,0,0,c2f2979771b806f2de958cf435d7f3235cb8bcce,0,0,0,0,0,
20200314,ME,3,91,17,,,,,,,,,,3/13/2020 14:00,2020-03-13T14:00:00Z,03/13 10:00,,,2020-03-13T14:00:00Z,,,,,,,,,,,,,,,,,,,23,0,0,111,posNeg,0,94,0,0,8d4f0b9faea99c0c29c12df299a2920aa41570c2,0,0,0,0,0,
20200313,ME,3,91,17,,,,,,,,,,3/13/2020 14:00,2020-03-13T14:00:00Z,03/13 10:00,,,2020-03-13T14:00:00Z,,,,,,,,,,,,,,,,,,,23,2,26,111,posNeg,0,94,0,0,879133e628c3526e2fd03a3089f609b5a5693290,0,0,0,0,0,
20200312,ME,1,65,20,,,,,,,,,,3/12/2020 13:00,2020-03-12T13:00:00Z,03/12 09:00,,,2020-03-12T13:00:00Z,,,,,,,,,,,,,,,,,,,23,1,23,86,posNeg,0,66,0,0,26276022ee30a0fd0fc7543f76ae7777330387f9,0,0,0,0,0,
20200311,ME,0,42,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,22,47,posNeg,0,42,0,0,954ebf7a64eb2d2903c4539d42af5043c2c319af,0,0,0,0,0,
20200310,ME,0,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,19,25,posNeg,0,20,0,0,4a5c463f0815ed152ecc23fa34a8dd8be1adfe0b,0,0,0,0,0,
20200309,ME,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,0,1,posNeg,0,1,0,0,47e7f4ad0b76c0ff43ca795148bc57e319e69b5e,0,0,0,0,0,
20200308,ME,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,0,1,posNeg,0,1,0,0,c14ce878440401f8e702632678c8a59fb7c2592f,0,0,0,0,0,
20200307,ME,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,0,1,posNeg,0,1,0,0,7e6a30ca68c2447a20db0833de85cdaf6957734b,0,0,0,0,0,
