date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsSource,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200507,LA,30652,170115,,1432,,,,189,,20316,B,5/7/2020 13:00,2020-05-07T13:00:00Z,05/07 09:00,2208,,2020-05-07T13:00:00Z,,,,30652,1926,,,,,,,,,,,,,,22,253,5842,200767,posNeg,200767,6095,200767,93,0,a397c79c2e47dde93c6d7c25889c124c98ef2de7,0,0,0,0,0,
20200506,LA,30399,164273,,1465,,,,187,,20316,B,5/6/2020 16:30,2020-05-06T16:30:00Z,05/06 12:30,2115,,2020-05-06T16:30:00Z,,,,30399,1907,,,,,,,,,,,,,,22,403,6038,194672,posNeg,194672,6441,194672,0,0,a54041be178098a2c9bd3305536f6d44992ab9b3,0,0,0,0,0,
20200505,LA,29996,158235,,1512,,,,194,,20316,B,5/5/2020 13:00,2020-05-05T13:00:00Z,05/05 09:00,2115,,2020-05-05T13:00:00Z,,,,29996,1884,,,,,,,,,,,,,,22,323,6977,188231,posNeg,188231,7300,188231,51,0,abe609cad98ba5460807599b9560a8330d0738aa,0,0,0,0,0,
20200504,LA,29673,151258,,1502,,,,220,,20316,B,5/4/2020 13:00,2020-05-04T13:00:00Z,05/04 09:00,2064,,2020-05-04T13:00:00Z,,,,29673,1905,,,,,,,,,,,,,,22,333,4438,180931,posNeg,180931,4771,180931,95,0,5eebf3222df2d8d348705c0416e8720152d68050,0,0,0,0,0,
20200503,LA,29340,146820,,1530,,,,213,,17303,B,5/3/2020 13:00,2020-05-03T13:00:00Z,05/03 09:00,1969,,2020-05-03T13:00:00Z,,,,29340,1845,,,,,,,,,,,,,,22,200,3102,176160,posNeg,176160,3302,176160,19,0,05b1edfcad540fd05302c87b2cc744774b775f71,0,0,0,0,0,
20200502,LA,29140,143718,,1545,,,,208,,17303,B,5/2/2020 13:00,2020-05-02T13:00:00Z,05/02 09:00,1950,,2020-05-02T13:00:00Z,,,,29140,1801,,,,,,,,,,,,,,22,429,4178,172858,posNeg,172858,4607,172858,23,0,a145ddce5b369841743731d1107fba1947510143,0,0,0,0,0,
20200501,LA,28711,139540,,1607,,,,230,,17303,B,5/1/2020 13:00,2020-05-01T13:00:00Z,05/01 09:00,1927,,2020-05-01T13:00:00Z,,,,28711,1740,,,,,,,,,,,,,,22,710,6232,168251,posNeg,168251,6942,168251,65,0,387fa01497eacca7f5254c73a37607da1873cbc0,0,0,0,0,0,
20200430,LA,28001,133308,,1601,,,,231,,17303,B,4/30/2020 13:00,2020-04-30T13:00:00Z,04/30 09:00,1862,,2020-04-30T13:00:00Z,,,,28001,1729,,,,,,,,,,,,,,22,341,4400,161309,posNeg,161309,4741,161309,60,0,c7713de2162124cf23da50d40e76628243f45fe2,0,0,0,0,0,
20200429,LA,27660,128908,,1629,,,,244,,17303,B,4/29/2020 13:00,2020-04-29T13:00:00Z,04/29 09:00,1802,,2020-04-29T13:00:00Z,,,,27660,1703,,,,,,,,,,,,,,22,374,5086,156568,posNeg,156568,5460,156568,44,0,97e7898b1c3dc5dbbae0002821da362db3031c1f,0,0,0,0,0,
20200428,LA,27286,123822,,1666,,,,244,,17303,B,4/28/2020 13:00,2020-04-28T13:00:00Z,04/28 09:00,1758,,2020-04-28T13:00:00Z,,,,27286,1660,,,,,,,,,,,,,,22,218,3901,151108,posNeg,151108,4119,151108,61,0,7e2ae0d608268c32e157cdb19040e25f02a6d40c,0,0,0,0,0,
20200427,LA,27068,119921,,1683,,,,262,,17303,B,4/27/2020 13:00,2020-04-27T13:00:00Z,04/27 09:00,1697,,2020-04-27T13:00:00Z,,,,27068,1599,,,,,,,,,,,,,,22,295,3658,146989,posNeg,146989,3953,146989,27,0,2a4e0757091ad6ac079b78965ff3a70a416d375c,0,0,0,0,0,
20200426,LA,26773,116263,,1701,,,,265,,14927,B,4/26/2020 13:00,2020-04-26T13:00:00Z,04/26 09:00,1670,,2020-04-26T13:00:00Z,,,,26773,,,,,,,,,,,,,,,22,261,3773,143036,posNeg,143036,4034,143036,26,0,a92b54d566b2e22f46686bad4c0553d4c326c83f,0,0,0,0,0,
20200425,LA,26512,112490,,1700,,,,268,,14927,B,4/25/2020 13:00,2020-04-25T13:00:00Z,04/25 09:00,1644,,2020-04-25T13:00:00Z,,,,26512,,,,,,,,,,,,,,,22,372,518,139002,posNeg,139002,890,139002,43,0,e6a4b87a623aceea37ee6f123828313da5e76988,0,0,0,0,0,
20200424,LA,26140,111972,,1697,,,,286,,14927,A,4/24/2020 13:00,2020-04-24T13:00:00Z,04/24 09:00,1601,,2020-04-24T13:00:00Z,,,,26140,,,,,,,,,,,,,,,22,401,198,138112,posNeg,138112,599,138112,61,0,b3eba113d25ffc27ac0b4782527aa4f56fd4b1ab,0,0,0,0,0,
20200423,LA,25739,111774,,1727,,,,274,,14927,A,4/23/2020 13:00,2020-04-23T13:00:00Z,04/23 09:00,1540,,2020-04-23T13:00:00Z,,,,25739,,,,,,,,,,,,,,,22,481,186,137513,posNeg,137513,667,137513,67,0,420b0a1c67bd8f3be0b5845ccd6d0c8cea497a53,0,0,0,0,0,
20200422,LA,25258,111588,,1747,,,,287,,14927,A,4/22/2020 13:00,2020-04-22T13:00:00Z,04/22 09:00,1473,,2020-04-22T13:00:00Z,,,,25258,,,,,,,,,,,,,,,22,404,0,136846,posNeg,136846,404,136846,68,0,c1dbe95e3ca5d3985f2cf2de9531122584d1607b,0,0,0,0,0,
20200421,LA,24854,111588,,1798,,,,297,,,A,4/21/2020 13:00,2020-04-21T13:00:00Z,04/21 09:00,1405,,2020-04-21T13:00:00Z,,,,24854,,,,,,,,,,,,,,,22,331,0,136442,posNeg,136442,331,136442,77,0,6980e91ac17efae060837b6ad4cbb1bfe73e2157,0,0,0,0,0,
20200420,LA,24523,111588,,1794,,,,332,,,A,4/20/2020 13:00,2020-04-20T13:00:00Z,04/20 09:00,1328,,2020-04-20T13:00:00Z,,,,24523,,,,,,,,,,,,,,,22,595,168,136111,posNeg,136111,763,136111,32,0,4880befaa50e4803fc4908ac2520cf41db8c0f60,0,0,0,0,0,
20200419,LA,23928,111420,,1748,,,,349,,,A,4/19/2020 13:00,2020-04-19T13:00:00Z,04/19 09:00,1296,,2020-04-19T13:00:00Z,,,,23928,,,,,,,,,,,,,,,22,348,-2999,135348,posNeg,135348,-2651,135348,29,0,646f35fc8741b0f22b014a34a5a6b9155fe59690,0,0,0,0,0,
20200418,LA,23580,114419,,1761,,,,347,,,A,4/18/2020 13:00,2020-04-18T13:00:00Z,04/18 09:00,1267,,2020-04-18T13:00:00Z,,,,23580,,,,,,,,,,,,,,,22,462,5550,137999,posNeg,137999,6012,137999,54,0,853a7288601e3dd56ef933b1789a592c9c1e246a,0,0,0,0,0,
20200417,LA,23118,108869,,1868,,,,363,,,A,4/17/2020 13:00,2020-04-17T13:00:00Z,04/17 09:00,1213,,2020-04-17T13:00:00Z,,,,23118,,,,,,,,,,,,,,,22,586,4815,131987,posNeg,131987,5401,131987,57,0,5dda2bbb445cc02b13ab24772b7445933287ea39,0,0,0,0,0,
20200416,LA,22532,104054,,1914,,,,396,,,A,4/16/2020 13:00,2020-04-16T13:00:00Z,04/16 09:00,1156,,2020-04-16T13:00:00Z,,,,22532,,,,,,,,,,,,,,,22,581,4077,126586,posNeg,126586,4658,126586,53,0,377032cad93a8ad70bc0e75faee7c11460a0a829,0,0,0,0,0,
20200415,LA,21951,99977,,1943,,,,425,,,A,4/15/2020 13:00,2020-04-15T13:00:00Z,04/15 09:00,1103,,2020-04-15T13:00:00Z,,,,21951,,,,,,,,,,,,,,,22,433,3073,121928,posNeg,121928,3506,121928,90,0,28f6c3a61fbc0bb73a694a2e2f3b987c200fa723,0,0,0,0,0,
20200414,LA,21518,96904,,1977,,,,436,,,A,4/13/2020 13:00,2020-04-13T13:00:00Z,04/13 09:00,1013,,2020-04-13T13:00:00Z,,,,21518,,,,,,,,,,,,,,,22,502,9829,118422,posNeg,118422,10331,118422,129,0,03ea39878acb1b01824dc59a46a277c879dd4d15,0,0,0,0,0,
20200413,LA,21016,87075,,2134,,,,461,,,A,4/13/2020 13:00,2020-04-13T13:00:00Z,04/13 09:00,884,,2020-04-13T13:00:00Z,,,,21016,,,,,,,,,,,,,,,22,421,3625,108091,posNeg,108091,4046,108091,44,0,3fc8a328f48a0df5eea6aadb4ba3f06f8c3458ba,0,0,0,0,0,
20200412,LA,20595,83450,,2084,,,,458,,,A,4/12/2020 13:00,2020-04-12T13:00:00Z,04/12 09:00,840,,2020-04-12T13:00:00Z,,,,20595,,,,,,,,,,,,,,,22,581,6549,104045,posNeg,104045,7130,104045,34,0,bef022c79c1cfa67da331af4f93dcdcf89b5eb99,0,0,0,0,0,
20200411,LA,20014,76901,,2067,,,,470,,,A,4/11/2020 13:00,2020-04-11T13:00:00Z,04/11 09:00,806,,2020-04-11T13:00:00Z,,,,20014,,,,,,,,,,,,,,,22,761,3874,96915,posNeg,96915,4635,96915,51,0,5c97743d6e408d8820b1235a2d633bf9f57877c0,0,0,0,0,0,
20200410,LA,19253,73027,,2054,,,,479,,,A,4/10/2020 13:00,2020-04-10T13:00:00Z,04/10 09:00,755,,2020-04-10T13:00:00Z,,,,19253,,,,,,,,,,,,,,,22,970,4391,92280,posNeg,92280,5361,92280,53,0,e1e30c36d9bb7aee1ecc96decb04ec98223b805e,0,0,0,0,0,
20200409,LA,18283,68636,,2014,,,,473,,,A,4/9/2020 13:00,2020-04-09T13:00:00Z,04/09 09:00,702,,2020-04-09T13:00:00Z,,,,18283,,,,,,,,,,,,,,,22,1253,4260,86919,posNeg,86919,5513,86919,50,0,4e1cf7ccc3e6bfe3fea083bf9a2fb39a917b149b,0,0,0,0,0,
20200408,LA,17030,64376,,1983,,,,490,,,A,4/8/2020 13:00,2020-04-08T13:00:00Z,04/08 09:00,652,,2020-04-08T13:00:00Z,,,,17030,,,,,,,,,,,,,,,22,746,6005,81406,posNeg,81406,6751,81406,70,0,9f242b0caf2038e0a71b4a0bedbfc59e9c9fa63b,0,0,0,0,0,
20200407,LA,16284,58371,,1996,,,,519,,,A,4/7/2020 13:00,2020-04-07T13:00:00Z,04/07 09:00,582,,2020-04-07T13:00:00Z,,,,16284,,,,,,,,,,,,,,,22,1417,4072,74655,posNeg,74655,5489,74655,70,0,7069859d5d584e5e4c8311415ec1466bbef29efe,0,0,0,0,0,
20200406,LA,14867,54299,,1981,,,,552,,,A,4/6/2020 13:00,2020-04-06T13:00:00Z,04/06 09:00,512,,2020-04-06T13:00:00Z,,,,14867,,,,,,,,,,,,,,,22,1857,6984,69166,posNeg,69166,8841,69166,35,0,98993b3cef8a12d26832cfa7dd931a7f98eb0937,0,0,0,0,0,
20200405,LA,13010,47315,,1803,,,,561,,,A,4/5/2020 13:00,2020-04-05T13:00:00Z,04/05 09:00,477,,2020-04-05T13:00:00Z,,,,13010,,,,,,,,,,,,,,,22,514,1313,60325,posNeg,60325,1827,60325,68,0,cac00f82ab7da3047135c75856db12a2a4041eb7,0,0,0,0,0,
20200404,LA,12496,46002,,1726,,,,571,,,A,4/4/2020 13:40,2020-04-04T13:40:00Z,04/04 09:40,409,,2020-04-04T13:40:00Z,,,,12496,,,,,,,,,,,,,,,22,2199,2654,58498,posNeg,58498,4853,58498,39,0,94cbcaa8b227a691edcbcf0ec777f8ba9c4ab24b,0,0,0,0,0,
20200403,LA,10297,43348,,1707,,,,535,,,A,4/3/2020 13:00,2020-04-03T13:00:00Z,04/03 09:00,370,,2020-04-03T13:00:00Z,,,,10297,,,,,,,,,,,,,,,22,1147,1412,53645,posNeg,53645,2559,53645,60,0,3b7408f7b781306cad833249de614226188f3c22,0,0,0,0,0,
20200402,LA,9150,41936,,1639,,,,507,,,A,4/2/2020 13:00,2020-04-02T13:00:00Z,04/02 09:00,310,,2020-04-02T13:00:00Z,,,,9150,,,,,,,,,,,,,,,22,2726,2584,51086,posNeg,51086,5310,51086,37,0,36e314663135a8e2f84aeda88c01321aae2d92af,0,0,0,0,0,
20200401,LA,6424,39352,,1498,,,,490,,,A,4/1/2020 13:00,2020-04-01T13:00:00Z,04/01 09:00,273,,2020-04-01T13:00:00Z,,,,6424,,,,,,,,,,,,,,,22,1187,5622,45776,posNeg,45776,6809,45776,34,0,deee2ed9afdc4003c7573ef7154f21bac11c5a73,0,0,0,0,0,
20200331,LA,5237,33730,,1355,,,,438,,,A,3/31/2020 13:00,2020-03-31T13:00:00Z,03/31 09:00,239,,2020-03-31T13:00:00Z,,,,5237,,,,,,,,,,,,,,,22,1212,3722,38967,posNeg,38967,4934,38967,54,0,4f42a12c8394663a8094fd4c18f7fb3d1606beb5,0,0,0,0,0,
20200330,LA,4025,30008,,1185,,,,385,,,A,3/30/2020 13:00,2020-03-30T13:00:00Z,03/30 09:00,185,,2020-03-30T13:00:00Z,,,,4025,,,,,,,,,,,,,,,22,485,5677,34033,posNeg,34033,6162,34033,34,0,926facbb164ca72b15e8e332443a32237516580f,0,0,0,0,0,
20200329,LA,3540,24331,,1127,,,,380,,,A,3/29/2020 13:00,2020-03-29T13:00:00Z,03/29 09:00,151,,2020-03-29T13:00:00Z,,,,3540,,,,,,,,,,,,,,,22,225,2485,27871,posNeg,27871,2710,27871,14,0,52ffad96215986a5cb1bc3bd1265bb9e368f6f88,0,0,0,0,0,
20200328,LA,3315,21846,,927,,,,336,,,A,3/28/2020 13:00,2020-03-28T13:00:00Z,03/28 09:00,137,,2020-03-28T13:00:00Z,,,,3315,,,,,,,,,,,,,,,22,569,3233,25161,posNeg,25161,3802,25161,18,0,fa07a74f7f052a81b1130c7a9d915a29849679f1,0,0,0,0,0,
20200327,LA,2746,18613,,773,,,,270,,,A,3/27/2020 13:00,2020-03-27T13:00:00Z,03/27 09:00,119,,2020-03-27T13:00:00Z,,,,2746,,,,,,,,,,,,,,,22,441,2889,21359,posNeg,21359,3330,21359,36,0,10e7db86f6fc011ab54f829cf757692c9054ca90,0,0,0,0,0,
20200326,LA,2305,15724,,676,,,,239,,,A,3/26/2020 15:00,2020-03-26T15:00:00Z,03/26 11:00,83,,2020-03-26T15:00:00Z,,,,2305,,,,,,,,,,,,,,,22,510,6068,18029,posNeg,18029,6578,18029,18,0,fb01b02653b63a06b78a035f839d571f9bb98a2e,0,0,0,0,0,
20200325,LA,1795,9656,,491,,,,163,,,A,3/25/2020 13:00,2020-03-25T13:00:00Z,03/25 09:00,65,,2020-03-25T13:00:00Z,,,,1795,,,,,,,,,,,,,,,22,407,2441,11451,posNeg,11451,2848,11451,19,0,c93f84e0bbec1779e87ebe6b3d5a81aa10843d5d,0,0,0,0,0,
20200324,LA,1388,7215,,271,,,,,,,A,3/24/2020 13:00,2020-03-24T13:00:00Z,03/24 09:00,46,,2020-03-24T13:00:00Z,,,,1388,,,,,,,,,,,,,,,22,216,2439,8603,posNeg,8603,2655,8603,12,0,16e5fae9380fff932d38aa7ef716b0283119b6a3,0,0,0,0,0,
20200323,LA,1172,4776,,,,,,,,,B,3/23/2020 13:00,2020-03-23T13:00:00Z,03/23 09:00,34,,2020-03-23T13:00:00Z,,,,1172,,,,,,,,,,,,,,,22,335,2115,5948,posNeg,5948,2450,5948,14,0,3d96318947efad5f91f448f29c3957a4aeca0f45,0,0,0,0,0,
20200322,LA,837,2661,,,,,,,,,,3/22/2020 10:00,2020-03-22T10:00:00Z,03/22 06:00,20,,2020-03-22T10:00:00Z,,,,837,,,,,,,,,,,,,,,22,257,481,3498,posNeg,3498,738,3498,4,0,5e060c23ef1c6fe2044fe3598a72fecbc236892a,0,0,0,0,0,
20200321,LA,580,2180,,,,,,,,,,3/21/2020 10:30,2020-03-21T10:30:00Z,03/21 06:30,16,,2020-03-21T10:30:00Z,,,,580,,,,,,,,,,,,,,,22,107,1612,2760,posNeg,2760,1719,2760,4,0,6c092862e89e176deb10993592b165e10c4eea79,0,0,0,0,0,
20200320,LA,473,568,,,,,,,,,,3/20/2020 15:30,2020-03-20T15:30:00Z,03/20 11:30,12,,2020-03-20T15:30:00Z,,,,473,,,,,,,,,,,,,,,22,126,110,1041,posNeg,1041,236,1041,4,0,194066c800460347a9e6c754058217074af6c37d,0,0,0,0,0,
20200319,LA,347,458,,,,,,,,,,3/19/2020 10:30,2020-03-19T10:30:00Z,03/19 06:30,8,,2020-03-19T10:30:00Z,,,,347,,,,,,,,,,,,,,,22,107,123,805,posNeg,805,230,805,2,0,90dffa0e08511d0915868ccf247ed1874abf499c,0,0,0,0,0,
20200318,LA,240,335,,,,,,,,,,3/18/2020 00:00,2020-03-18T00:00:00Z,03/17 20:00,6,,2020-03-18T00:00:00Z,,,,240,,,,,,,,,,,,,,,22,103,49,575,posNeg,575,152,575,2,0,ddaec68b7e893abaf9fbfd08f71447a1d6aeef0c,0,0,0,0,0,
20200317,LA,137,286,,,,,,,,,,3/17/2020 10:30,2020-03-17T10:30:00Z,03/17 06:30,4,,2020-03-17T10:30:00Z,,,,137,,,,,,,,,,,,,,,22,22,98,423,posNeg,423,120,423,2,0,f119f3b5b1d3e2f125bd111e74cfeef2bed1a51d,0,0,0,0,0,
20200316,LA,115,188,,,,,,,,,,3/16/2020 15:50,2020-03-16T15:50:00Z,03/16 11:50,2,,2020-03-16T15:50:00Z,,,,115,,,,,,,,,,,,,,,22,25,32,303,posNeg,303,57,303,0,0,946cfc6ef7f3181a46f2c8a878b1403cb77bf0d3,0,0,0,0,0,
20200315,LA,90,156,,,,,,,,,,3/15/2020 11:30,2020-03-15T11:30:00Z,03/15 07:30,2,,2020-03-15T11:30:00Z,,,,90,,,,,,,,,,,,,,,22,39,47,246,posNeg,246,86,246,2,0,7c934aedeef4ff522534761da693730c6e0a42d0,0,0,0,0,0,
20200314,LA,51,109,,,,,,,,,,3/14/2020 12:15,2020-03-14T12:15:00Z,03/14 08:15,,,2020-03-14T12:15:00Z,,,,51,,,,,,,,,,,,,,,22,15,72,160,posNeg,160,87,160,0,0,d77bd95500876c0129ae65b78b85cef5db2f8894,0,0,0,0,0,
20200313,LA,36,37,,,,,,,,,,3/13/2020 16:00,2020-03-13T16:00:00Z,03/13 12:00,,,2020-03-13T16:00:00Z,,,,36,,,,,,,,,,,,,,,22,22,0,73,posNeg,73,22,73,0,0,7419b63707d96e0586b0db5c188407b84285b3ca,0,0,0,0,0,
20200312,LA,14,37,,,,,,,,,,3/12/2020 10:30,2020-03-12T10:30:00Z,03/12 06:30,,,2020-03-12T10:30:00Z,,,,14,,,,,,,,,,,,,,,22,8,0,51,posNeg,51,8,51,0,0,9ef70854bbaf5d8de981b3a6a42a47b7ae250bf3,0,0,0,0,0,
20200311,LA,6,37,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,22,5,26,43,posNeg,43,31,43,0,0,52f0ab61fa067cef8e04e016a26bba093295165c,0,0,0,0,0,
20200310,LA,1,11,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,22,0,6,12,posNeg,12,6,12,0,0,c05a90b96a94e5f8ca8c6aff9265baff782ffd32,0,0,0,0,0,
20200309,LA,1,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,22,1,0,6,posNeg,6,1,6,0,0,be423464762f6e54b8e900805a923bdb76f313e5,0,0,0,0,0,
20200308,LA,0,5,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,22,0,5,5,posNeg,5,5,5,0,0,b2f8598087a737fc9a845252abe3223ffee9ba51,0,0,0,0,0,
20200307,LA,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,22,0,0,0,posNeg,0,0,0,0,0,6ed14463c9e9573ed3173f8b5b86ba9a10896890,0,0,0,0,0,
