date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200813,DC,13024,216625,,83,,24,,11,,10361,A+,8/12/2020 00:00,2020-08-12T00:00:00Z,08/11 20:00,594,,2020-08-12T00:00:00Z,,,,,,,,229649,,,,,,,,,,,11,65,2843,229649,229649,2908,229649,1,0,7c8fa162a589b498b1f54dc1cb77297e72f5c774,0,0,0,0,0,
20200812,DC,12959,213782,,85,,25,,11,,10300,A+,8/11/2020 00:00,2020-08-11T00:00:00Z,08/10 20:00,593,,2020-08-11T00:00:00Z,,,,,,,,226741,,,,,,,,,,,11,63,1929,226741,226741,1992,226741,0,0,8d8874c241245a59f42e098fd7e2e49bd0c59488,0,0,0,0,0,
20200811,DC,12896,211853,,83,,21,,12,,10232,A+,8/10/2020 00:00,2020-08-10T00:00:00Z,08/09 20:00,593,,2020-08-10T00:00:00Z,,,,,,,,224749,,,,,,,,,,,11,89,4269,224749,224749,4358,224749,2,0,3a75e7b2b3a3b01fda5fe19c05ea2ae6b415c1c8,0,0,0,0,0,
20200810,DC,12807,207584,,75,,21,,8,,10188,A+,8/9/2020 00:00,2020-08-09T00:00:00Z,08/08 20:00,591,,2020-08-09T00:00:00Z,,,,,,,,220391,,,,,,,,,,,11,54,2395,220391,220391,2449,220391,0,0,128323203ce2b334d390eda70f55032c25c39b7f,0,0,0,0,0,
20200809,DC,12753,205189,,77,,17,,8,,10156,A+,8/8/2020 00:00,2020-08-08T00:00:00Z,08/07 20:00,591,,2020-08-08T00:00:00Z,,,,,,,,217942,,,,,,,,,,,11,100,4508,217942,217942,4608,217942,1,0,1c9177bb847654d56df92a119d0726bb2257bd16,0,0,0,0,0,
20200808,DC,12653,200681,,80,,17,,8,,10124,A+,8/7/2020 00:00,2020-08-07T00:00:00Z,08/06 20:00,590,,2020-08-07T00:00:00Z,,,,,,,,213334,,,,,,,,,,,11,64,4545,213334,213334,4609,213334,1,0,c903c1fb9af6d7e5ee26ceb0614f8a6b075d08ac,0,0,0,0,0,
20200807,DC,12589,196136,,90,,18,,12,,10118,A+,8/6/2020 00:00,2020-08-06T00:00:00Z,08/05 20:00,589,,2020-08-06T00:00:00Z,,,,,,,,208725,,,,,,,,,,,11,71,2671,208725,208725,2742,208725,2,0,6533191068d7d8f8033fb4d969ee76f1ffb868df,0,0,0,0,0,
20200806,DC,12518,193465,,98,,23,,12,,10094,A+,8/5/2020 00:00,2020-08-05T00:00:00Z,08/04 20:00,587,,2020-08-05T00:00:00Z,,,,,,,,205983,,,,,,,,,,,11,75,3083,205983,205983,3158,205983,0,0,1b63d731de098d1d09b2291defaa4515b2d598a8,0,0,0,0,0,
20200805,DC,12443,190382,,97,,21,,13,,10015,A+,8/4/2020 00:00,2020-08-04T00:00:00Z,08/03 20:00,587,,2020-08-04T00:00:00Z,,,,,,,,202825,,,,,,,,,,,11,45,2653,202825,202825,2698,202825,0,0,125906e905f9fa9c53d936fc821f70f58fe4988a,0,0,0,0,0,
20200804,DC,12398,187729,,100,,17,,10,,9959,A+,8/3/2020 00:00,2020-08-03T00:00:00Z,08/02 20:00,587,,2020-08-03T00:00:00Z,,,,,,,,200127,,,,,,,,,,,11,85,1227,200127,200127,1312,200127,1,0,c222af799b28793be4810130afd761dd4b7f1ce2,0,0,0,0,0,
20200803,DC,12313,186502,,104,,24,,12,,9893,A+,8/2/2020 00:00,2020-08-02T00:00:00Z,08/01 20:00,586,,2020-08-02T00:00:00Z,,,,,,,,198815,,,,,,,,,,,11,39,1584,198815,198815,1623,198815,0,0,5e3106a1880b9382476997aa42c9dac0b02521a0,0,0,0,0,0,
20200802,DC,12274,184918,,102,,24,,12,,9870,A+,8/1/2020 00:00,2020-08-01T00:00:00Z,07/31 20:00,586,,2020-08-01T00:00:00Z,,,,,,,,197192,,,,,,,,,,,11,69,3342,197192,197192,3411,197192,1,0,5ce14664fabe382b6d1f592813bdf2a995934c73,0,0,0,0,0,
20200801,DC,12205,181576,,100,,26,,13,,9816,A+,7/31/2020 00:00,2020-07-31T00:00:00Z,07/30 20:00,585,,2020-07-31T00:00:00Z,,,,,,,,193781,,,,,,,,,,,11,79,4961,193781,193781,5040,193781,0,0,769be3c8e60de6c100e19d72ec4dc46b20618c04,0,0,0,0,0,
20200731,DC,12126,176615,,86,,17,,9,,9816,A+,7/30/2020 00:00,2020-07-30T00:00:00Z,07/29 20:00,585,,2020-07-30T00:00:00Z,,,,,,,,188741,,,,,,,,,,,11,69,5682,188741,188741,5751,188741,1,0,b4c449a99f3a88a07eae6e74ee33430a423c9871,0,0,0,0,0,
20200730,DC,12057,170933,,87,,17,,7,,9777,A+,7/29/2020 00:00,2020-07-29T00:00:00Z,07/28 20:00,584,,2020-07-29T00:00:00Z,,,,,,,,182990,,,,,,,,,,,11,58,2883,182990,182990,2941,182990,0,0,4e8ec3e0f7de7fef614f5d5bcd795a9463e6d57f,0,0,0,0,0,
20200729,DC,11999,168050,,83,,17,,8,,9723,A+,7/28/2020 00:00,2020-07-28T00:00:00Z,07/27 20:00,584,,2020-07-28T00:00:00Z,,,,,,,,180049,,,,,,,,,,,11,54,1973,180049,180049,2027,180049,1,0,800083c4fbf1db508eb87b48d99e582f8515959c,0,0,0,0,0,
20200728,DC,11945,166077,,106,,20,,9,,9664,A+,7/27/2020 00:00,2020-07-27T00:00:00Z,07/26 20:00,583,,2020-07-27T00:00:00Z,,,,,,,,178022,,,,,,,,,,,11,87,3787,178022,178022,3874,178022,1,0,5c990412ecbd63219b8f2c28bfc1b7f8bd618bbe,0,0,0,0,0,
20200727,DC,11858,162290,,102,,20,,8,,9639,A+,7/26/2020 00:00,2020-07-26T00:00:00Z,07/25 20:00,582,,2020-07-26T00:00:00Z,,,,,,,,174148,,,,,,,,,,,11,78,2472,174148,174148,2550,174148,1,0,16960959ba371a791bbf8e2a1db8dab47f3f7535,0,0,0,0,0,
20200726,DC,11780,159818,,85,,22,,9,,9607,A+,7/25/2020 00:00,2020-07-25T00:00:00Z,07/24 20:00,581,,2020-07-25T00:00:00Z,,,,,,,,171598,,,,,,,,,,,11,63,2526,171598,171598,2589,171598,0,0,b6d0aa0a641d07ecf8662ded1d6f3ae1fdfeb28d,0,0,0,0,0,
20200725,DC,11717,157292,,97,,28,,9,,9603,A+,7/24/2020 00:00,2020-07-24T00:00:00Z,07/23 20:00,581,,2020-07-24T00:00:00Z,,,,,,,,169009,,,,,,,,,,,11,68,3681,169009,169009,3749,169009,0,0,4a8630e0814545e2e89c99f0f82fbeca11d120e3,0,0,0,0,0,
20200724,DC,11649,153611,,97,,21,,9,,9582,A+,7/23/2020 00:00,2020-07-23T00:00:00Z,07/22 20:00,581,,2020-07-23T00:00:00Z,,,,,,,,165260,,,,,,,,,,,11,78,3161,165260,165260,3239,165260,0,0,1aeb2fdd003092e3efd3fcb8a9c337eeb77c9ed9,0,0,0,0,0,
20200723,DC,11571,150450,,91,,22,,9,,2020,A+,7/22/2020 00:00,2020-07-22T00:00:00Z,07/21 20:00,581,,2020-07-22T00:00:00Z,,,,,,,,162021,,,,,,,,,,,11,42,2407,162021,162021,2449,162021,1,0,d4d98a0e9ec8482d45906af23f58fa7b5d9ce326,0,0,0,0,0,
20200722,DC,11529,148043,,81,,18,,11,,1974,A+,7/21/2020 00:00,2020-07-21T00:00:00Z,07/20 20:00,580,,2020-07-21T00:00:00Z,,,,,,,,159572,,,,,,,,,,,11,102,3759,159572,159572,3861,159572,0,0,ee259b429aa3273eb639e787a426bcb9ac88f44a,0,0,0,0,0,
20200721,DC,11427,144284,,83,,19,,13,,1932,A+,7/20/2020 00:00,2020-07-20T00:00:00Z,07/19 20:00,580,,2020-07-20T00:00:00Z,,,,,,,,155711,,,,,,,,,,,11,88,3883,155711,155711,3971,155711,1,0,e44c37c681735f0cb983416535eae772e4d7998e,0,0,0,0,0,
20200720,DC,11339,140401,,83,,19,,12,,1909,A+,7/19/2020 00:00,2020-07-19T00:00:00Z,07/18 20:00,579,,2020-07-19T00:00:00Z,,,,,,,,151740,,,,,,,,,,,11,78,3897,151740,151740,3975,151740,1,0,e8b79bbb636c4f6fd776709befc71a7bcd459bfb,0,0,0,0,0,
20200719,DC,11261,136504,,91,,17,,12,,1886,A+,7/18/2020 00:00,2020-07-18T00:00:00Z,07/17 20:00,578,,2020-07-18T00:00:00Z,,,,,,,,147765,,,,,,,,,,,11,67,2743,147765,147765,2810,147765,0,0,3555906fb6e6214d4f815c9de95a1b5861a2f4c9,0,0,0,0,0,
20200718,DC,11194,133761,,88,,17,,12,,1877,A+,7/17/2020 00:00,2020-07-17T00:00:00Z,07/16 20:00,578,,2020-07-17T00:00:00Z,,,,,,,,144955,,,,,,,,,,,11,79,3269,144955,144955,3348,144955,1,0,2ffe919f3e2ad33c11e3a22529cea2ee33ca25b7,0,0,0,0,0,
20200717,DC,11115,130492,,87,,17,,14,,1863,A+,7/16/2020 00:00,2020-07-16T00:00:00Z,07/15 20:00,577,,2020-07-16T00:00:00Z,,,,,,,,141607,,,,,,,,,,,11,39,1326,141607,141607,1365,141607,3,0,e8913bf6044d12677f225c7f6c9c3512ebdd715d,0,0,0,0,0,
20200716,DC,11076,129166,,86,,24,,14,,1843,A+,7/15/2020 00:00,2020-07-15T00:00:00Z,07/14 20:00,574,,2020-07-15T00:00:00Z,,,,,,,,140242,,,,,,,,,,,11,50,2248,140242,140242,2298,140242,3,0,26b6811f43f2f69390750657616148761b78dc21,0,0,0,0,0,
20200715,DC,11026,126918,,95,,24,,15,,1809,A+,7/14/2020 00:00,2020-07-14T00:00:00Z,07/13 20:00,571,,2020-07-14T00:00:00Z,,,,,,,,137944,,,,,,,,,,,11,80,3948,137944,137944,4028,137944,3,0,005fde7493c1332a7ff84a37bfd79f0a1519af4f,0,0,0,0,0,
20200714,DC,10946,122970,,91,,21,,14,,1774,A+,7/13/2020 00:00,2020-07-13T00:00:00Z,07/12 20:00,568,,2020-07-13T00:00:00Z,,,,,,,,133916,,,,,,,,,,,11,40,3656,133916,133916,3696,133916,0,0,0dfea4fe8aba7871d24278bdc64c453339ea4e6f,0,0,0,0,0,
20200713,DC,10906,119314,,93,,25,,16,,1756,A+,7/12/2020 00:00,2020-07-12T00:00:00Z,07/11 20:00,568,,2020-07-12T00:00:00Z,,,,,,,,130220,,,,,,,,,,,11,59,3278,130220,130220,3337,130220,0,0,dbdb76d7e3a17321aa379b385341e13489d23b00,0,0,0,0,0,
20200712,DC,10847,116036,,95,,30,,17,,1737,A+,7/11/2020 00:00,2020-07-11T00:00:00Z,07/10 20:00,568,,2020-07-11T00:00:00Z,,,,,,,,126883,,,,,,,,,,,11,46,2787,126883,126883,2833,126883,0,0,e699cc807d719a66e1bc77909d4dae180e1a36ff,0,0,0,0,0,
20200711,DC,10801,113249,,92,,29,,17,,1717,A+,7/10/2020 00:00,2020-07-10T00:00:00Z,07/09 20:00,568,,2020-07-10T00:00:00Z,,,,,,,,124050,,,,,,,,,,,11,58,3108,124050,124050,3166,124050,0,0,3cfcd34c64dac2609ecc82d9fa949b42681d9f0e,0,0,0,0,0,
20200710,DC,10743,110141,,96,,26,,18,,1703,A+,7/9/2020 00:00,2020-07-09T00:00:00Z,07/08 20:00,568,,2020-07-09T00:00:00Z,,,,,,,,120884,,,,,,,,,,,11,64,4897,120884,120884,4961,120884,0,0,e9c41b62003c8b1402695875e4f35dd198b2b5a4,0,0,0,0,0,
20200709,DC,10679,105244,,92,,26,,14,,1662,A+,7/8/2020 00:00,2020-07-08T00:00:00Z,07/07 20:00,568,,2020-07-08T00:00:00Z,,,,,,,,115923,,,,,,,,,,,11,37,1597,115923,115923,1634,115923,4,0,d0983cd2a588d7c07771795efa2600d452b796e3,0,0,0,0,0,
20200708,DC,10642,103647,,86,,30,,17,,1625,A+,7/7/2020 00:00,2020-07-07T00:00:00Z,07/06 20:00,564,,2020-07-07T00:00:00Z,,,,,,,,114289,,,,,,,,,,,11,73,3839,114289,114289,3912,114289,3,0,a7943ea9e83c4035d92299e112da62f0f8b9dde6,0,0,0,0,0,
20200707,DC,10569,99808,,90,,25,,20,,1574,A+,7/6/2020 00:00,2020-07-06T00:00:00Z,07/05 20:00,561,,2020-07-06T00:00:00Z,,,,,,,,110377,,,,,,,,,,,11,54,2673,110377,110377,2727,110377,0,0,2ae317731d4605149cf3e30082980a759ca8af16,0,0,0,0,0,
20200706,DC,10515,97135,,88,,23,,16,,1553,A+,7/5/2020 00:00,2020-07-05T00:00:00Z,07/04 20:00,561,,2020-07-05T00:00:00Z,,,,,,,,107650,,,,,,,,,,,11,33,1624,107650,107650,1657,107650,2,0,b73eac11573c3374c80b322361cc901fa0da01fd,0,0,0,0,0,
20200705,DC,10482,95511,,87,,26,,18,,1542,A+,7/4/2020 00:00,2020-07-04T00:00:00Z,07/03 20:00,559,,2020-07-04T00:00:00Z,,,,,,,,105993,,,,,,,,,,,11,35,1404,105993,105993,1439,105993,2,0,23456c99b92868d535b8a445e07682a7b38c7c3a,0,0,0,0,0,
20200704,DC,10447,94107,,95,,28,,21,,1523,A+,7/3/2020 00:00,2020-07-03T00:00:00Z,07/02 20:00,557,,2020-07-03T00:00:00Z,,,,,,,,104554,,,,,,,,,,,11,12,1733,104554,104554,1745,104554,2,0,4bbf0a10df051d70b815d53b8db8d0c38642d588,0,0,0,0,0,
20200703,DC,10435,92374,,110,,38,,24,,1497,A+,7/2/2020 00:00,2020-07-02T00:00:00Z,07/01 20:00,555,,2020-07-02T00:00:00Z,,,,,,,,102809,,,,,,,,,,,11,45,1701,102809,102809,1746,102809,1,0,985d98661afb8d52a25e6ebe538ec6875e1c44e1,0,0,0,0,0,
20200702,DC,10390,90673,,120,,33,,28,,1465,A+,7/1/2020 00:00,2020-07-01T00:00:00Z,06/30 20:00,554,,2020-07-01T00:00:00Z,,,,,,,,101063,,,,,,,,,,,11,25,1003,101063,101063,1028,101063,1,0,d0ea78544013b488791327bef61d5e7096c04cc0,0,0,0,0,0,
20200701,DC,10365,89670,,119,,33,,26,,1451,A+,6/30/2020 00:00,2020-06-30T00:00:00Z,06/29 20:00,553,,2020-06-30T00:00:00Z,,,,,,,,100035,,,,,,,,,,,11,38,2702,100035,100035,2740,100035,2,0,ae4f74f530d8ff33e02bac65e3268d668318c508,0,0,0,0,0,
20200630,DC,10327,86968,,126,,33,,22,,1270,A+,6/29/2020 00:00,2020-06-29T00:00:00Z,06/28 20:00,551,,2020-06-29T00:00:00Z,,,,,,,,97295,,,,,,,,,,,11,35,1900,97295,97295,1935,97295,0,0,96ee8eb5d69cec53c95ebe60007fc5a7950f7152,0,0,0,0,0,
20200629,DC,10292,85068,,121,,34,,23,,1200,A+,6/28/2020 00:00,2020-06-28T00:00:00Z,06/27 20:00,551,,2020-06-28T00:00:00Z,,,,,,,,95360,,,,,,,,,,,11,44,2184,95360,95360,2228,95360,1,0,623855556e515789b4186eedf47bab47cb0335ab,0,0,0,0,0,
20200628,DC,10248,82884,,126,,34,,27,,1199,A+,6/27/2020 00:00,2020-06-27T00:00:00Z,06/26 20:00,550,,2020-06-27T00:00:00Z,,,,,,,,93132,,,,,,,,,,,11,32,3829,93132,93132,3861,93132,2,0,52d967a905be48c0c9b4a0e6374fcecb76c47658,0,0,0,0,0,
20200627,DC,10216,79055,,136,,43,,26,,1194,A+,6/26/2020 00:00,2020-06-26T00:00:00Z,06/25 20:00,548,,2020-06-26T00:00:00Z,,,,,,,,89271,,,,,,,,,,,11,31,1117,89271,89271,1148,89271,2,0,eb4707c60d63d81bf79d4527fac27d7ad15de0c9,0,0,0,0,0,
20200626,DC,10185,77938,,147,,48,,29,,1186,A+,6/25/2020 00:00,2020-06-25T00:00:00Z,06/24 20:00,546,,2020-06-25T00:00:00Z,,,,,,,,88123,,,,,,,,,,,11,26,1366,88123,88123,1392,88123,3,0,6093a268ffafaf4d9372a0ebd9e1b3e597c84b53,0,0,0,0,0,
20200625,DC,10159,76572,,157,,53,,34,,1182,A+,6/24/2020 00:00,2020-06-24T00:00:00Z,06/23 20:00,543,,2020-06-24T00:00:00Z,,,,,,,,86731,,,,,,,,,,,11,31,2527,86731,86731,2558,86731,2,0,2158a30441ee2f2f70cf7f98d31e777dd280acb0,0,0,0,0,0,
20200624,DC,10128,74045,,167,,58,,36,,1182,A+,6/24/2020 00:00,2020-06-24T00:00:00Z,06/23 20:00,541,,2020-06-24T00:00:00Z,,,,,,,,84173,,,,,,,,,,,11,34,837,84173,84173,871,84173,4,0,c70d57fecd941f9ffd61c9ece558f76699391e5d,0,0,0,0,0,
20200623,DC,10094,73208,,171,,61,,40,,1182,A+,6/22/2020 00:00,2020-06-22T00:00:00Z,06/21 20:00,537,,2020-06-22T00:00:00Z,,,,,,,,83302,,,,,,,,,,,11,36,1262,83302,83302,1298,83302,2,0,7dafaa0036101c2ec8f7cd5b385787a715f0bd8c,0,0,0,0,0,
20200622,DC,10058,71946,,155,,50,,34,,1182,A+,6/21/2020 00:00,2020-06-21T00:00:00Z,06/20 20:00,535,,2020-06-21T00:00:00Z,,,,,,,,82004,,,,,,,,,,,11,38,2444,82004,82004,2482,82004,2,0,d1ed5d13c2e8a6786da6310b75b416d2a0ee350d,0,0,0,0,0,
20200621,DC,10020,69502,,168,,61,,37,,1172,A+,6/20/2020 00:00,2020-06-20T00:00:00Z,06/19 20:00,533,,2020-06-20T00:00:00Z,,,,,,,,79522,,,,,,,,,,,11,36,1533,79522,79522,1569,79522,2,0,f496315cf22fa0297a008b95a0e6a5edec416703,0,0,0,0,0,
20200620,DC,9984,67969,,177,,58,,40,,1166,A+,6/19/2020 00:00,2020-06-19T00:00:00Z,06/18 20:00,531,,2020-06-19T00:00:00Z,,,,,,,,77953,,,,,,,,,,,11,32,4130,77953,77953,4162,77953,1,0,29fb07a14b36a9f3665912ece1dd22a0f3dc799a,0,0,0,0,0,
20200619,DC,9952,63839,,184,,63,,44,,1162,A+,6/18/2020 00:00,2020-06-18T00:00:00Z,06/17 20:00,530,,2020-06-18T00:00:00Z,,,,,,,,73791,,,,,,,,,,,11,49,1543,73791,73791,1592,73791,3,0,b23d8d57bd135c0c514b9e097118e250efbc964c,0,0,0,0,0,
20200618,DC,9903,62296,,189,,86,,45,,1155,A+,6/17/2020 00:00,2020-06-17T00:00:00Z,06/16 20:00,527,,2020-06-17T00:00:00Z,,,,,,,,72199,,,,,,,,,,,11,56,2057,72199,72199,2113,72199,4,0,1110468e0cfabea69a138b13f904fc062bb006a8,0,0,0,0,0,
20200617,DC,9847,60239,,197,,73,,47,,1155,A+,6/16/2020 00:00,2020-06-16T00:00:00Z,06/15 20:00,523,,2020-06-16T00:00:00Z,,,,,,,,70086,,,,,,,,,,,11,29,2931,70086,70086,2960,70086,3,0,d6d00e81aa635e90f592f4fa1458dde16d71c8a9,0,0,0,0,0,
20200616,DC,9818,57308,,192,,70,,49,,1155,A+,6/15/2020 00:00,2020-06-15T00:00:00Z,06/14 20:00,520,,2020-06-15T00:00:00Z,,,,,,,,67126,,,,,,,,,,,11,19,1261,67126,67126,1280,67126,5,0,a7ad06c011257f1927fc528a9e07c6b7bdcb6cd4,0,0,0,0,0,
20200615,DC,9799,56047,,191,,76,,48,,1155,A+,6/14/2020 00:00,2020-06-14T00:00:00Z,06/13 20:00,515,,2020-06-14T00:00:00Z,,,,,,,,65846,,,,,,,,,,,11,32,1284,65846,65846,1316,65846,0,0,4d5815ca3ba9e50cc4867966e651381f5bcc1c65,0,0,0,0,0,
20200614,DC,9767,54763,,186,,71,,50,,1150,A+,6/13/2020 00:00,2020-06-13T00:00:00Z,06/12 20:00,515,,2020-06-13T00:00:00Z,,,,,,,,64530,,,,,,,,,,,11,58,1436,64530,64530,1494,64530,4,0,42dcbbdd6e3b4e8f1250a83e89faedd143a08a36,0,0,0,0,0,
20200613,DC,9709,53327,,197,,78,,52,,1143,A+,6/12/2020 00:00,2020-06-12T00:00:00Z,06/11 20:00,511,,2020-06-12T00:00:00Z,,,,,,,,63036,,,,,,,,,,,11,55,1028,63036,63036,1083,63036,5,0,4205dfe526b47fd4f5b327dcf29503b613b33540,0,0,0,0,0,
20200612,DC,9654,52299,,212,,82,,57,,1143,A+,6/11/2020 00:00,2020-06-11T00:00:00Z,06/10 20:00,506,,2020-06-11T00:00:00Z,,,,,,,,61953,,,,,,,,,,,11,65,2600,61953,61953,2665,61953,4,0,a65b6039ef2b6fa446074982a6374f4e7b53210b,0,0,0,0,0,
20200611,DC,9589,49699,,238,,82,,53,,1143,A+,6/10/2020 00:00,2020-06-10T00:00:00Z,06/09 20:00,502,,2020-06-10T00:00:00Z,,,,,,,,59288,,,,,,,,,,,11,52,1044,59288,59288,1096,59288,3,0,17dbe7c44e1e6859fa13567b1361e04aa1b026c5,0,0,0,0,0,
20200610,DC,9537,48655,,245,,79,,60,,1143,A+,6/9/2020 00:00,2020-06-09T00:00:00Z,06/08 20:00,499,,2020-06-09T00:00:00Z,,,,,,,,58192,,,,,,,,,,,11,63,977,58192,58192,1040,58192,4,0,8c119ebe96489baba2eda25ee6f062c49b6f0e70,0,0,0,0,0,
20200609,DC,9474,47678,,255,,89,,59,,1143,A+,6/8/2020 00:00,2020-06-08T00:00:00Z,06/07 20:00,495,,2020-06-08T00:00:00Z,,,,,,,,57152,,,,,,,,,,,11,85,1301,57152,57152,1386,57152,4,0,49e96c38c60388609d3e42ca087e51c35ee15a38,0,0,0,0,0,
20200608,DC,9389,46377,,268,,102,,72,,1143,A+,6/7/2020 00:00,2020-06-07T00:00:00Z,06/06 20:00,491,,2020-06-07T00:00:00Z,,,,,,,,55766,,,,,,,,,,,11,57,1162,55766,55766,1219,55766,2,0,3655ce02bb8de899e2c6cc937fd931930f7c5ffb,0,0,0,0,0,
20200607,DC,9332,45215,,285,,90,,73,,1143,A+,6/6/2020 00:00,2020-06-06T00:00:00Z,06/05 20:00,489,,2020-06-06T00:00:00Z,,,,,,,,54547,,,,,,,,,,,11,63,806,54547,54547,869,54547,6,0,6999fa123143e24c923c1cdb6d3658267a4ad3fb,0,0,0,0,0,
20200606,DC,9269,44409,,276,,100,,68,,1138,A+,6/5/2020 00:00,2020-06-05T00:00:00Z,06/04 20:00,483,,2020-06-05T00:00:00Z,,,,,,,,53678,,,,,,,,,,,11,70,1747,53678,53678,1817,53678,8,0,9060ed95124e586c5cbadb161d4fca256eac9ae4,0,0,0,0,0,
