date,state,positive,negative,pending,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsSource,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200522,NJ,152719,402595,,555314,3049,,846,,674,,24491,A+,5/22/2020 13:00,2020-05-22T13:00:00Z,05/22 09:00,12675,,2020-05-22T13:00:00Z,555314,,,152719,10985,1690,,,,,,,,,,,,,34,1247,9793,555314,posNeg,11040,555314,148,0,3556aa96b1dca62b987b2ce82741d9e4f0e5450a,0,0,0,0,0,
20200521,NJ,151472,392802,,544274,3208,,896,,700,,24236,A+,5/21/2020 13:00,2020-05-21T13:00:00Z,05/21 09:00,12527,,2020-05-21T13:00:00Z,544274,,,151472,10843,1684,,,,,,,,,,,,,34,1073,11858,544274,posNeg,12931,544274,102,0,80438a1e89548a892beb81f6ceab40e9e3ababa3,0,0,0,0,0,
20200520,NJ,150399,380944,,531343,3405,,969,,750,,23945,A+,5/20/2020 13:00,2020-05-20T13:00:00Z,05/20 09:00,12425,,2020-05-20T13:00:00Z,531343,,,150399,10747,1678,,,,,,,,,,,,,34,1386,9775,531343,posNeg,11161,531343,168,0,e21b1cdda1ee31aa0bc3053e57cd9849d22e87f7,0,0,0,0,0,
20200519,NJ,149013,371169,,520182,3481,,977,,789,,23657,A+,5/19/2020 13:00,2020-05-19T13:00:00Z,05/19 09:00,12257,,2020-05-19T13:00:00Z,520182,,,149013,10586,1671,,,,,,,,,,,,,34,974,13639,520182,posNeg,14613,520182,152,0,a2790f1eb95033da9806448998af6340348e8765,0,0,0,0,0,
20200518,NJ,148039,357530,,505569,3509,,1053,,819,,23496,A+,5/18/2020 13:00,2020-05-18T13:00:00Z,05/18 09:00,12105,,2020-05-18T13:00:00Z,505569,,,148039,10435,1670,,,,,,,,,,,,,34,1705,16299,505569,posNeg,18004,505569,83,0,955b2cde3b72f321fd20b7a0c1fbcb71323d50ae,0,0,0,0,0,
20200517,NJ,146334,341231,,487565,3411,,1030,,819,,23299,A+,5/17/2020 13:00,2020-05-17T13:00:00Z,05/17 09:00,12022,,2020-05-17T13:00:00Z,487565,,,146334,10356,1666,,,,,,,,,,,,,34,1245,11096,487565,posNeg,12341,487565,110,0,2cb4236047f6983ba464baf40d1985334d205c6b,0,0,0,0,0,
20200516,NJ,145089,330135,,475224,3564,,1061,,846,,22939,A+,5/16/2020 13:00,2020-05-16T13:00:00Z,05/16 09:00,11912,,2020-05-16T13:00:00Z,475224,,,145089,10249,1663,,,,,,,,,,,,,34,1184,11068,475224,posNeg,12252,475224,115,0,fbf2967f37ab16265fb3c8f195456877d9450263,0,0,0,0,0,
20200515,NJ,143905,319067,,462972,3823,,1127,,865,,15642,A+,5/15/2020 13:00,2020-05-15T13:00:00Z,05/15 09:00,11797,,2020-05-15T13:00:00Z,462972,,,143905,10138,1659,,,,,,,,,,,,,34,1201,10075,462972,posNeg,11276,462972,197,0,08b74542a85bd06b0d17057b8278449b539d9ab8,0,0,0,0,0,
20200514,NJ,142704,308992,,451696,3958,,1157,,898,,15642,A+,5/14/2020 13:00,2020-05-14T13:00:00Z,05/14 09:00,11600,,2020-05-14T13:00:00Z,451696,,,142704,9946,1654,,,,,,,,,,,,,34,1144,9102,451696,posNeg,10246,451696,253,0,56a02504245b5a2d060f6e22fe9519d4c031ebeb,0,0,0,0,0,
20200513,NJ,141560,299890,,441450,4226,,1226,,928,,15642,A+,5/13/2020 13:00,2020-05-13T13:00:00Z,05/13 09:00,11347,,2020-05-13T13:00:00Z,441450,,,141560,9702,1645,,,,,,,,,,,,,34,817,7573,441450,posNeg,8390,441450,202,0,cb55615282ee19c5fd289e5a2f7a9f829d609f7d,0,0,0,0,0,
20200512,NJ,140743,292317,,433060,4328,,1306,,982,,15642,A+,5/12/2020 13:00,2020-05-12T13:00:00Z,05/12 09:00,11145,,2020-05-12T13:00:00Z,433060,,,140743,9508,1637,,,,,,,,,,,,,34,798,6329,433060,posNeg,7127,433060,213,0,36e4b67bf61194fdcb844441fafa40e7a38dad04,0,0,0,0,0,
20200511,NJ,139945,285988,,425933,4195,,1255,,970,,15642,A+,5/11/2020 13:00,2020-05-11T13:00:00Z,05/11 09:00,10932,,2020-05-11T13:00:00Z,425933,,,139945,9310,1622,,,,,,,,,,,,,34,1413,112073,425933,posNeg,113486,425933,60,0,acc60d626ff4d1311958ad10b67dac6449076305,0,0,0,0,0,
20200510,NJ,138532,173915,591,312447,4308,,1338,,994,,15642,A+,5/10/2020 13:00,2020-05-10T13:00:00Z,05/10 09:00,10872,,2020-05-10T13:00:00Z,,,,138532,9255,1617,,312447,,,,,,,,,,,34,1447,5794,313038,posNeg,7241,312447,151,0,abeae687db40c58ebac3bbb93aa606df6be6651c,0,0,0,0,0,
20200509,NJ,137085,168121,557,305206,4628,,1416,,1054,,15642,A+,5/9/2020 13:00,2020-05-09T13:00:00Z,05/09 09:00,10721,,2020-05-09T13:00:00Z,,,,137085,9116,1605,,305206,,,,,,,,,,,34,1631,4816,305763,posNeg,6447,305206,177,0,3b7544d88c9fbcb00d21c06a56e2815721357d29,0,0,0,0,0,
20200508,NJ,135454,163305,553,298759,4605,,1439,,1089,,15642,A+,5/8/2020 13:00,2020-05-08T13:00:00Z,05/08 09:00,10544,,2020-05-08T13:00:00Z,,,,135454,8952,1592,,298759,,,,,,,,,,,34,1819,4282,299312,posNeg,6101,298759,170,0,6710bb3afdd64c9f64d89f486c65ff4e8ce8adf5,0,0,0,0,0,
20200507,NJ,133635,159023,552,292658,4996,,1470,,1107,,15642,A+,5/7/2020 13:00,2020-05-07T13:00:00Z,05/07 09:00,10374,,2020-05-07T13:00:00Z,,,,133635,8801,1573,,292658,,,,,,,,,,,34,1745,1993,293210,posNeg,3738,292658,264,0,8c0831f28e7f391547c0b23dabe150e90dd63e6b,0,0,0,0,0,
20200506,NJ,131890,157030,594,288920,5221,,1549,,1146,,15642,A+,5/6/2020 13:00,2020-05-06T13:00:00Z,05/06 09:00,10110,,2020-05-06T13:00:00Z,,,,131890,8549,1561,,288920,,,,,,,,,,,34,1297,0,289514,posNeg,1297,288920,323,0,b83d068b6f1ab7cdb56ca4b3efac1b6f73bc4723,0,0,0,0,0,
20200505,NJ,130593,157030,550,287623,5328,,1534,,1169,,15642,A+,5/5/2020 13:00,2020-05-05T13:00:00Z,05/05 09:00,9787,,2020-05-05T13:00:00Z,,,,130593,8244,1543,,287623,,,,,,,,,,,34,2324,8079,288173,posNeg,10403,287623,341,0,310b8aae4560b02f286d8ad68b5e44aff27aff0b,0,0,0,0,0,
20200504,NJ,128269,148951,647,277220,5287,,1610,,1189,,15642,A+,5/4/2020 13:00,2020-05-04T13:00:00Z,05/04 09:00,9446,,2020-05-04T13:00:00Z,,,,128269,7910,1536,,277220,,,,,,,,,,,34,1525,629,277867,posNeg,2154,277220,62,0,079ee635d07568a80b4e183b474d3e46cd38a962,0,0,0,0,0,
20200503,NJ,126744,148322,641,275066,5317,,1623,,1198,,15642,A+,5/3/2020 13:00,2020-05-03T13:00:00Z,05/03 09:00,9384,,2020-05-03T13:00:00Z,,,,126744,7871,1513,,275066,,,,,,,,,,,34,3027,9727,275707,posNeg,12754,275066,154,0,0c77c4a13af18448b9887f3707c17b0388facfc7,0,0,0,0,0,
20200502,NJ,123717,138595,676,262312,5713,,1715,,1230,,15642,A+,5/2/2020 13:00,2020-05-02T13:00:00Z,05/02 09:00,9230,,2020-05-02T13:00:00Z,,,,123717,7742,1488,,262312,,,,,,,,,,,34,2527,3240,262988,posNeg,5767,262312,227,0,ff4759dc77c4e0f9ddcae62dd1c67aa1f6229560,0,0,0,0,0,
20200501,NJ,121190,135355,583,256545,5972,,1724,,1286,,15642,A+,5/1/2020 13:00,2020-05-01T13:00:00Z,05/01 09:00,9003,,2020-05-01T13:00:00Z,,,,121190,7538,1465,,256545,,,,,,,,,,,34,2538,6089,257128,posNeg,8627,256545,335,0,c10182371cd25eeefa0687c134d3044cfd0ab162,0,0,0,0,0,
20200430,NJ,118652,129266,478,247918,6137,,1765,,1271,,15642,A+,4/30/2020 13:00,2020-04-30T13:00:00Z,04/30 09:00,8668,,2020-04-30T13:00:00Z,,,,118652,7228,1440,,247918,,,,,,,,,,,34,2388,4212,248396,posNeg,6600,247918,481,0,6614053d73094bef0d71e534df647f1f76afbeb7,0,0,0,0,0,
20200429,NJ,116264,125054,617,241318,6289,,1811,,1327,,15642,A+,4/29/2020 13:00,2020-04-29T13:00:00Z,04/29 09:00,8187,,2020-04-29T13:00:00Z,,,,116264,6770,1417,,241318,,,,,,,,,,,34,2408,4551,241935,posNeg,6959,241318,349,0,f614efde0706a8f43b40720ce84623600c662470,0,0,0,0,0,
20200428,NJ,113856,120503,,234359,6476,,1809,,1262,,15642,A+,4/28/2020 13:00,2020-04-28T13:00:00Z,04/28 09:00,7838,,2020-04-28T13:00:00Z,,,,113856,6442,1396,,234359,,,,,,,,,,,34,2668,3916,234359,posNeg,6584,234359,428,0,40353ebb09ed95a1bcd737bb30f9a50cbcf6e34b,0,0,0,0,0,
20200427,NJ,111188,116587,,227775,6407,,1801,,1303,,,A,4/26/2020 11:00,2020-04-26T11:00:00Z,04/26 07:00,7410,,2020-04-26T11:00:00Z,,,,111188,6044,1366,,227775,,,,,,,,,,,34,2150,2481,227775,posNeg,4631,227775,139,0,27e94fdb7514e21a06e148f2386500668f4efc2f,0,0,0,0,0,
20200426,NJ,109038,114106,,223144,6573,,1804,,1418,,,A,4/26/2020 11:00,2020-04-26T11:00:00Z,04/26 07:00,7271,,2020-04-26T11:00:00Z,,,,109038,5938,1333,,223144,,,,,,,,,,,34,3515,5943,223144,posNeg,9458,223144,102,0,a4e648b265e65863d4dfc6a2510728f2cd3854d1,0,0,0,0,0,
20200425,NJ,105523,108163,,213686,6722,,1971,,1442,,,A,4/25/2020 13:00,2020-04-25T13:00:00Z,04/25 09:00,7169,,2020-04-25T13:00:00Z,,,,105523,5863,1306,,213686,,,,,,,,,,,34,3327,4397,213686,posNeg,7724,213686,280,0,bc3e4ff8a3124f8ff46536186e884554b812eede,0,0,0,0,0,
20200424,NJ,102196,103766,,205962,6847,,1933,,1487,,,A,4/24/2020 13:00,2020-04-24T13:00:00Z,04/24 09:00,6889,,2020-04-24T13:00:00Z,,,,102196,5617,1272,,205962,,,,,,,,,,,34,2207,3607,205962,posNeg,5814,205962,279,0,bac8676c270eefb3a4a65d48a510e205f73471a7,0,0,0,0,0,
20200423,NJ,99989,100159,,200148,7240,,1990,,1462,,,A,4/23/2020 13:00,2020-04-23T13:00:00Z,04/23 09:00,6610,,2020-04-23T13:00:00Z,,,,99989,5368,1242,,200148,,,,,,,,,,,34,4124,4365,200148,posNeg,8489,200148,332,0,14b52d02b0115da203ed75136b77a2f66851df94,0,0,0,0,0,
20200422,NJ,95865,95794,,191659,7210,,1983,,1570,,,A,4/22/2020 13:00,2020-04-22T13:00:00Z,04/22 09:00,6278,,2020-04-22T13:00:00Z,,,,95865,5063,1215,,191659,,,,,,,,,,,34,3478,3355,191659,posNeg,6833,191659,343,0,875ae5ea3d1a15be2ed61717f7bef8b411ad5b14,0,0,0,0,0,
20200421,NJ,92387,92439,,184826,7594,,1930,,1501,,,A,4/21/2020 13:00,2020-04-21T13:00:00Z,04/21 09:00,5935,,2020-04-21T13:00:00Z,,,,92387,4753,1182,,184826,,,,,,,,,,,34,3581,3188,184826,posNeg,6769,184826,414,0,37633017fc367b5bfae2975bb9461e616edd05ed,0,0,0,0,0,
20200420,NJ,88806,89251,,178057,6986,,2018,,1594,,,A,4/20/2020 13:00,2020-04-20T13:00:00Z,04/20 09:00,5521,,2020-04-20T13:00:00Z,,,,88806,4377,1144,,178057,,,,,,,,,,,34,3505,3864,178057,posNeg,7369,178057,208,0,0659edfc879cec44d2972d1d992c32982d2b5570,0,0,0,0,0,
20200419,NJ,85301,85387,,170688,7494,,1940,,1628,,,A,4/19/2020 13:00,2020-04-19T13:00:00Z,04/19 09:00,5313,,2020-04-19T13:00:00Z,,,,85301,4202,1111,,170688,,,,,,,,,,,34,3881,4271,170688,posNeg,8152,170688,171,0,fb6935f130ab034cb443a963ebc8012c4ad8ad07,0,0,0,0,0,
20200418,NJ,81420,81116,,162536,7718,,2024,,1641,,,A,4/18/2020 12:49,2020-04-18T12:49:00Z,04/18 08:49,5142,,2020-04-18T12:49:00Z,,,,81420,4070,1072,,162536,,,,,,,,,,,34,2953,2134,162536,posNeg,5087,162536,286,0,e2782c71a112afcf0f24b796a1b5f9882023e084,0,0,0,0,0,
20200417,NJ,78467,78982,,157449,8011,,1961,,1594,,,A,4/17/2020 13:00,2020-04-17T13:00:00Z,04/17 09:00,4856,,2020-04-17T13:00:00Z,,,,78467,3840,1016,,157449,,,,,,,,,,,34,3150,2469,157449,posNeg,5619,157449,365,0,b2fc450b46058defbba1284ecfd0cf88f5e41aa4,0,0,0,0,0,
20200416,NJ,75317,76513,,151830,8224,,2014,,1645,,,A,4/16/2020 13:00,2020-04-16T13:00:00Z,04/16 09:00,4491,,2020-04-16T13:00:00Z,,,,75317,3518,973,,151830,,,,,,,,,,,34,4287,3522,151830,posNeg,7809,151830,421,0,6795bc48dc6e5f2bbddde471cb2f9222856cd828,0,0,0,0,0,
20200415,NJ,71030,72991,,144021,8270,,1980,,1705,,,A,4/15/2020 13:00,2020-04-15T13:00:00Z,04/15 09:00,4070,,2020-04-15T13:00:00Z,,,,71030,3156,914,,144021,,,,,,,,,,,34,2206,2041,144021,posNeg,4247,144021,409,0,dd1225572ca86ce3eb6e12805832976dec493955,0,0,0,0,0,
20200414,NJ,68824,70950,,139774,8185,,2051,,1626,,,A,4/14/2020 13:00,2020-04-14T13:00:00Z,04/14 09:00,3661,,2020-04-14T13:00:00Z,,,,68824,2805,856,,139774,,,,,,,,,,,34,4240,6065,139774,posNeg,10305,139774,411,0,1db7028a6744e5c2429418b45172a903458ff9f6,0,0,0,0,0,
20200413,NJ,64584,64885,,129469,7781,,1886,,1611,,,A,4/13/2020 14:00,2020-04-13T14:00:00Z,04/13 10:00,3250,,2020-04-13T14:00:00Z,,,,64584,2443,807,,129469,,,,,,,,,,,34,2734,0,129469,posNeg,2734,129469,165,0,2620a8dd184d0cbc9eef1345c1e3dc7a001ad6c9,0,0,0,0,0,
20200412,NJ,61850,64885,,126735,7604,,1914,,1644,,,A,4/12/2020 13:00,2020-04-12T13:00:00Z,04/12 09:00,3085,,2020-04-12T13:00:00Z,,,,61850,2350,735,,126735,,,,,,,,,,,34,3699,2843,126735,posNeg,6542,126735,240,0,6cbd9de9c3f834e52dbde9904d635624ee888205,0,0,0,0,0,
20200411,NJ,58151,62042,,120193,7618,,1746,,1650,,,A,4/11/2020 13:00,2020-04-11T13:00:00Z,04/11 09:00,2845,,2020-04-11T13:00:00Z,,,,58151,2183,662,,120193,,,,,,,,,,,34,3563,3107,120193,posNeg,6670,120193,324,0,920ba5a64f4fd91ba8e358fb309465a63bd51711,0,0,0,0,0,
20200410,NJ,54588,58935,,113523,7570,,1679,,1663,,682,A,4/10/2020 13:00,2020-04-10T13:00:00Z,04/10 09:00,2521,,2020-04-10T13:00:00Z,,,,54588,1932,589,,113523,,,,,,,,,,,34,3561,2770,113523,posNeg,6331,113523,285,0,92f790b3b3518ddfcea5d88bd637f2c0a8b03d7a,0,0,0,0,0,
20200409,NJ,51027,56165,,107192,7363,,1523,,1551,,,A,4/9/2020 08:00,2020-04-09T08:00:00Z,04/09 04:00,2236,,2020-04-09T08:00:00Z,,,,51027,1700,536,,107192,,,,,,,,,,,34,3590,3186,107192,posNeg,6776,107192,267,0,e4b462ae0955d1399d5123fe53761e6d8948b351,0,0,0,0,0,
20200408,NJ,47437,52979,,100416,7026,,1617,,1576,,,A,4/8/2020 14:08,2020-04-08T14:08:00Z,04/08 10:08,1969,,2020-04-08T14:08:00Z,,,,47437,1504,465,,100416,,,,,,,,,,,34,3021,2421,100416,posNeg,5442,100416,338,0,167a084e7cb765077ce068f701e04bb4d6286d7e,0,0,0,0,0,
20200407,NJ,44416,50558,,94974,7017,,1651,,1540,,,A,4/7/2020 13:00,2020-04-07T13:00:00Z,04/07 09:00,1631,,2020-04-07T13:00:00Z,,,,44416,1232,399,,94974,,,,,,,,,,,34,3326,2616,94974,posNeg,5942,94974,297,0,a100dc06f1dfa81c3c22947611a11c48ff746441,0,0,0,0,0,
20200406,NJ,41090,47942,,89032,6390,,,,1263,,,A,4/6/2020 13:00,2020-04-06T13:00:00Z,04/06 09:00,1334,,2020-04-06T13:00:00Z,,,,41090,1003,331,,89032,,,,,,,,,,,34,3585,3281,89032,posNeg,6866,89032,150,0,9a920d0629bc059ab0e7fe69857288d8eda666fa,0,0,0,0,0,
20200405,NJ,37505,44661,,82166,4000,,,,,,,A,4/5/2020 13:00,2020-04-05T13:00:00Z,04/05 09:00,1184,,2020-04-05T13:00:00Z,,,,37505,917,267,,82166,,,,,,,,,,,34,3381,3429,82166,posNeg,6810,82166,126,0,9a016568ac3c5f88b95c8c1b9a8db3cfc1d7c983,0,0,0,0,0,
20200404,NJ,34124,41232,,75356,4000,,,,,,,A,4/4/2020 13:00,2020-04-04T13:00:00Z,04/04 09:00,1058,,2020-04-04T13:00:00Z,,,,34124,846,212,,75356,,,,,,,,,,,34,4229,3624,75356,posNeg,7853,75356,242,0,1f7637f91e7d539290f9a897dc1ab759898da975,0,0,0,0,0,
20200403,NJ,29895,37608,,67503,3016,,,,,,,A,4/3/2020 13:00,2020-04-03T13:00:00Z,04/03 09:00,816,,2020-04-03T13:00:00Z,,,,29895,646,170,,67503,,,,,,,,,,,34,4305,4088,67503,posNeg,8393,67503,136,0,479e276880323e52640748b36dc86180306f4ea5,0,0,0,0,0,
20200402,NJ,25590,33520,,59110,2000,,,,,,,A,4/2/2020 13:00,2020-04-02T13:00:00Z,04/02 09:00,680,,2020-04-02T13:00:00Z,,,,25590,537,143,,59110,,,,,,,,,,,34,3335,3133,59110,posNeg,6468,59110,205,0,9ed483220bbfba04cafd44f776582715a52f4b6c,0,0,0,0,0,
20200401,NJ,22255,30387,,52642,2000,,,,,,,A,4/1/2020 13:00,2020-04-01T13:00:00Z,04/01 09:00,475,,2020-04-01T13:00:00Z,,,,22255,355,120,,52642,,,,,,,,,,,34,3559,3310,52642,posNeg,6869,52642,110,0,f0fdd77615ca4c91aca5271a1b022cdc7dc28db5,0,0,0,0,0,
20200331,NJ,18696,27077,,45773,2000,,,,,,,A,3/31/2020 13:00,2020-03-31T13:00:00Z,03/31 09:00,365,,2020-03-31T13:00:00Z,,,,18696,267,98,,45773,,,,,,,,,,,34,2060,1853,45773,posNeg,3913,45773,98,0,a0e79dc5bb27f4040ad8e62d505c055b7bb7fa4d,0,0,0,0,0,
20200330,NJ,16636,25224,,41860,2000,,,,,,,A,3/29/2020 13:30,2020-03-29T13:30:00Z,03/29 09:30,267,,2020-03-29T13:30:00Z,,,,16636,198,69,,41860,,,,,,,,,,,34,3250,3008,41860,posNeg,6258,41860,49,0,8a2d90a51bc5f7da6160181e50acbedcbb459ac2,0,0,0,0,0,
20200329,NJ,13386,22216,,35602,2000,,,,,,,A,3/29/2020 13:30,2020-03-29T13:30:00Z,03/29 09:30,218,,2020-03-29T13:30:00Z,,,,13386,161,57,,35602,,,,,,,,,,,34,2262,2830,35602,posNeg,5092,35602,26,0,d3291613c24e32099bd0876a1c071e5e71f4c069,0,0,0,0,0,
20200328,NJ,11124,19386,,30510,2000,,,,,,,A,3/28/2020 13:30,2020-03-28T13:30:00Z,03/28 09:30,192,,2020-03-28T13:30:00Z,,,,11124,140,52,,30510,,,,,,,,,,,34,2299,2839,30510,posNeg,5138,30510,51,0,53e754e50233c4cc47190a7e6061920ea7f9ddd9,0,0,0,0,0,
20200327,NJ,8825,16547,,25372,2000,,,,,,,A,3/27/2020 13:30,2020-03-27T13:30:00Z,03/27 09:30,141,,2020-03-27T13:30:00Z,,,,8825,108,33,,25372,,,,,,,,,,,34,1949,2886,25372,posNeg,4835,25372,32,0,6730858a26598f80f57b223c5c4bcb40253d14b2,0,0,0,0,0,
20200326,NJ,6876,13661,,20537,1080,,,,,,,B,3/25/2020 14:00,2020-03-25T14:00:00Z,03/25 10:00,109,,2020-03-25T14:00:00Z,,,,6876,81,28,,20537,,,,,,,,,,,34,2474,3209,20537,posNeg,5683,20537,28,0,976f285211083970efd5483e656f0626ca5d7485,0,0,0,0,0,
20200325,NJ,4402,10452,,14854,,,,,,,,B,3/24/2020 01:30,2020-03-24T01:30:00Z,03/23 21:30,81,,2020-03-24T01:30:00Z,,,,4402,62,19,,14854,,,,,,,,,,,34,727,2127,14854,posNeg,2854,14854,21,0,e62d5a21431bfa5f1e0207091737d90d86265ba2,0,0,0,0,0,
20200324,NJ,3675,8325,45,12000,,,,,,,,B,3/24/2020 01:30,2020-03-24T01:30:00Z,03/23 21:30,60,,2020-03-24T01:30:00Z,,,,3675,44,16,,12000,,,,,,,,,,,34,831,7966,12045,posNeg,8797,12000,20,0,fd1bc7621c7b8ea3413feaf2ac880aaad8529226,0,0,0,0,0,
20200323,NJ,2844,359,94,3203,,,,,,,,B,3/23/2020 14:00,2020-03-23T14:00:00Z,03/23 10:00,40,,2020-03-23T14:00:00Z,,,,2844,27,13,,3203,,,,,,,,,,,34,930,32,3297,posNeg,962,3203,11,0,0e55901a9b556410fedfadd5fe21c5938fc4c0b1,0,0,0,0,0,
20200322,NJ,1914,327,49,2241,,,,,,,,,3/22/2020 13:30,2020-03-22T13:30:00Z,03/22 09:30,29,,2020-03-22T13:30:00Z,,,,1914,20,9,,2241,,,,,,,,,,,34,587,33,2290,posNeg,620,2241,7,0,65474fc3f6d4c21fdd7bf8a4b8ebf5ce230f3fdc,0,0,0,0,0,
20200321,NJ,1327,294,40,1621,,,,,,,,,3/21/2020 13:00,2020-03-21T13:00:00Z,03/21 09:00,22,,2020-03-21T13:00:00Z,,,,1327,16,6,,1621,,,,,,,,,,,34,437,30,1661,posNeg,467,1621,6,0,57b105e747ffdc7a3da7ef59c6dcb5957725e7a1,0,0,0,0,0,
20200320,NJ,890,264,86,1154,,,,,,,,,3/20/2020 13:30,2020-03-20T13:30:00Z,03/20 09:30,16,,2020-03-20T13:30:00Z,,,,890,11,5,,1154,,,,,,,,,,,34,148,54,1240,posNeg,202,1154,3,0,ee688413da20a1a8c2f5c7e84c07e8d5a2215064,0,0,0,0,0,
20200319,NJ,742,210,74,952,,,,,,,,,3/19/2020 11:30,2020-03-19T11:30:00Z,03/19 07:30,13,,2020-03-19T11:30:00Z,,,,742,9,4,,952,,,,,,,,,,,34,315,20,1026,posNeg,335,952,6,0,dec0f48e99c6802efb3372b4f60f5180f871bb40,0,0,0,0,0,
20200318,NJ,427,190,21,617,,,,,,,,,3/17/2020 13:00,2020-03-17T13:00:00Z,03/17 09:00,7,,2020-03-17T13:00:00Z,,,,429,5,2,,617,,,,,,,,,,,34,160,27,638,posNeg,187,617,3,0,b2884ce0a1b9e02be3a682788fa6efb9b91d1b28,0,0,0,0,0,
20200317,NJ,267,163,55,430,,,,,,,,,3/17/2020 13:00,2020-03-17T13:00:00Z,03/17 09:00,4,,2020-03-17T13:00:00Z,,,,267,3,1,,430,,,,,,,,,,,34,89,43,485,posNeg,132,430,2,0,7d840a769396f9ff97c1514d193253ca99221a4e,0,0,0,0,0,
20200316,NJ,178,120,20,298,,,,,,,,,3/16/2020 15:08,2020-03-16T15:08:00Z,03/16 11:08,2,,2020-03-16T15:08:00Z,,,,178,2,0,,298,,,,,,,,,,,34,80,0,318,posNeg,80,298,0,0,76a83e8c3a6a78d4efff2e81334ad46e52026d0d,0,0,0,0,0,
20200315,NJ,98,120,34,218,,,,,,,,,3/15/2020 13:00,2020-03-15T13:00:00Z,03/15 09:00,2,,2020-03-15T13:00:00Z,,,,98,2,0,,218,,,,,,,,,,,34,48,23,252,posNeg,71,218,1,0,d26a19367554b1e1eb5490c2e34141a8f56c35b8,0,0,0,0,0,
20200314,NJ,50,97,80,147,,,,,,,,,3/13/2020 14:00,2020-03-13T14:00:00Z,03/13 10:00,1,,2020-03-13T14:00:00Z,,,,78,1,0,,147,,,,,,,,,,,34,0,0,227,posNeg,0,147,0,0,3f964f911f23d7cd8e41afffb64bc54312b4d409,0,0,0,0,0,
20200313,NJ,50,97,80,147,,,,,,,,,3/13/2020 14:00,2020-03-13T14:00:00Z,03/13 10:00,1,,2020-03-13T14:00:00Z,,,,57,1,0,,147,,,,,,,,,,,34,20,23,227,posNeg,43,147,0,0,190d16cc5f37fd1b417fa5f4e0f5cba6e14d033a,0,0,0,0,0,
20200312,NJ,30,74,20,104,,,,,,,,,3/11/2020 12:00,2020-03-11T12:00:00Z,03/11 08:00,1,,2020-03-11T12:00:00Z,,,,32,1,0,,104,,,,,,,,,,,34,6,17,124,posNeg,23,104,0,0,e167fd022464c3a6ee257aac0f9728708777d6f8,0,0,0,0,0,
20200311,NJ,24,57,20,81,,,,,,,,,,,,1,,,,,,23,1,0,,81,,,,,,,,,,,34,9,13,101,posNeg,22,81,1,0,7933b007e487d2d8cff6a9cd654cb6f0e3714b84,0,0,0,0,0,
20200310,NJ,15,44,20,59,,,,,,,,,,,,0,,,,,,16,,0,,59,,,,,,,,,,,34,4,9,79,posNeg,13,59,0,0,aafaed7beba81e1c8c5437bf6dd2bc4752d8ab45,0,0,0,0,0,
20200309,NJ,11,35,14,46,,,,,,,,,,,,0,,,,,,15,,0,,46,,,,,,,,,,,34,5,4,60,posNeg,9,46,0,0,bd5e7832140e711221e353279d2f7f4d92baffb4,0,0,0,0,0,
20200308,NJ,6,31,0,37,,,,,,,,,,,,0,,,,,,6,,0,,37,,,,,,,,,,,34,2,31,37,posNeg,33,37,0,0,a6c9627d5e04c1f8454b2702bd379d2268475c94,0,0,0,0,0,
20200307,NJ,4,,1,4,,,,,,,,,,,,0,,,,,,4,,0,,4,,,,,,,,,,,34,3,0,5,posNeg,3,4,0,0,02cce3725fade67240b8f6e6cc9a4ccac5c500f0,0,0,0,0,0,
20200306,NJ,1,,,1,,,,,,,,,,,,0,,,,,,4,,0,,1,,,,,,,,,,,34,0,0,1,posNeg,0,1,0,0,d102d32355139886ec0279ef7e8f8c2edfda0aa6,0,0,0,0,0,
20200305,NJ,1,,,1,,,,,,,,,,,,0,,,,,,2,,0,,1,,,,,,,,,,,34,1,0,1,posNeg,1,1,0,0,684c48748966f7f3221e7a5150a1fda9fc49b037,0,0,0,0,0,
20200304,NJ,,,,0,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,34,0,0,0,posNeg,0,0,0,0,fac52d1c2ce88e125e369b84425fa04ae39818ab,0,0,0,0,0,
20200303,NJ,,,,0,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,34,0,0,0,posNeg,0,0,0,0,fcd4e5d8c24caf424c91ef5e1d87f702e07cdb13,0,0,0,0,0,
20200302,NJ,,,,0,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,34,0,0,0,posNeg,0,0,0,0,159d78f5cc076f8e16d0b3afcbce25b545337f47,0,0,0,0,0,
