date,state,positive,negative,pending,totalTestResultsSource,totalTestResults,totalTestResultsIncrease,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200415,VI,51,331,35,,382,5,,,,,,,44,,4/14/2020 17:30,2020-04-14T17:30:00Z,04/14 13:30,1,,2020-04-14T17:30:00Z,,,,,,,,,,,,,,,,,,,78,0,5,417,382,0,0,ebbdf8a01c10bad29cbb0e7bca6828da6facc066,0,0,0,0,0,
20200414,VI,51,326,23,,377,4,,,,,,,44,,4/14/2020 17:30,2020-04-14T17:30:00Z,04/14 13:30,1,,2020-04-14T17:30:00Z,,,,,,,,,,,,,,,,,,,78,0,4,400,377,0,0,d554cbd364639d784f4e8509f4cd731ec84d0626,0,0,0,0,0,
20200413,VI,51,322,2,,373,23,,,,,,,43,,4/13/2020 18:30,2020-04-13T18:30:00Z,04/13 14:30,1,,2020-04-13T18:30:00Z,,,,,,,,,,,,,,,,,,,78,0,23,375,373,0,0,07f9975a29dc921ea85cdbc306191883a70812d8,0,0,0,0,0,
20200412,VI,51,299,20,,350,0,3,,,,,,43,,4/10/2020 00:00,2020-04-10T00:00:00Z,04/09 20:00,1,,2020-04-10T00:00:00Z,,,,,,,,,,,,,,,,,,,78,0,0,370,350,0,0,61e7ca05fb6e4f0e1c52720186c82526c420a1ef,0,0,0,0,0,
20200411,VI,51,299,20,,350,27,3,,,,,,43,,4/11/2020 09:30,2020-04-11T09:30:00Z,04/11 05:30,1,,2020-04-11T09:30:00Z,,,,,,,,,,,,,,,,,,,78,1,26,370,350,0,0,0697bd1a0b65b008dd7b4779b1148168de28d63d,0,0,0,0,0,
20200410,VI,50,273,45,,323,26,3,,,,,,43,,4/9/2020 21:30,2020-04-09T21:30:00Z,04/09 17:30,1,,2020-04-09T21:30:00Z,,,,,,,,,,,,,,,,,,,78,4,22,368,323,0,0,276a2d0999758f6c50b9b31481121453afbae17e,0,0,0,0,0,
20200409,VI,46,251,42,,297,10,,,,,,,39,,4/8/2020 22:00,2020-04-08T22:00:00Z,04/08 18:00,1,,2020-04-08T22:00:00Z,,,,,,,,,,,,,,,,,,,78,1,9,339,297,0,0,4d8ee6aca40de86c0474e7aaf33bfdcd7f3474d0,0,0,0,0,0,
20200408,VI,45,242,35,,287,22,,,,,,,39,,4/7/2020 19:00,2020-04-07T19:00:00Z,04/07 15:00,1,,2020-04-07T19:00:00Z,,,,,,,,,,,,,,,,,,,78,2,20,322,287,0,0,158b9be528a6d519c32ac94919c10ef489cd5ab5,0,0,0,0,0,
20200407,VI,43,222,20,,265,0,,,,,,,36,,4/6/2020 21:50,2020-04-06T21:50:00Z,04/06 17:50,1,,2020-04-06T21:50:00Z,,,,,,,,,,,,,,,,,,,78,0,0,285,265,0,0,426cd2fafbc4fca0b69e55b1c7124dba05de199c,0,0,0,0,0,
20200406,VI,43,222,20,,265,17,,,,,,,36,,4/5/2020 21:50,2020-04-05T21:50:00Z,04/05 17:50,1,,2020-04-05T21:50:00Z,,,,,,,,,,,,,,,,,,,78,1,16,285,265,0,0,2df993103a96da9e8ae70a92a6ae2e2c39b12bcb,0,0,0,0,0,
20200405,VI,42,206,18,,248,24,,,,,,,34,,4/5/2020 00:00,2020-04-05T00:00:00Z,04/04 20:00,1,,2020-04-05T00:00:00Z,,,,,,,,,,,,,,,,,,,78,2,22,266,248,1,0,7dd3878804ad466c569fd0331e31e9dadc2d0982,0,0,0,0,0,
20200404,VI,40,184,42,,224,32,,,,,,,34,,4/3/2020 23:30,2020-04-03T23:30:00Z,04/03 19:30,,,2020-04-03T23:30:00Z,,,,,,,,,,,,,,,,,,,78,2,30,266,224,0,0,e877d69950fc848d70763b6510d56b7b2f9ac095,0,0,0,0,0,
20200403,VI,38,154,56,,192,10,,,,,,,29,,4/3/2020 14:30,2020-04-03T14:30:00Z,04/03 10:30,,,2020-04-03T14:30:00Z,,,,,,,,,,,,,,,,,,,78,5,5,248,192,0,0,6a6b6ee7d3371aa88e37f5aa904c7f6eccbc0d6c,0,0,0,0,0,
20200402,VI,33,149,42,,182,26,,,,,,,25,,4/2/2020 09:30,2020-04-02T09:30:00Z,04/02 05:30,,,2020-04-02T09:30:00Z,,,,,,,,,,,,,,,,,,,78,3,23,224,182,0,0,aa855f7959a02797fb18e2c8656c7b0d41387c50,0,0,0,0,0,
20200401,VI,30,126,24,,156,0,,,,,,,21,,3/31/2020 17:00,2020-03-31T17:00:00Z,03/31 13:00,,,2020-03-31T17:00:00Z,,,,,,,,,,,,,,,,,,,78,0,0,180,156,0,0,aff276c47f2e2e9e2f42ab3a105d2be585f00e20,0,0,0,0,0,
20200331,VI,30,126,24,,156,0,,,,,,,21,,3/30/2020 17:00,2020-03-30T17:00:00Z,03/30 13:00,,,2020-03-30T17:00:00Z,,,,,,,,,,,,,,,,,,,78,0,0,180,156,0,0,f675604f1b423d7ebcbca659d6cda635d4fb200d,0,0,0,0,0,
20200330,VI,30,126,24,,156,10,,,,,,,,,3/30/2020 11:00,2020-03-30T11:00:00Z,03/30 07:00,,,2020-03-30T11:00:00Z,,,,,,,,,,,,,,,,,,,78,7,3,180,156,0,0,9b6f9c6c24204f5cb97e31f8957f128aa78b9ab2,0,0,0,0,0,
20200329,VI,23,123,37,,146,18,,,,,,,,,3/28/2020 19:00,2020-03-28T19:00:00Z,03/28 15:00,,,2020-03-28T19:00:00Z,,,,,,,,,,,,,,,,,,,78,1,17,183,146,0,0,a21c94454999bbb46249fe525f7d96ce60f05db5,0,0,0,0,0,
20200328,VI,22,106,55,,128,54,,,,,,,,,3/28/2020 12:00,2020-03-28T12:00:00Z,03/28 08:00,,,2020-03-28T12:00:00Z,,,,,,,,,,,,,,,,,,,78,3,51,183,128,0,0,4562c356be834d7488521455d98acc14993d7cc0,0,0,0,0,0,
20200327,VI,19,55,2,,74,2,,,,,,,,,3/27/2020 14:00,2020-03-27T14:00:00Z,03/27 10:00,,,2020-03-27T14:00:00Z,,,,,,,,,,,,,,,,,,,78,2,0,76,74,0,0,0d65c1289dee92429733c91c892d95e7a9c72c0d,0,0,0,0,0,
20200326,VI,17,55,2,,72,0,,,,,,,,,3/25/2020 20:30,2020-03-25T20:30:00Z,03/25 16:30,,,2020-03-25T20:30:00Z,,,,,,,,,,,,,,,,,,,78,0,0,74,72,0,0,1a3ffa553609780c97ab3c040e201cdb47be7295,0,0,0,0,0,
20200325,VI,17,55,2,,72,55,,,,,,,,,3/24/2020 20:30,2020-03-24T20:30:00Z,03/24 16:30,,,2020-03-24T20:30:00Z,,,,,,,,,,,,,,,,,,,78,0,55,74,72,0,0,d29c21fad6e431a4d79cff4cb37d7f970667c6b7,0,0,0,0,0,
20200324,VI,17,,,,17,0,,,,,,,,,3/23/2020 20:30,2020-03-23T20:30:00Z,03/23 16:30,,,2020-03-23T20:30:00Z,,,,,,,,,,,,,,,,,,,78,0,0,17,17,0,0,31cca90d6198462ba1381d440b751f91a3ef5e5a,0,0,0,0,0,
20200323,VI,17,,,,17,11,,,,,,,,,3/22/2020 20:30,2020-03-22T20:30:00Z,03/22 16:30,,,2020-03-22T20:30:00Z,,,,,,,,,,,,,,,,,,,78,11,0,17,17,0,0,53e2de9079d48e90332a7a0472ab8cbbea3ed16f,0,0,0,0,0,
20200322,VI,6,,,,6,0,,,,,,,,,3/21/2020 20:30,2020-03-21T20:30:00Z,03/21 16:30,,,2020-03-21T20:30:00Z,,,,,,,,,,,,,,,,,,,78,0,0,6,6,0,0,2f14bcd90e862ec0741ed69310b5f6e34bde126d,0,0,0,0,0,
20200321,VI,6,,,,6,3,,,,,,,,,3/20/2020 20:30,2020-03-20T20:30:00Z,03/20 16:30,,,2020-03-20T20:30:00Z,,,,,,,,,,,,,,,,,,,78,3,0,6,6,0,0,f54feb683afc246523ee4d1adec72320ca5a2354,0,0,0,0,0,
20200320,VI,3,,,,3,0,,,,,,,,,3/19/2020 17:30,2020-03-19T17:30:00Z,03/19 13:30,,,2020-03-19T17:30:00Z,,,,,,,,,,,,,,,,,,,78,0,0,3,3,0,0,346311f39584533f639b28ec829eb3594c59c7ae,0,0,0,0,0,
20200319,VI,3,,,,3,1,,,,,,,,,3/18/2020 07:30,2020-03-18T07:30:00Z,03/18 03:30,,,2020-03-18T07:30:00Z,,,,,,,,,,,,,,,,,,,78,1,0,3,3,0,0,127436b2a0315606cfd3df81920aaccbac2b8dbb,0,0,0,0,0,
20200318,VI,2,,,,2,0,,,,,,,,,3/18/2020 00:00,2020-03-18T00:00:00Z,03/17 20:00,,,2020-03-18T00:00:00Z,,,,,,,,,,,,,,,,,,,78,0,0,2,2,0,0,a2becb33093748131c65b96156dfada13305a933,0,0,0,0,0,
20200317,VI,2,,,,2,1,,,,,,,,,3/16/2020 00:01,2020-03-16T00:01:00Z,03/15 20:01,,,2020-03-16T00:01:00Z,,,,,,,,,,,,,,,,,,,78,1,0,2,2,0,0,ae9d9de09bcfdc82bf0526e0ff19ec6533344db2,0,0,0,0,0,
20200316,VI,1,,,,1,,,,,,,,,,3/16/2020 15:58,2020-03-16T15:58:00Z,03/16 11:58,,,2020-03-16T15:58:00Z,,,,,,,,,,,,,,,,,,,78,0,0,1,1,0,0,d0dbd7a7be1a66891010e1d440895c076f396a5e,0,0,0,0,0,
