date,state,positive,probableCases,negative,pending,totalTestResultsSource,totalTestResults,totalTestResultsIncrease,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200405,MA,12402,,59565,,NaN,90987,4102,1632,1632,,,,,,B,4/5/2020 12:30,2020-04-05T12:30:00Z,04/05 08:30,370,1632,2020-04-05T12:30:00Z,90987,17371,,,,,,,,,,,,,,,,,25,765,2374,71967,71967,66,262,2e35566906d5cfcc0263658f7daad3065b6b0f63,0,0,0,0,0,
20200404,MA,11637,,57191,,NaN,86885,4744,1370,1370,,,,,,B,4/4/2020 12:30,2020-04-04T12:30:00Z,04/04 08:30,304,1370,2020-04-04T12:30:00Z,86885,16294,,,,,,,,,,,,,,,,,25,1334,4506,68828,68828,39,404,467175e1e3b2aacaa3b519cae0538b377df2f320,0,0,0,0,0,
20200403,MA,10303,,52685,,NaN,82141,6567,,966,,,,,,B,4/3/2020 12:30,2020-04-03T12:30:00Z,04/03 08:30,265,966,2020-04-03T12:30:00Z,82141,14972,,,,,,,,,,,,,,,,,25,1436,4918,62988,62988,36,153,f38d1c84f47174c2515c8613d9bc3973ad30777b,0,0,0,0,0,
20200402,MA,8867,,47767,,NaN,75574,6004,,813,,,,,,B,4/2/2020 16:00,2020-04-02T16:00:00Z,04/02 12:00,229,813,2020-04-02T16:00:00Z,75574,13347,,,,,,,,,,,,,,,,,25,1228,3642,56634,56634,42,131,e48d1c0f2486e0ec1192fe2a8d586ecbffe9a770,0,0,0,0,0,
20200401,MA,7639,,44125,,NaN,69570,5576,,682,,,,,,B,3/31/2020 12:30,2020-03-31T12:30:00Z,03/31 08:30,187,682,2020-03-31T12:30:00Z,69570,11943,,,,,,,,,,,,,,,,,25,1118,3685,51764,51764,34,120,9a4230d1acf0c7a8eca7af6438e139e6c663239a,0,0,0,0,0,
20200331,MA,6521,,40440,,NaN,63994,5930,,562,,,,,,B,3/31/2020 12:30,2020-03-31T12:30:00Z,03/31 08:30,153,562,2020-03-31T12:30:00Z,63994,10520,,,,,,,,,,,,,,,,,25,868,3274,46961,46961,29,109,73af35a46d75da876ac8c55cfb963a5c49015570,0,0,0,0,0,
20200330,MA,5653,,37166,,NaN,58064,5581,,453,,,,,,B,3/30/2020 16:15,2020-03-30T16:15:00Z,03/30 12:15,124,453,2020-03-30T16:15:00Z,58064,9117,,,,,,,,,,,,,,,,,25,797,2932,42819,42819,25,54,0c23e3b1cd39377e26a075f0c30864a7cc125b8e,0,0,0,0,0,
20200329,MA,4856,,34234,,NaN,52483,2473,,399,,,,,,B,3/28/2020 12:30,2020-03-28T12:30:00Z,03/28 08:30,99,399,2020-03-28T12:30:00Z,52483,7800,,,,,,,,,,,,,,,,,25,698,3319,39090,39090,27,49,be3252742ecdcbd8496a60a93929d0dddc098775,0,0,0,0,0,
20200328,MA,4158,,30915,,NaN,50010,3202,,350,,,,,,B,3/27/2020 12:30,2020-03-27T12:30:00Z,03/27 08:30,72,350,2020-03-27T12:30:00Z,50010,7224,,,,,,,,,,,,,,,,,25,1007,4671,35073,35073,15,131,871042e4879e617e2406c8f7e2dfc9e3abb7591e,0,0,0,0,0,
20200327,MA,3151,,26244,,NaN,46808,4815,,219,,,,,,B,3/27/2020 12:30,2020-03-27T12:30:00Z,03/27 08:30,57,219,2020-03-27T12:30:00Z,46808,6520,,,,,,,,,,,,,,,,,25,833,4917,29395,29395,15,0,12e861d249def94816b675cd7e908ee990c4a3bd,0,0,0,0,0,
20200326,MA,2318,,21327,,NaN,41993,4836,,219,,,,,,B,3/26/2020 12:30,2020-03-26T12:30:00Z,03/26 08:30,42,219,2020-03-26T12:30:00Z,41993,5513,,,,,,,,,,,,,,,,,25,579,3248,23645,23645,9,116,e858ce0a2556d77fbe21e48a65d9ac4432eb30fe,0,0,0,0,0,
20200325,MA,1739,,18079,,NaN,37157,4484,,103,,,,,,B,3/25/2020 16:00,2020-03-25T16:00:00Z,03/25 12:00,33,103,2020-03-25T16:00:00Z,37157,4529,,,,,,,,,,,,,,,,,25,679,5365,19818,19818,7,9,9877fdbbcd03c042786e6609554c57105716958a,0,0,0,0,0,
20200324,MA,1060,,12714,,NaN,32673,4319,,94,,,,,,B,3/24/2020 12:30,2020-03-24T12:30:00Z,03/24 08:30,26,94,2020-03-24T12:30:00Z,32673,3737,,,,,,,,,,,,,,,,,25,382,4451,13774,13774,9,15,4416a9d0ddf914d91c62a3b80ed4d3b17804a78d,0,0,0,0,0,
20200323,MA,678,,8263,,NaN,28354,4097,,79,,,,,,B,3/23/2020 12:30,2020-03-23T12:30:00Z,03/23 08:30,17,79,2020-03-23T12:30:00Z,28354,2999,,,,,,,,,,,,,,,,,25,131,2787,8941,8941,6,8,abbc3650e76aeabab4c6f2bd59fb4359fc0fddcc,0,0,0,0,0,
20200322,MA,547,,5476,,NaN,24257,2102,,71,,,,,,,3/22/2020 16:00,2020-03-22T16:00:00Z,03/22 12:00,11,71,2020-03-22T16:00:00Z,24257,2367,,,,,,,,,,,,,,,,,25,121,677,6023,6023,4,10,036f970d3458ba66466b837f18f44c6a199e6243,0,0,0,0,0,
20200321,MA,426,,4799,,NaN,22155,2771,,61,,,,,,,3/21/2020 16:00,2020-03-21T16:00:00Z,03/21 12:00,7,61,2020-03-21T16:00:00Z,22155,2069,,,,,,,,,,,,,,,,,25,112,1004,5225,5225,2,61,63cba73b8a062bbfe2be944b94a79d090d8ac104,0,0,0,0,0,
20200320,MA,314,,3795,,NaN,19384,3875,,,,,,,,,3/20/2020 16:00,2020-03-20T16:00:00Z,03/20 12:00,5,,2020-03-20T16:00:00Z,19384,1730,,,,,,,,,,,,,,,,,25,85,877,4109,4109,2,0,c2ed0ea67082ce452f57d22e830b850342f31ec7,0,0,0,0,0,
20200319,MA,229,,2918,,NaN,15509,3138,,,,,,,,,3/19/2020 11:30,2020-03-19T11:30:00Z,03/19 07:30,3,,2020-03-19T11:30:00Z,15509,1336,,,,,,,,,,,,,,,,,25,73,803,3147,3147,1,0,130cd14f528add88d66b18a3328999ed9e0f31c5,0,0,0,0,0,
20200318,MA,156,,2115,,NaN,12371,3226,,,,,,,,,3/18/2020 16:00,2020-03-18T16:00:00Z,03/18 12:00,2,,2020-03-18T16:00:00Z,12371,1050,,,,,,,,,,,,,,,,,25,38,482,2271,2271,2,0,6eb56984100a36bfbe2bf49cf2801da09090f845,0,0,0,0,0,
20200317,MA,118,,1633,,NaN,9145,2790,,,,,,,,,3/16/2020 16:00,2020-03-16T16:00:00Z,03/16 12:00,,,2020-03-16T16:00:00Z,9145,787,,,,,,,,,,,,,,,,,25,21,434,1751,1751,0,0,39080bbb7bb4331b9c4ebd01040e21733aef694e,0,0,0,0,0,
20200316,MA,97,,1199,,NaN,6355,2235,,,,,,,,,3/16/2020 15:48,2020-03-16T15:48:00Z,03/16 11:48,,,2020-03-16T15:48:00Z,6355,532,,,,,,,,,,,,,,,,,25,33,615,1296,1296,0,0,1d7d580c4c0ae835842950d1ad02700ee0d17c1d,0,0,0,0,0,
20200315,MA,64,,584,,NaN,4120,1084,,,,,,,,,3/14/2020 16:00,2020-03-14T16:00:00Z,03/14 12:00,,,2020-03-14T16:00:00Z,4120,380,,,,,,,,,,,,,,,,,25,26,584,648,648,0,0,7502a9d587049bc975ae9efbed8a5efcafe6ad3c,0,0,0,0,0,
20200314,MA,38,,,,NaN,3036,935,,,,,,,,,3/14/2020 16:00,2020-03-14T16:00:00Z,03/14 12:00,,,2020-03-14T16:00:00Z,3036,308,,,,,,,,,,,,,,,,,25,15,0,38,38,0,0,6ae8e9287285ecae1e0fe9758ec02e1eff541ab1,0,0,0,0,0,
20200313,MA,23,,,,NaN,2101,985,,,,,,,,,3/13/2020 16:00,2020-03-13T16:00:00Z,03/13 12:00,,,2020-03-13T16:00:00Z,2101,234,,,,,,,,,,,,,,,,,25,15,0,23,23,0,0,fbcd3c6154ac323bd83c59f72ebf0fc6a0f9a1a9,0,0,0,0,0,
20200312,MA,8,,,,NaN,1116,432,,,,,,,,,3/11/2020 00:00,2020-03-11T00:00:00Z,03/10 20:00,,,2020-03-11T00:00:00Z,1116,170,,,,,,,,,,,,,,,,,25,8,0,8,8,0,0,18da6a10f0561ee65450f133c79506185924bf0c,0,0,0,0,0,
20200311,MA,,,,,NaN,684,182,,,,,,,,,,,,,,,684,141,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,b50adc6834873f23c5affc5d201eb3b563a0c48f,0,0,0,0,0,
20200310,MA,,,,,NaN,502,109,,,,,,,,,,,,,,,502,118,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,db079d50914abd36c829ef00125b24b28398bbca,0,0,0,0,0,
20200309,MA,,,,,NaN,393,81,,,,,,,,,,,,,,,393,104,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,b682f31ae2ef60ca5c7d0d028add9ec6676c94d9,0,0,0,0,0,
20200308,MA,,,,,NaN,312,61,,,,,,,,,,,,,,,312,97,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,e91c4fc4a2869220a64f925a5f2dd01f9d5fc212,0,0,0,0,0,
20200307,MA,,,,,NaN,251,100,,,,,,,,,,,,,,,251,77,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,361864c38aaed782efdc7dd29fcb4888fea9e7c4,0,0,0,0,0,
20200306,MA,,,,,NaN,151,49,,,,,,,,,,,,,,,151,33,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,a1268fc2d101aa557312cc093936d71196594af5,0,0,0,0,0,
20200305,MA,,,,,NaN,102,36,,,,,,,,,,,,,,,102,19,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,d83da7f0e250d03d0bcca744c2a663d87db252f1,0,0,0,0,0,
20200304,MA,,,,,NaN,66,22,,,,,,,,,,,,,,,66,11,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,2d635b86f521a12824278b6f9a32f61996c7d895,0,0,0,0,0,
20200303,MA,,,,,NaN,44,15,,,,,,,,,,,,,,,44,9,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,136dd3ed822e2b965cfd5165d5c3a833a740696e,0,0,0,0,0,
20200302,MA,,,,,NaN,29,6,,,,,,,,,,,,,,,29,8,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,5384d3e721b56f47332240fdd3215d7c447b000c,0,0,0,0,0,
20200301,MA,,,,,NaN,23,4,,,,,,,,,,,,,,,23,7,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,f7e5b6fe9b1a1f844288dc070ee6c7eaa48431f6,0,0,0,0,0,
20200229,MA,,,,,NaN,19,1,,,,,,,,,,,,,,,19,6,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,d209015065baeab93715b408a73f6db98e7c1065,0,0,0,0,0,
20200228,MA,,,,,NaN,18,2,,,,,,,,,,,,,,,18,6,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,a8a2cd557d4f9243bbf850c69b3dfd9bad94c382,0,0,0,0,0,
20200227,MA,,,,,NaN,16,0,,,,,,,,,,,,,,,16,5,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,4f7137459a47a80eb55900aadc5e333b87b45363,0,0,0,0,0,
20200226,MA,,,,,NaN,16,0,,,,,,,,,,,,,,,16,5,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,0003daf8ac942596938c5ff631c61fad022ad071,0,0,0,0,0,
20200225,MA,,,,,NaN,16,0,,,,,,,,,,,,,,,16,5,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,37ef10cb4f88e5efe7ed7711ee37cc250353f7ec,0,0,0,0,0,
20200224,MA,,,,,NaN,16,2,,,,,,,,,,,,,,,16,5,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,b75b4e9aafdcf279c5ca5b16f11725c3c86b05c1,0,0,0,0,0,
20200223,MA,,,,,NaN,14,0,,,,,,,,,,,,,,,14,4,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,c64a690b4ae6b6bdcf3b9258d14b3955912acf27,0,0,0,0,0,
20200222,MA,,,,,NaN,14,0,,,,,,,,,,,,,,,14,4,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,503417fade13a8c002aaf50c1170058b61320fcd,0,0,0,0,0,
20200221,MA,,,,,NaN,14,0,,,,,,,,,,,,,,,14,4,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,9a9200bb359d8548c700b797370301cd5ecdf2e6,0,0,0,0,0,
20200220,MA,,,,,NaN,14,1,,,,,,,,,,,,,,,14,4,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,b0976ba207bc18b690e3c20189efe74254b30f1c,0,0,0,0,0,
20200219,MA,,,,,NaN,13,0,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,3d0a627d928b32f5c2ba015fbcc1064110b7d1b4,0,0,0,0,0,
20200218,MA,,,,,NaN,13,0,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,9f5c3f1933ac5ac6a395c7f289b5cd0fcf104179,0,0,0,0,0,
20200217,MA,,,,,NaN,13,0,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,8a5efc799e609191821adbde0cca7542fcc2c815,0,0,0,0,0,
20200216,MA,,,,,NaN,13,0,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,91b739121680d3d63b096731d0f89884d3f60a5b,0,0,0,0,0,
20200215,MA,,,,,NaN,13,0,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,3358d62be1ffc7e09cb5ee327a1d0f4dcfeff508,0,0,0,0,0,
20200214,MA,,,,,NaN,13,0,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,ad3b8ac2c4a112c715c98bb1c1fda9595c3988c5,0,0,0,0,0,
20200213,MA,,,,,NaN,13,0,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,f2bec6741166cfca2c4745f09bfb1d10eb1c6ed8,0,0,0,0,0,
20200212,MA,,,,,NaN,13,1,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,71052a428bb2c79aa3599147dac815af7d9268ef,0,0,0,0,0,
20200211,MA,,,,,NaN,12,0,,,,,,,,,,,,,,,12,3,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,0434ff3b886fa40bc5eda27e99525bb5c7bd4e67,0,0,0,0,0,
20200210,MA,,,,,NaN,12,1,,,,,,,,,,,,,,,12,3,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,e2fa4ac916231016e7c718aad95ea54dad694a06,0,0,0,0,0,
20200209,MA,,,,,NaN,11,0,,,,,,,,,,,,,,,11,2,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,94de1b219f26fe7469beabacb26d56d4ffbe7b6d,0,0,0,0,0,
20200208,MA,,,,,NaN,11,1,,,,,,,,,,,,,,,11,2,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,25e79b76894eb204bd8e7b23edf6e31656c97c98,0,0,0,0,0,
20200207,MA,,,,,NaN,10,0,,,,,,,,,,,,,,,10,2,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,745e113a8ee474080fd5d98af4ac74521fab57a8,0,0,0,0,0,
20200206,MA,,,,,NaN,10,1,,,,,,,,,,,,,,,10,2,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,b19ac3e9019094585546a569f366c6d61e19bb8b,0,0,0,0,0,
20200205,MA,,,,,NaN,9,0,,,,,,,,,,,,,,,9,1,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,695a4338b6058541c412dd4f144b7e5d198be005,0,0,0,0,0,
20200204,MA,,,,,NaN,9,2,,,,,,,,,,,,,,,9,1,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,5749d8ba0ac5f48bd6a1e63dca07b2bd750c5060,0,0,0,0,0,
20200203,MA,,,,,NaN,7,3,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,1a4a66847e601ac9828fb0617d58c7c8e39b47b2,0,0,0,0,0,
20200202,MA,,,,,NaN,4,0,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,da877b83e3614f700f5ef15879b7771e9e9b0631,0,0,0,0,0,
20200201,MA,,,,,NaN,4,0,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,3cf8211dbc88a6f4799dd8960e300499d946a3d4,0,0,0,0,0,
20200131,MA,,,,,NaN,4,0,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,879ad3253cbfed74d5cffb523bf5c94c905d695e,0,0,0,0,0,
20200130,MA,,,,,NaN,4,0,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,aa7408c50acacd114cc3877480f10149e1bdaca3,0,0,0,0,0,
20200129,MA,,,,,NaN,4,1,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,9da17b92739914c5d1eda56f1690de48b04accec,0,0,0,0,0,
20200128,MA,,,,,NaN,3,0,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,b532dc43a3c7e8438050e7c7bb18512b7aa2df02,0,0,0,0,0,
20200127,MA,,,,,NaN,3,1,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,7be9e8f60042f1fc1103f582891fc7ac5635f17c,0,0,0,0,0,
20200126,MA,,,,,NaN,2,0,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,886b9d23f741f854babdc2333e13e19fedb2afe6,0,0,0,0,0,
20200125,MA,,,,,NaN,2,0,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,304307d388b856d6e953d07ed74dba6ba9b13335,0,0,0,0,0,
20200124,MA,,,,,NaN,2,0,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,751d7affae255da3ae14b1a5f51ac336f496a3c2,0,0,0,0,0,
20200123,MA,,,,,NaN,2,1,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,b37c7e6c29ac59db172f9a212f405f48f28647a9,0,0,0,0,0,
20200122,MA,,,,,NaN,1,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,f230229034bb8d352740fa060c1e57ba8e5d5497,0,0,0,0,0,
