date,state,positive,probableCases,negative,pending,totalTestResultsSource,totalTestResults,totalTestResultsIncrease,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20201004,MA,134947,2507,2174166,,NaN,4334501,68715,438,12749,83,,27,,113768,A+,10/4/2020 08:00,2020-10-04T08:00:00Z,10/04 04:00,9510,12749,2020-10-04T08:00:00Z,4334501,173288,,132440,9295,215,,2306606,,,,121397,,,138291,,,,25,644,18355,2309113,2309113,3,4,b38b5fccf9e5649bd28320c3a77ca0a6bc179822,0,0,0,0,0,
20201003,MA,134303,2489,2155811,,NaN,4265786,65768,416,12745,75,,27,,113768,A+,10/3/2020 08:00,2020-10-03T08:00:00Z,10/03 04:00,9507,12745,2020-10-03T08:00:00Z,4265786,172557,,131814,9292,215,,2287625,,,,121078,,,136823,,,,25,672,13213,2290114,2290114,17,12,0f784e2438c1208790255e0189e8823f044f19f8,0,0,0,0,0,
20201002,MA,133631,2417,2142598,,NaN,4200018,74914,421,12733,79,,34,,113768,A+,10/2/2020 08:00,2020-10-02T08:00:00Z,10/02 04:00,9490,12733,2020-10-02T08:00:00Z,4200018,171892,,131214,9275,215,,2273812,,,,120977,,,134197,,,,25,761,20698,2276229,2276229,10,18,e376d4e5bc8bf289f8bd135d649c75a5cba6951f,0,0,0,0,0,
20201001,MA,132870,2409,2121900,,NaN,4125104,74487,436,12715,84,,32,,113768,A+,10/1/2020 08:00,2020-10-01T08:00:00Z,10/01 04:00,9480,12715,2020-10-01T08:00:00Z,4125104,170958,,130461,9265,215,,2252361,,,,120585,,,133689,,,,25,754,17451,2254770,2254770,24,29,21e52955a36e000b8f3210900526e9a7f0384277,0,0,0,0,0,
20200930,MA,132116,2363,2104449,,NaN,4050617,62393,438,12686,89,,29,,113768,A+,9/30/2020 08:00,2020-09-30T08:00:00Z,09/30 04:00,9456,12686,2020-09-30T08:00:00Z,4050617,170156,,129753,9242,214,,2234202,,,,120418,,,131852,,,,25,532,13894,2236565,2236565,33,19,3921d9305a6747de10b1887f8fc998a9a4ce2804,0,0,0,0,0,
20200929,MA,131584,2341,2090555,,NaN,3988224,57005,444,12667,107,,27,,111479,A+,9/29/2020 08:00,2020-09-29T08:00:00Z,09/29 04:00,9423,12667,2020-09-29T08:00:00Z,3988224,169522,,129243,9210,213,,2219798,,,,120133,,,130459,,,,25,512,13674,2222139,2222139,8,19,7ecd33b6089f08e82d82a0ab0d7164e046031578,0,0,0,0,0,
20200928,MA,131072,2279,2076881,,NaN,3931219,49373,418,12648,85,,31,,111479,A+,9/28/2020 08:00,2020-09-28T08:00:00Z,09/28 04:00,9415,12648,2020-09-28T08:00:00Z,3931219,168973,,128793,9202,213,,2205674,,,,119987,,,129009,,,,25,430,12682,2207953,2207953,11,3,0a5d5f69121b960965b8fc163792a4ab618e0145,0,0,0,0,0,
20200927,MA,130642,2216,2064199,,NaN,3881846,101826,408,12645,79,,27,,111479,A+,9/27/2020 08:00,2020-09-27T08:00:00Z,09/27 04:00,9404,12645,2020-09-27T08:00:00Z,3881846,168544,,128426,9191,213,,2192625,,,,119935,,,126585,,,,25,592,17471,2194841,2194841,13,8,b162ea6b4378993e5625db6f1d3e41cd4f93e104,0,0,0,0,0,
20200926,MA,130050,2218,2046728,,NaN,3780020,73292,354,12637,77,,28,,111479,A+,9/26/2020 08:00,2020-09-26T08:00:00Z,09/26 04:00,9391,12637,2020-09-26T08:00:00Z,3780020,167823,,127832,9178,213,,2174560,,,,119693,,,126039,,,,25,569,13795,2176778,2176778,18,18,993e66b90961d1214c89c8076d7371083bff04e0,0,0,0,0,0,
20200925,MA,129481,2164,2032933,,NaN,3706728,64012,389,12619,78,,31,,111479,A+,9/25/2020 08:00,2020-09-25T08:00:00Z,09/25 04:00,9373,12619,2020-09-25T08:00:00Z,3706728,167221,,127317,9160,213,,2160250,,,,119449,,,124547,,,,25,488,15400,2162414,2162414,11,13,076c23e55972a2f62919f26a9a5f24713eb668fd,0,0,0,0,0,
20200924,MA,128993,2130,2017533,,NaN,3642716,85168,375,12606,75,,29,,111479,A+,9/24/2020 08:00,2020-09-24T08:00:00Z,09/24 04:00,9362,12606,2020-09-24T08:00:00Z,3642716,166664,,126863,9150,212,,2144396,,,,119164,,,122954,,,,25,481,18101,2146526,2146526,15,14,b030c981aff19ab303eaa67a6883692d0890fd31,0,0,0,0,0,
20200923,MA,128512,2104,1999432,,NaN,3557548,80869,361,12592,71,,26,,111479,A+,9/23/2020 08:00,2020-09-23T08:00:00Z,09/23 04:00,9347,12592,2020-09-23T08:00:00Z,3557548,166112,,126408,9135,212,,2125840,,,,118843,,,121231,,,,25,543,20120,2127944,2127944,19,21,7e6e39bed85725c5e8613ae545c419e0cd2e0ea3,0,0,0,0,0,
20200922,MA,127969,2103,1979312,,NaN,3476679,40518,371,12571,67,,27,,109397,A+,9/22/2020 08:00,2020-09-22T08:00:00Z,09/22 04:00,9328,12571,2020-09-22T08:00:00Z,3476679,165412,,125866,9118,210,,2105178,,,,118447,,,120496,,,,25,173,8992,2107281,2107281,11,18,3595b36186a9aafa9e89399be1476f1bcb079ccf,0,0,0,0,0,
20200921,MA,127796,2073,1970320,,NaN,3436161,36649,367,12553,69,,31,,109397,A+,9/21/2020 08:00,2020-09-21T08:00:00Z,09/21 04:00,9317,12553,2020-09-21T08:00:00Z,3436161,165228,,125723,9107,210,,2096043,,,,118364,,,119095,,,,25,256,10579,2098116,2098116,7,8,6b75598caa40199a603dc6537c160ddde894b87d,0,0,0,0,0,
20200920,MA,127540,2061,1959741,,NaN,3399512,62220,364,12545,61,,34,,109397,A+,9/20/2020 08:00,2020-09-20T08:00:00Z,09/20 04:00,9310,12545,2020-09-20T08:00:00Z,3399512,164924,,125479,9100,210,,2085220,,,,118289,,,117973,,,,25,359,17059,2087281,2087281,15,8,644bcb3bd177900c2fc42dae8bce19d8b86f67a0,0,0,0,0,0,
20200919,MA,127181,2042,1942682,,NaN,3337292,72419,362,12537,65,,28,,109397,A+,9/19/2020 08:00,2020-09-19T08:00:00Z,09/19 04:00,9295,12537,2020-09-19T08:00:00Z,3337292,164504,,125139,9085,210,,2067821,,,,118069,,,116565,,,,25,599,20729,2069863,2069863,26,23,2122361a481ca8ac733cba3c735c2519b67cfa3c,0,0,0,0,0,
20200918,MA,126582,2012,1921953,,NaN,3264873,65310,338,12514,62,,25,,109397,A+,9/18/2020 08:00,2020-09-18T08:00:00Z,09/18 04:00,9269,12514,2020-09-18T08:00:00Z,3264873,163794,,124570,9059,210,,2046523,,,,117770,,,115162,,,,25,454,21786,2048535,2048535,9,18,9d37513ae3ba1830dc70a962cf3e4803ad68e6ed,0,0,0,0,0,
20200917,MA,126128,1989,1900167,,NaN,3199563,67849,377,12496,64,,26,,109397,A+,9/17/2020 08:00,2020-09-17T08:00:00Z,09/17 04:00,9260,12496,2020-09-17T08:00:00Z,3199563,163227,,124139,9051,209,,2024306,,,,117453,,,113845,,,,25,429,27225,2026295,2026295,15,18,837935d27d3f5c83e13b9cba8e699aee8091b48d,0,0,0,0,0,
20200916,MA,125699,1979,1872942,,NaN,3131714,55902,352,12478,66,,24,,109397,A+,9/16/2020 08:00,2020-09-16T08:00:00Z,09/16 04:00,9245,12478,2020-09-16T08:00:00Z,3131714,162714,,123720,9036,209,,1996662,,,,117107,,,112394,,,,25,306,16337,1998641,1998641,20,16,98f6843e13ecf77ee29e16a0684d42c793c1533f,0,0,0,0,0,
20200915,MA,125393,1968,1856605,,NaN,3075812,37187,310,12462,52,,23,,107501,A+,9/15/2020 08:00,2020-09-15T08:00:00Z,09/15 04:00,9225,12462,2020-09-15T08:00:00Z,3075812,162343,,123425,9016,209,,1980030,,,,116752,,,110849,,,,25,313,11510,1981998,1981998,6,20,de4e07b6d9e5bfaa86f4b6e340a140ae57c2bf94,0,0,0,0,0,
20200914,MA,125080,1941,1845095,,NaN,3038625,32467,302,12442,63,,17,,107501,A+,9/14/2020 08:00,2020-09-14T08:00:00Z,09/14 04:00,9219,12442,2020-09-14T08:00:00Z,3038625,161982,,123139,9010,209,,1968234,,,,116598,,,109470,,,,25,254,11966,1970175,1970175,9,11,02a3201250d038d25105d6c40aeec18239e055d4,0,0,0,0,0,
20200913,MA,124826,1922,1833129,,NaN,3006158,37435,313,12431,61,,21,,107501,A+,9/13/2020 08:00,2020-09-13T08:00:00Z,09/13 04:00,9210,12431,2020-09-13T08:00:00Z,3006158,161677,,122904,9001,209,,1956033,,,,116531,,,108478,,,,25,286,11835,1957955,1957955,14,5,644ddbfcae6520f11ebdcdbd9f73808cb11670e6,0,0,0,0,0,
20200912,MA,124540,1903,1821294,,NaN,2968723,63370,331,12426,64,,25,,107501,A+,9/12/2020 08:00,2020-09-12T08:00:00Z,09/12 04:00,9196,12426,2020-09-12T08:00:00Z,2968723,161336,,122637,8987,209,,1943931,,,,116242,,,106383,,,,25,554,17878,1945834,1945834,16,15,7fdfea48c6c3c5ceae2212de32781be573d851c4,0,0,0,0,0,
20200911,MA,123986,1784,1803416,,NaN,2905353,52803,330,12411,60,,22,,107501,A+,9/11/2020 08:00,2020-09-11T08:00:00Z,09/11 04:00,9180,12411,2020-09-11T08:00:00Z,2905353,160811,,122202,8971,209,,1925618,,,,115893,,,100148,,,,25,440,18963,1927402,1927402,14,10,60106b6cf5724c70fd8507fa62d525e2a47b161c,0,0,0,0,0,
20200910,MA,123546,1787,1784453,,NaN,2852550,53965,355,12401,59,,21,,107501,A+,9/10/2020 08:00,2020-09-10T08:00:00Z,09/10 04:00,9166,12401,2020-09-10T08:00:00Z,2852550,160263,,121759,8957,209,,1906212,,,,115578,,,97848,,,,25,403,17526,1907999,1907999,20,14,08590bacc433c79bdd0fdc020e2929d2ee973e37,0,0,0,0,0,
20200909,MA,123143,1747,1766927,,NaN,2798585,40201,338,12387,49,,21,,107501,A+,9/9/2020 08:00,2020-09-09T08:00:00Z,09/09 04:00,9146,12387,2020-09-09T08:00:00Z,2798585,159836,,121396,8937,209,,1888323,,,,115319,,,95385,,,,25,181,11168,1890070,1890070,5,19,35489850bb2c85072363ac5d21b7026f2c32fd3f,0,0,0,0,0,
20200908,MA,122962,1748,1755759,,NaN,2758384,30231,328,12368,47,,24,,105769,A+,9/8/2020 08:00,2020-09-08T08:00:00Z,09/08 04:00,9141,12368,2020-09-08T08:00:00Z,2758384,159560,,121214,8933,208,,1876973,,,,115057,,,94986,,,,25,171,9271,1878721,1878721,8,11,489ebaca8220ab138fd1d2e497c0cba1dfee0331,0,0,0,0,0,
20200907,MA,122791,1745,1746488,,NaN,2728153,23641,322,12357,56,,20,,105769,A+,9/7/2020 08:00,2020-09-07T08:00:00Z,09/07 04:00,9133,12357,2020-09-07T08:00:00Z,2728153,159337,,121046,8925,208,,1867534,,,,115013,,,93223,,,,25,229,9648,1869279,1869279,8,7,e68572b7862c1b3138c37e2effd515ca20cc5d46,0,0,0,0,0,
20200906,MA,122562,1738,1736840,,NaN,2704512,44050,312,12350,52,,22,,105769,A+,9/6/2020 08:00,2020-09-06T08:00:00Z,09/06 04:00,9125,12350,2020-09-06T08:00:00Z,2704512,159076,,120824,8917,208,,1857664,,,,114941,,,92907,,,,25,366,17361,1859402,1859402,9,3,9badbd55b7e02d9b8e7055cf8e23bbf82ed7b0f7,0,0,0,0,0,
20200905,MA,122196,1742,1719479,,NaN,2660462,60150,325,12347,48,,25,,105769,A+,9/5/2020 08:00,2020-09-05T08:00:00Z,09/05 04:00,9116,12347,2020-09-05T08:00:00Z,2660462,158624,,120454,8907,209,,1839933,,,,114635,,,92567,,,,25,438,20373,1841675,1841675,16,12,47b76d2626e268ac06f82eb5cb12b43465e8742e,0,0,0,0,0,
20200904,MA,121758,1720,1699106,,NaN,2600312,39443,333,12335,60,,26,,105769,A+,9/4/2020 08:00,2020-09-04T08:00:00Z,09/04 04:00,9100,12335,2020-09-04T08:00:00Z,2600312,158114,,120038,8892,208,,1819144,,,,114277,,,91070,,,,25,212,17340,1820864,1820864,23,10,8948e712fc6281a7eae17fdc4010c57ae23bb4cc,0,0,0,0,0,
20200903,MA,121546,1727,1681766,,NaN,2560869,82387,312,12325,61,,28,,105769,A+,9/3/2020 08:00,2020-09-03T08:00:00Z,09/03 04:00,9077,12325,2020-09-03T08:00:00Z,2560869,157684,,119819,8870,207,,1801585,,,,114108,,,90721,,,,25,415,31191,1803312,1803312,17,30,7c7af20993323597523ac42f5735beb14ae82aec,0,0,0,0,0,
20200902,MA,121131,1705,1650575,,NaN,2478482,30141,308,12295,58,,29,,103920,A+,9/2/2020 08:00,2020-09-02T08:00:00Z,09/02 04:00,9060,12295,2020-09-02T08:00:00Z,2478482,157208,,119426,8853,207,,1770001,,,,113667,,,89417,,,,25,-7757,15291,1771706,1771706,-4,-91,cfb6d6e9523e9cf94eb14f1c865d4553bc873f4d,0,0,0,0,0,
20200901,MA,128888,9671,1635284,,NaN,2448341,43915,320,12386,55,,29,,103920,A+,9/1/2020 08:00,2020-09-01T08:00:00Z,09/01 04:00,9064,12386,2020-09-01T08:00:00Z,2448341,156836,,119138,8831,232,,1754422,,,,112996,,,87251,,,,25,355,21300,1764172,1764172,4,22,fc66d0a9d0d72cae060ad628b6f6c225692da097,0,0,0,0,0,
20200831,MA,128533,9671,1613984,,NaN,2404426,31862,314,12364,56,,22,,103920,A+,8/31/2020 08:00,2020-08-31T08:00:00Z,08/31 04:00,9060,12364,2020-08-31T08:00:00Z,2404426,156404,,118784,8827,232,,1732768,,,,112727,,,86838,,,,25,304,18439,1742517,1742517,11,3,f18c22a0b0aefda926b50c3f25f4d6b6dd2d161b,0,0,0,0,0,
20200830,MA,128229,9671,1595545,,NaN,2372564,32895,290,12361,62,,25,,103920,A+,8/30/2020 08:00,2020-08-30T08:00:00Z,08/30 04:00,9049,12361,2020-08-30T08:00:00Z,2372564,156076,,118483,8816,232,,1714028,,,,112603,,,86612,,,,25,199,16420,1723774,1723774,13,3,3d83a7ae29f3b5cfff31ed42cf18658db87e3ae2,0,0,0,0,0,
20200829,MA,128030,9671,1579125,,NaN,2339669,48917,305,12358,62,,26,,103920,A+,8/29/2020 08:00,2020-08-29T08:00:00Z,08/29 04:00,9036,12358,2020-08-29T08:00:00Z,2339669,155842,,118309,8803,232,,1697434,,,,112464,,,85450,,,,25,446,23461,1707155,1707155,13,24,72b6f65339c072490142f085d1afcb590d82d974,0,0,0,0,0,
20200828,MA,127584,9671,1555664,,NaN,2290752,44126,312,12334,60,,26,,103920,A+,8/28/2020 08:00,2020-08-28T08:00:00Z,08/28 04:00,9023,12334,2020-08-28T08:00:00Z,2290752,155347,,117888,8791,232,,1673552,,,,111578,,,83972,,,,25,460,23278,1683248,1683248,16,16,60f7cfdbded2438b49aa8abca73432a79bb7196d,0,0,0,0,0,
20200827,MA,127124,9671,1532386,,NaN,2246626,52284,333,12318,61,,29,,103920,A+,8/27/2020 08:00,2020-08-27T08:00:00Z,08/27 04:00,9007,12318,2020-08-27T08:00:00Z,2246626,154839,,117450,8775,232,,1649836,,,,111148,,,82573,,,,25,368,24975,1659510,1659510,20,19,3ace600be98fcbadc66dd5ab8785085c2f7aeb31,0,0,0,0,0,
20200826,MA,126756,9671,1507411,,NaN,2194342,36478,356,12299,68,,29,,103920,A+,8/26/2020 08:00,2020-08-26T08:00:00Z,08/26 04:00,8987,12299,2020-08-26T08:00:00Z,2194342,154356,,117085,8755,232,,1624496,,,,110379,,,82123,,,,25,336,19429,1634167,1634167,27,20,18ca0edc37adc2990f7b762a6712c9dd3693c23d,0,0,0,0,0,
20200825,MA,126420,9367,1487982,,NaN,2157864,34873,327,12279,61,,28,,102205,A+,8/25/2020 08:00,2020-08-25T08:00:00Z,08/25 04:00,8960,12279,2020-08-25T08:00:00Z,2157864,153951,,116770,8729,231,,1604752,,,,109535,,,79979,,,,25,398,22425,1614402,1614402,12,11,bc760c44898d32a03d6c800fb0b816c797c848d4,0,0,0,0,0,
20200824,MA,126022,9367,1465557,,NaN,2122991,58462,308,12268,62,,26,,102205,A+,8/24/2020 08:00,2020-08-24T08:00:00Z,08/24 04:00,8948,12268,2020-08-24T08:00:00Z,2122991,153528,,116421,8717,231,,1581978,,,,109138,,,77748,,,,25,662,37244,1591579,1591579,27,12,fd7f522b3d697a1fc86d907af7d0907bdc891060,0,0,0,0,0,
20200823,MA,125360,9367,1428313,,NaN,2064529,0,315,12256,50,,20,,102205,A+,8/22/2020 10:00,2020-08-22T10:00:00Z,08/22 06:00,8921,12256,2020-08-22T10:00:00Z,2064529,152852,,115850,8690,231,,1544163,,,,108343,,,74606,,,,25,0,0,1553673,1553673,0,0,101dbe7d81a801b66267f2f8f0612c094bca370a,0,0,0,0,0,
20200822,MA,125360,9367,1428313,,NaN,2064529,13658,315,12256,50,,20,,102205,A+,8/22/2020 10:00,2020-08-22T10:00:00Z,08/22 06:00,8921,12256,2020-08-22T10:00:00Z,2064529,152852,,115850,8690,231,,1544163,,,,108343,,,74606,,,,25,144,8192,1553673,1553673,20,11,f05e61e78030767e8773b7225bc0b77594ebbc17,0,0,0,0,0,
20200821,MA,125216,9367,1420121,,NaN,2050871,41809,322,12245,66,,15,,102205,A+,8/21/2020 10:00,2020-08-21T10:00:00Z,08/21 06:00,8901,12245,2020-08-21T10:00:00Z,2050871,152702,,115741,8670,231,,1535862,,,,108011,,,74485,,,,25,488,26327,1545337,1545337,13,20,c22ae1cf264849d8c57044d0ef41895f828fb14e,0,0,0,0,0,
20200820,MA,124728,9367,1393794,,NaN,2009062,34144,379,12225,62,,23,,102205,A+,8/20/2020 10:00,2020-08-20T10:00:00Z,08/20 06:00,8888,12225,2020-08-20T10:00:00Z,2009062,152204,,115310,8657,231,,1509104,,,,107203,,,72890,,,,25,313,21569,1518522,1518522,12,12,5e0aef0dbfeb10378bf2e456bdd11be656dc9407,0,0,0,0,0,
20200819,MA,124415,9367,1372225,,NaN,1974918,28401,365,12213,66,,27,,102205,A+,8/19/2020 10:00,2020-08-19T10:00:00Z,08/19 06:00,8876,12213,2020-08-19T10:00:00Z,1974918,151869,,115048,8645,231,,1487273,,,,106540,,,72330,,,,25,827,19246,1496640,1496640,37,21,840b2bcca16163370ce5c0f12a17904e24805d47,0,0,0,0,0,
20200818,MA,123588,8802,1352979,,NaN,1946517,16626,374,12192,66,,23,,100486,A+,8/18/2020 10:00,2020-08-18T10:00:00Z,08/18 06:00,8839,12192,2020-08-18T10:00:00Z,1946517,151543,,114786,8617,222,,1467765,,,,105874,,,70597,,,,25,175,11478,1476567,1476567,6,14,9578f0a1707e898787685467756eccd299050e8d,0,0,0,0,0,
20200817,MA,123413,8802,1341501,,NaN,1929891,21416,367,12178,59,,22,,100486,A+,8/17/2020 10:00,2020-08-17T10:00:00Z,08/17 06:00,8833,12178,2020-08-17T10:00:00Z,1929891,151327,,114611,8611,222,,1456112,,,,105540,,,69018,,,,25,213,14733,1464914,1464914,4,5,3631b2991f01b779c83267420c68fbd7566d8434,0,0,0,0,0,
20200816,MA,123200,8802,1326768,,NaN,1908475,22176,372,12173,65,,28,,100486,A+,8/16/2020 10:00,2020-08-16T10:00:00Z,08/16 06:00,8829,12173,2020-08-16T10:00:00Z,1908475,151061,,114398,8607,222,,1441166,,,,105287,,,68697,,,,25,303,15164,1449968,1449968,11,3,d5d401413bb7dd57659626dcc2dec48acf0dfe65,0,0,0,0,0,
20200815,MA,122897,8802,1311604,,NaN,1886299,33267,375,12170,65,,27,,100486,A+,8/15/2020 10:00,2020-08-15T10:00:00Z,08/15 06:00,8818,12170,2020-08-15T10:00:00Z,1886299,150687,,114095,8596,222,,1425699,,,,104872,,,66513,,,,25,366,22603,1434501,1434501,14,20,76f7399acc114df0589588e91443294866147d5e,0,0,0,0,0,
20200814,MA,122531,8802,1289001,,NaN,1853032,32001,398,12150,58,,31,,100486,A+,8/14/2020 10:00,2020-08-14T10:00:00Z,08/14 06:00,8804,12150,2020-08-14T10:00:00Z,1853032,150223,,113729,8582,222,,1402730,,,,104191,,,64773,,,,25,212,21340,1411532,1411532,14,19,ccdfe3f1bb2c6f919839485b8109b9c65327585c,0,0,0,0,0,
20200813,MA,122319,8802,1267661,,NaN,1821031,39483,401,12131,61,,26,,100486,A+,8/13/2020 10:00,2020-08-13T10:00:00Z,08/13 06:00,8790,12131,2020-08-13T10:00:00Z,1821031,149968,,113517,8568,222,,1381178,,,,103573,,,63165,,,,25,319,27560,1389980,1389980,21,22,5abecfb84a999d955d9a48e4e4d064af28d7a0d8,0,0,0,0,0,
20200812,MA,122000,8802,1240101,,NaN,1781548,28,422,12109,64,,33,,100486,A+,8/12/2020 10:00,2020-08-12T10:00:00Z,08/12 06:00,8769,12109,2020-08-12T10:00:00Z,1781548,149570,,113198,8547,222,,1353299,,,,102782,,,62738,,,,25,293,15464,1362101,1362101,18,20,32ffe275f4421a0f2ff921c7aff99ee79f460718,0,0,0,0,0,
20200811,MA,121707,8738,1224637,,NaN,1781520,3418,387,12089,70,,33,,99021,A+,8/11/2020 10:00,2020-08-11T10:00:00Z,08/11 06:00,8751,12089,2020-08-11T10:00:00Z,1781520,149568,,112969,8529,222,,1337606,,,,102208,,,,,,,25,392,14676,1346344,1346344,10,27,06d51d45485b4ccb6a1b6c2b6dc71456b898c30e,0,0,0,0,0,
20200810,MA,121315,8642,1209961,,NaN,1778102,14941,380,12062,60,,25,,99021,A+,8/10/2020 10:00,2020-08-10T10:00:00Z,08/10 06:00,8741,12062,2020-08-10T10:00:00Z,1778102,149527,,112673,8519,222,,1322634,,,,101714,,,,,,,25,275,11062,1331276,1331276,6,8,308164be338f5fae94a5353805d9e024d057862e,0,0,0,0,0,
20200809,MA,121040,8581,1198899,,NaN,1763161,7683,375,12054,60,,26,,99021,A+,8/9/2020 10:00,2020-08-09T10:00:00Z,08/09 06:00,8735,12054,2020-08-09T10:00:00Z,1763161,149301,,112459,8514,221,,1311358,,,,101485,,,,,,,25,329,16866,1319939,1319939,14,10,e86cedf071bf5372cb442f2df604d97484e98f28,0,0,0,0,0,
20200808,MA,120711,8538,1182033,,NaN,1755478,12031,386,12044,68,,30,,99021,A+,8/8/2020 10:00,2020-08-08T10:00:00Z,08/08 06:00,8721,12044,2020-08-08T10:00:00Z,1755478,149234,,112173,8500,221,,1294206,,,,101139,,,,,,,25,420,16269,1302744,1302744,12,22,16307175bd2803b312e0cb8f3188a2d5219d9325,0,0,0,0,0,
20200807,MA,120291,8438,1165764,,NaN,1743447,21888,390,12022,69,,30,,99021,A+,8/7/2020 10:00,2020-08-07T10:00:00Z,08/07 06:00,8709,12022,2020-08-07T10:00:00Z,1743447,149046,,111853,8488,221,,1277617,,,,100383,,,,,,,25,417,14420,1286055,1286055,18,15,f392636b289bcc1651921e019f4936162180f78f,0,0,0,0,0,
20200806,MA,119874,8341,1151344,,NaN,1721559,23143,403,12007,73,,32,,99021,A+,8/6/2020 10:00,2020-08-06T10:00:00Z,08/06 06:00,8691,12007,2020-08-06T10:00:00Z,1721559,148701,,111533,8470,221,,1262877,,,,99768,,,,,,,25,231,11393,1271218,1271218,32,14,4ce06a356bc1ad6c3ded8f135d7eb0a9852b523d,0,0,0,0,0,
20200805,MA,119643,8272,1139951,,NaN,1698416,25338,396,11993,57,,21,,99021,A+,8/4/2020 10:00,2020-08-04T10:00:00Z,08/04 06:00,8659,11993,2020-08-04T10:00:00Z,1698416,148290,,111371,8438,221,,1251322,,,,99170,,,,,,,25,440,16878,1259594,1259594,2,20,a5eb03e2189e582610edf8cb5aee2929426d6d09,0,0,0,0,0,
20200804,MA,119203,8170,1123073,,NaN,1673078,24389,354,11973,56,,29,,97595,A+,8/4/2020 10:00,2020-08-04T10:00:00Z,08/04 06:00,8657,11973,2020-08-04T10:00:00Z,1673078,147889,,111033,8436,221,,1234106,,,,98298,,,,,,,25,546,14878,1242276,1242276,9,31,07d3c7fbc6b2d06bdee93c181603c63e9adb9b38,0,0,0,0,0,
20200803,MA,118657,8062,1108195,,NaN,1648689,26960,375,11942,64,,24,,97595,A+,8/3/2020 10:00,2020-08-03T10:00:00Z,08/03 06:00,8648,11942,2020-08-03T10:00:00Z,1648689,147503,,110595,8427,221,,1218790,,,,97515,,,,,,,25,199,12113,1226852,1226852,10,6,2ca06b19e646944cdbdb08732ddbd6eb16ce028b,0,0,0,0,0,
20200802,MA,118458,8028,1096082,,NaN,1621729,8178,406,11936,68,,33,,97595,A+,8/2/2020 10:00,2020-08-02T10:00:00Z,08/02 06:00,8638,11936,2020-08-02T10:00:00Z,1621729,147080,,110430,8417,221,,1206512,,,,97293,,,,,,,25,418,12959,1214540,1214540,12,6,121fafd588b5c56fd068eaa226e6e328fcda5eee,0,0,0,0,0,
20200801,MA,118040,7963,1083123,,NaN,1613551,11055,369,11930,53,,26,,97595,A+,7/31/2020 10:00,2020-07-31T10:00:00Z,07/31 06:00,8626,11930,2020-07-31T10:00:00Z,1613551,146945,,110077,8406,220,,1193200,,,,96964,,,,,,,25,428,12305,1201163,1201163,17,22,f0311187ad924af76956df1f6a71c3e056b578f4,0,0,0,0,0,
20200731,MA,117612,7825,1070818,,NaN,1602496,21526,347,11908,58,,28,,97595,A+,7/31/2020 10:00,2020-07-31T10:00:00Z,07/31 06:00,8609,11908,2020-07-31T10:00:00Z,1602496,146758,,109787,8389,220,,1180605,,,,96180,,,,,,,25,514,18764,1188430,1188430,14,15,f3e85c9db207aa10774f4d4e37deb08321c5d749,0,0,0,0,0,
20200730,MA,117098,7698,1052054,,NaN,1580970,22921,367,11893,55,,29,,97595,A+,7/30/2020 10:00,2020-07-30T10:00:00Z,07/30 06:00,8595,11893,2020-07-30T10:00:00Z,1580970,146308,,109400,8375,220,,1161454,,,,95217,,,,,,,25,414,11920,1169152,1169152,15,17,77bb865b66672240d3e87b6634d95953336868ba,0,0,0,0,0,
20200729,MA,116684,7588,1040134,,NaN,1558049,22042,390,11876,62,,23,,97595,A+,7/29/2020 10:00,2020-07-29T10:00:00Z,07/29 06:00,8580,11876,2020-07-29T10:00:00Z,1558049,145779,,109096,8360,220,,1149230,,,,94348,,,,,,,25,502,15200,1156818,1156818,29,21,d8ebba8cd2339956f321afc0598276134d84a95f,0,0,0,0,0,
20200728,MA,116182,7442,1024934,,NaN,1536007,25590,364,11855,54,,27,,96452,A+,7/28/2020 10:00,2020-07-28T10:00:00Z,07/28 06:00,8551,11855,2020-07-28T10:00:00Z,1536007,145395,,108740,8331,220,,1133674,,,,93124,,,,,,,25,256,9703,1141116,1141116,15,22,eb8ccac8896c96c787a7beeaf5678113a4136120,0,0,0,0,0,
20200727,MA,115926,,1015231,,NaN,1510417,22023,350,11833,57,,28,,96452,A+,7/27/2020 10:00,2020-07-27T10:00:00Z,07/27 06:00,8536,11833,2020-07-27T10:00:00Z,1510417,144998,,108562,8317,219,,1123793,,,,92664,,,,,,,25,289,10109,1131157,1131157,7,5,547d528abb7efb384d26db627755c705446f1de4,0,0,0,0,0,
