date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200324,RI,148,1951,77,,,,,,,,B,3/24/2020 03:00,2020-03-24T03:00:00Z,03/23 23:00,,,2020-03-24T03:00:00Z,2201,169,2032,148,,,2179,2099,,,,,,,,,,,44,19,238,2176,2179,263,2099,0,0,bd0a88bdcb77eb7f0c75c2b9928dad2de78d3ed4,0,0,0,0,0,
20200323,RI,129,1713,216,,,,,,,,B,3/23/2020 03:00,2020-03-23T03:00:00Z,03/22 23:00,,,2020-03-23T03:00:00Z,1938,149,1789,129,,,1916,1842,,,,,,,,,,,44,16,166,2058,1916,183,1842,0,0,d8509a8fc081108315bbd7e3f86e5d2b4a4c1606,0,0,0,0,0,
20200322,RI,113,1547,216,,,,,,,,,3/22/2020 03:00,2020-03-22T03:00:00Z,03/21 23:00,,,2020-03-22T03:00:00Z,1755,135,1620,113,,,1733,1660,,,,,,,,,,,44,25,263,1876,1733,309,1660,0,0,685d74c34b0847b54a5666c5df0df24a14145259,0,0,0,0,0,
20200321,RI,88,1284,290,,,,,,,,,3/21/2020 03:00,2020-03-21T03:00:00Z,03/20 23:00,,,2020-03-21T03:00:00Z,1443,105,1338,88,,,1424,1372,,,,,,,,,,,44,14,123,1662,1424,138,1372,0,0,9e151097cb20152eb5635942af110c6132636245,0,0,0,0,0,
20200320,RI,74,1161,140,,,,,,,,,3/20/2020 03:00,2020-03-20T03:00:00Z,03/19 23:00,,,2020-03-20T03:00:00Z,1296,84,1212,74,,,1286,1235,,,,,,,,,,,44,13,193,1375,1286,211,1235,0,0,bf97ab9668dbab954da39fd5cb9a8588a18a1677,0,0,0,0,0,
20200319,RI,61,968,334,,,,,,,,,3/19/2020 03:00,2020-03-19T03:00:00Z,03/18 23:00,,,2020-03-19T03:00:00Z,1084,69,1015,61,,,1075,1029,,,,,,,,,,,44,17,249,1363,1075,277,1029,0,0,f81c92ee8b6fca6fec619f5935afe55256f788bc,0,0,0,0,0,
20200318,RI,44,719,334,,,,,,,,,3/18/2020 03:00,2020-03-18T03:00:00Z,03/17 23:00,,,2020-03-18T03:00:00Z,805,52,753,44,,,798,763,,,,,,,,,,,44,11,111,1097,798,125,763,0,0,4f12782287c4791671b7e9593c915bac52c7aead,0,0,0,0,0,
20200317,RI,33,608,149,,,,,,,,,3/17/2020 03:00,2020-03-17T03:00:00Z,03/16 23:00,,,2020-03-17T03:00:00Z,677,40,637,33,,,673,641,,,,,,,,,,,44,11,153,790,673,174,641,0,0,1eb544b5deadcf1310f6e6cecd0d401fcd50b014,0,0,0,0,0,
20200316,RI,22,455,149,,,,,,,,,3/16/2020 03:00,2020-03-16T03:00:00Z,03/15 23:00,,,2020-03-16T03:00:00Z,499,24,475,22,,,499,477,,,,,,,,,,,44,2,91,626,499,97,477,0,0,5168c74f118d080974736c00a994cde6759899e5,0,0,0,0,0,
20200315,RI,20,364,57,,,,,,,,,3/15/2020 03:00,2020-03-15T03:00:00Z,03/14 23:00,,,2020-03-15T03:00:00Z,402,22,380,20,,,402,384,,,,,,,,,,,44,1,54,441,402,55,384,0,0,be1ca6e00fba872231469b39c7d44b607b4074db,0,0,0,0,0,
20200314,RI,19,310,57,,,,,,,,,3/14/2020 03:00,2020-03-14T03:00:00Z,03/13 23:00,,,2020-03-14T03:00:00Z,347,21,326,19,,,347,329,,,,,,,,,,,44,0,86,386,347,90,329,0,0,7df67bb949b1be8af967d520470943abb5e2cc6a,0,0,0,0,0,
20200313,RI,19,224,29,,,,,,,,,3/13/2020 03:00,2020-03-13T03:00:00Z,03/12 23:00,,,2020-03-13T03:00:00Z,257,21,236,19,,,257,243,,,,,,,,,,,44,6,48,272,257,56,243,0,0,bf9e388772ae3e1eca8bd464cb6db0476c73b235,0,0,0,0,0,
20200312,RI,13,176,8,,,,,,,,,3/12/2020 03:00,2020-03-12T03:00:00Z,03/11 23:00,,,2020-03-12T03:00:00Z,201,15,186,13,,,201,189,,,,,,,,,,,44,8,37,197,201,51,189,0,0,423ffe56a6e29428a64a27fdfcfaa89653546d6f,0,0,0,0,0,
20200311,RI,5,139,24,,,,,,,,,3/11/2020 03:00,2020-03-11T03:00:00Z,03/10 23:00,,,2020-03-11T03:00:00Z,150,6,144,5,,,150,144,,,,,,,,,,,44,0,34,168,150,34,144,0,0,b7e4e1e2bd9ddf5eb7677eac619da3a6a34f76cf,0,0,0,0,0,
20200310,RI,5,105,6,,,,,,,,,3/10/2020 03:00,2020-03-10T03:00:00Z,03/09 23:00,,,2020-03-10T03:00:00Z,116,6,110,5,,,116,110,,,,,,,,,,,44,1,23,116,116,27,110,0,0,87c4634ac415f6239d465d9d353500159006e51d,0,0,0,0,0,
20200309,RI,4,82,6,,,,,,,,,3/9/2020 03:00,2020-03-09T03:00:00Z,03/08 23:00,,,2020-03-09T03:00:00Z,89,4,85,4,,,89,86,,,,,,,,,,,44,1,15,92,89,16,86,0,0,52a2ef477446b4f7d15f75aad29120234b9ef6a3,0,0,0,0,0,
20200308,RI,3,67,12,,,,,,,,,3/8/2020 04:00,2020-03-08T04:00:00Z,03/07 23:00,,,2020-03-08T04:00:00Z,73,3,70,3,,,73,70,,,,,,,,,,,44,0,18,82,73,18,70,0,0,79d0d564e0de8ef0e60ee5c7681f95298c4c0b39,0,0,0,0,0,
20200307,RI,3,49,,,,,,,,,,3/7/2020 03:00,2020-03-07T03:00:00Z,03/06 22:00,,,2020-03-07T03:00:00Z,55,3,52,3,,,55,52,,,,,,,,,,,44,0,19,52,55,19,52,0,0,558e15b5f8b826c54f5ab51376a3984ba3898230,0,0,0,0,0,
20200306,RI,3,30,,,,,,,,,,3/6/2020 03:00,2020-03-06T03:00:00Z,03/05 22:00,,,2020-03-06T03:00:00Z,36,3,33,3,,,36,33,,,,,,,,,,,44,0,11,33,36,13,33,0,0,5cc2beccdf69c5cc7fe373456fa2e47690ff9762,0,0,0,0,0,
20200305,RI,3,19,,,,,,,,,,3/5/2020 03:00,2020-03-05T03:00:00Z,03/04 22:00,,,2020-03-05T03:00:00Z,23,2,21,3,,,23,22,,,,,,,,,,,44,1,4,22,23,4,22,0,0,406d89e2b4692bfaf06412770b61d0979904e1c8,0,0,0,0,0,
20200304,RI,2,15,,,,,,,,,,3/4/2020 03:00,2020-03-04T03:00:00Z,03/03 22:00,,,2020-03-04T03:00:00Z,19,2,17,2,,,19,17,,,,,,,,,,,44,0,10,17,19,12,17,0,0,333d0425cfe690c75b73af01e0652f3c7645990c,0,0,0,0,0,
20200303,RI,2,5,,,,,,,,,,3/3/2020 03:00,2020-03-03T03:00:00Z,03/02 22:00,,,2020-03-03T03:00:00Z,7,2,5,2,,,7,7,,,,,,,,,,,44,0,2,7,7,2,7,0,0,9110d93b133089a631a7df68f731ad310c96d707,0,0,0,0,0,
20200302,RI,2,3,,,,,,,,,,3/2/2020 03:00,2020-03-02T03:00:00Z,03/01 22:00,,,2020-03-02T03:00:00Z,5,2,3,2,,,5,5,,,,,,,,,,,44,0,1,5,5,1,5,0,0,081ae4fdbd61a74b8be0297e6ab0e39e756799ff,0,0,0,0,0,
20200301,RI,2,2,,,,,,,,,,3/1/2020 03:00,2020-03-01T03:00:00Z,02/29 22:00,,,2020-03-01T03:00:00Z,4,2,2,2,,,4,4,,,,,,,,,,,44,0,0,4,4,0,4,0,0,291d973edfb9b6113ec8ed4f692434d2250ca0dd,0,0,0,0,0,
