blackLivesLost,blackPercentOfPopulation,blackPercentOfDeath,blackLivesExpectedMultiplier,statesReportingCases,statesReportingDeaths,blackMortalityRate,aianMortalityRate,asianMortalityRate,nhpiMortalityRate,twoMortalityRate,whiteMortalityRate,otherMortalityRate,latinXMortalityRate,blackwhiteRateRatio
"37,207",0.1267,0.2137326088,1.686918775,51,49,90.1,56.5,37.2,37.9,3.7,37.5,33.7,57.0,2.4
