date,state,positive,probableCases,negative,pending,totalTestResultsSource,totalTestResults,totalTestResultsIncrease,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200610,NC,38171,,515479,,NaN,553650,17939,780,,,,,,23653,A,6/10/2020 11:50,2020-06-10T11:50:00Z,06/10 07:50,1053,,2020-06-10T11:50:00Z,553650,,,38171,1053,,,,,,,,,,,,,,37,1011,16928,553650,553650,24,0,30361498f3371e9a8de0dca64e7aca1d00554baf,0,0,0,0,0,
20200609,NC,37160,,498551,,NaN,535711,15598,774,,,,,,23653,A,6/9/2020 12:00,2020-06-09T12:00:00Z,06/09 08:00,1029,,2020-06-09T12:00:00Z,535711,,,37160,1029,,,,,,,,,,,,,,37,676,14922,535711,535711,23,0,82b4d0d63ad44bb77f687925c67303ab24d43f91,0,0,0,0,0,
20200608,NC,36484,,483629,,NaN,520113,8887,739,,,,,,23653,A,6/8/2020 11:30,2020-06-08T11:30:00Z,06/08 07:30,1006,,2020-06-08T11:30:00Z,520113,,,36484,1006,,,,,,,,,,,,,,37,938,7949,520113,520113,10,0,fee7e149f1a45b14aae50ef245f6c6351d33c8db,0,0,0,0,0,
20200607,NC,35546,,475680,,NaN,511226,13876,696,,,,,,18860,A,6/6/2020 11:15,2020-06-06T11:15:00Z,06/06 07:15,996,,2020-06-06T11:15:00Z,511226,,,35546,996,,,,,,,,,,,,,,37,921,12955,511226,511226,4,0,3a403967f84045f8abdcd1c98dc38b339f2ad166,0,0,0,0,0,
20200606,NC,34625,,462725,,NaN,497350,15203,708,,,,,,18860,A,6/6/2020 11:15,2020-06-06T11:15:00Z,06/06 07:15,992,,2020-06-06T11:15:00Z,497350,,,34625,992,,,,,,,,,,,,,,37,1370,13833,497350,497350,26,0,66210a1fc913557cd21c62128715363f5b853405,0,0,0,0,0,
20200605,NC,33255,,448892,,NaN,482147,13845,717,,,,,,18860,A,6/5/2020 12:15,2020-06-05T12:15:00Z,06/05 08:15,966,,2020-06-05T12:15:00Z,482147,,,33255,966,,,,,,,,,,,,,,37,1289,12556,482147,482147,6,0,e481521945113dc5de4133c468eaa7c8beb193cd,0,0,0,0,0,
20200604,NC,31966,,436336,,NaN,468302,19039,659,,,,,,18860,A,6/4/2020 12:05,2020-06-04T12:05:00Z,06/04 08:05,960,,2020-06-04T12:05:00Z,468302,,,31966,960,,,,,,,,,,,,,,37,1189,17850,468302,468302,21,0,ffff452a1c554c3a6bf829f32495f3cc38cc43ed,0,0,0,0,0,
20200603,NC,30777,,418486,,NaN,449263,14342,684,,,,,,18860,A,6/3/2020 12:25,2020-06-03T12:25:00Z,06/03 08:25,939,,2020-06-03T12:25:00Z,449263,,,30777,939,,,,,,,,,,,,,,37,888,13454,449263,449263,18,0,dc91e04796598390368041d2b57240721e04c33d,0,0,0,0,0,
20200602,NC,29889,,405032,,NaN,434921,13013,716,,,,,,18860,A,6/2/2020 12:25,2020-06-02T12:25:00Z,06/02 08:25,921,,2020-06-02T12:25:00Z,434921,,,29889,921,,,,,,,,,,,,,,37,626,12387,434921,434921,23,0,f5e9926c08cd923450d1562ec91fa43a01b6fef4,0,0,0,0,0,
20200601,NC,29263,,392645,,NaN,421908,5619,650,,,,,,18860,A,6/1/2020 10:50,2020-06-01T10:50:00Z,06/01 06:50,898,,2020-06-01T10:50:00Z,421908,,,29263,898,,,,,,,,,,,,,,37,674,4945,421908,421908,12,0,e30cb591a6d5a737a3f1a86dc6fe51afa639f855,0,0,0,0,0,
20200531,NC,28589,,387700,,NaN,416289,12132,649,,,,,,14954,A,5/31/2020 11:24,2020-05-31T11:24:00Z,05/31 07:24,886,,2020-05-31T11:24:00Z,416289,,,28589,886,,,,,,,,,,,,,,37,916,11216,416289,416289,9,0,dc1d025a02964f6c67b3ee2472e66a5723fbdfff,0,0,0,0,0,
20200530,NC,27673,,376484,,NaN,404157,12926,638,,,,,,14954,A,5/30/2020 11:20,2020-05-30T11:20:00Z,05/30 07:20,877,,2020-05-30T11:20:00Z,404157,,,27673,877,,,,,,,,,,,,,,37,1185,11741,404157,404157,18,0,8d962d9260fd30df58eb1adbfcac9c932ee9c5f6,0,0,0,0,0,
20200529,NC,26488,,364743,,NaN,391231,16039,680,,,,,,14954,A,5/29/2020 10:55,2020-05-29T10:55:00Z,05/29 06:55,859,,2020-05-29T10:55:00Z,391231,,,26488,859,,,,,,,,,,,,,,37,1076,14963,391231,391231,32,0,2e360faababab344680ab708bb97e58e7f83a7c0,0,0,0,0,0,
20200528,NC,25412,,349780,,NaN,375192,11036,708,,,,,,14954,A,5/28/2020 10:30,2020-05-28T10:30:00Z,05/28 06:30,827,,2020-05-28T10:30:00Z,375192,,,25412,827,,,,,,,,,,,,,,37,784,10252,375192,375192,33,0,4051db122141ae1a2c5fa4bd6f5e5cbeb13bfba3,0,0,0,0,0,
20200527,NC,24628,,339528,,NaN,364156,11825,702,,,,,,14954,A,5/27/2020 11:00,2020-05-27T11:00:00Z,05/27 07:00,794,,2020-05-27T11:00:00Z,364156,,,24628,794,,,,,,,,,,,,,,37,488,11337,364156,364156,28,0,d97c4f6baea5bde60cb826954551f42f708b89dd,0,0,0,0,0,
20200526,NC,24140,,328191,,NaN,352331,7641,621,,,,,,14954,A,5/26/2020 11:00,2020-05-26T11:00:00Z,05/26 07:00,766,,2020-05-26T11:00:00Z,352331,,,24140,766,,,,,,,,,,,,,,37,176,7465,352331,352331,12,0,21b76200b7c6b1503d6acf072d49225bd3c729f0,0,0,0,0,0,
20200525,NC,23964,,320726,,NaN,344690,8034,627,,,,,,14954,A,5/25/2020 10:55,2020-05-25T10:55:00Z,05/25 06:55,754,,2020-05-25T10:55:00Z,344690,,,23964,754,,,,,,,,,,,,,,37,742,7292,344690,344690,10,0,b7923e16ae76c03099a7ad90e3e1dcca8d1023cc,0,0,0,0,0,
20200524,NC,23222,,313434,,NaN,336656,7074,587,,,,,,11637,A,5/24/2020 11:15,2020-05-24T11:15:00Z,05/24 07:15,744,,2020-05-24T11:15:00Z,336656,,,23222,744,,,,,,,,,,,,,,37,497,6577,336656,336656,7,0,f0228083e77e861ba515ec9c541c6b256f9ea10a,0,0,0,0,0,
20200523,NC,22725,,306857,,NaN,329582,26358,589,,,,,,11637,A,5/23/2020 11:33,2020-05-23T11:33:00Z,05/23 07:33,737,,2020-05-23T11:33:00Z,329582,,,22725,737,,,,,,,,,,,,,,37,1107,25251,329582,329582,9,0,350593227c9b3f04904e45a274126cfce80a85fd,0,0,0,0,0,
20200522,NC,21618,,281606,,NaN,303224,12579,568,,,,,,11637,A,5/22/2020 10:51,2020-05-22T10:51:00Z,05/22 06:51,728,,2020-05-22T10:51:00Z,303224,,,21618,728,,,,,,,,,,,,,,37,758,11821,303224,303224,12,0,6038b681b7dfbc9a0d825eb535046962edfd0459,0,0,0,0,0,
20200521,NC,20860,,269785,,NaN,290645,13042,578,,,,,,11637,A,5/21/2020 13:50,2020-05-21T13:50:00Z,05/21 09:50,716,,2020-05-21T13:50:00Z,290645,,,20860,716,,,,,,,,,,,,,,37,738,12304,290645,290645,14,0,edc68647e048051c975c42bb7485cb36cbbda7c5,0,0,0,0,0,
20200520,NC,20122,,257481,,NaN,277603,12595,554,,,,,,11637,A,5/20/2020 12:15,2020-05-20T12:15:00Z,05/20 08:15,702,,2020-05-20T12:15:00Z,277603,,,20122,702,,,,,,,,,,,,,,37,422,12173,277603,277603,11,0,1508f03673aa954d48a9d2a2af798d308e216959,0,0,0,0,0,
20200519,NC,19700,,245308,,NaN,265008,9253,585,,,,,,11637,A,5/19/2020 14:00,2020-05-19T14:00:00Z,05/19 10:00,691,,2020-05-19T14:00:00Z,265008,,,19700,691,,,,,,,,,,,,,,37,677,8576,265008,265008,30,0,63b29ef54e57b6ee4afaae026c5c39ccef560952,0,0,0,0,0,
20200518,NC,19023,,236732,,NaN,255755,6811,511,,,,,,11637,A,5/18/2020 11:00,2020-05-18T11:00:00Z,05/18 07:00,661,,2020-05-18T11:00:00Z,255755,,,19023,661,,,,,,,,,,,,,,37,511,6300,255755,255755,2,0,1b33b96b439b4def473e18cc258f8cc669674381,0,0,0,0,0,
20200517,NC,18512,,230432,,NaN,248944,10358,493,,,,,,9115,A,5/17/2020 11:00,2020-05-17T11:00:00Z,05/17 07:00,659,,2020-05-17T11:00:00Z,,,,18512,659,,,,,,,,,,,,,,37,530,9828,248944,248944,7,0,160c55c86f0144f2d75254ea312cee0c4f77a7de,0,0,0,0,0,
20200516,NC,17982,,220604,,NaN,238586,7039,481,,,,,,9115,A,5/16/2020 11:00,2020-05-16T11:00:00Z,05/16 07:00,652,,2020-05-16T11:00:00Z,238586,,,17982,652,,,,,,,,,,,,,,37,853,6186,238586,238586,11,0,7c1b1140b6bd7939c10974eb4ea9a8d91dd27bde,0,0,0,0,0,
20200515,NC,17129,,214418,,NaN,231547,12279,492,,,,,,9115,A,5/15/2020 11:00,2020-05-15T11:00:00Z,05/15 07:00,641,,2020-05-15T11:00:00Z,231547,,,17129,641,,,,,,,,,,,,,,37,622,11657,231547,231547,26,0,c3f1b5e2c8f6f350e134acc679e2c30c117034b4,0,0,0,0,0,
20200514,NC,16507,,202761,,NaN,219268,8811,507,,,,,,9115,A,5/14/2020 11:00,2020-05-14T11:00:00Z,05/14 07:00,615,,2020-05-14T11:00:00Z,210457,,,16507,615,,,,,,,,,,,,,,37,691,8120,219268,219268,18,0,f947ed52e8acb48dfaf6718a4e540c92a4b05a98,0,0,0,0,0,
20200513,NC,15816,,194641,,NaN,210457,8213,521,,,,,,9115,A,5/13/2020 10:40,2020-05-13T10:40:00Z,05/13 06:40,597,,2020-05-13T10:40:00Z,202244,,,15816,597,,,,,,,,,,,,,,37,470,7743,210457,210457,20,0,d6db9ee40b66ea995ce355a66a12b7f5392f07ec,0,0,0,0,0,
20200512,NC,15346,,186898,,NaN,202244,6379,475,,,,,,9115,A,5/12/2020 11:00,2020-05-12T11:00:00Z,05/12 07:00,577,,2020-05-12T11:00:00Z,,,,15346,577,,,,,,,,,,,,,,37,301,6078,202244,202244,27,0,21db53e9162c5d3312702d8fa9cfaa2ee80f67e6,0,0,0,0,0,
20200511,NC,15045,,180820,,NaN,195865,3730,464,,,,,,9115,B,5/11/2020 14:00,2020-05-11T14:00:00Z,05/11 10:00,550,,2020-05-11T14:00:00Z,,,,15045,550,,,,,,,,,,,,,,37,281,3449,195865,195865,3,0,cc61b0271e88e230e4ae968dbb538fdcff4eb5ba,0,0,0,0,0,
20200510,NC,14764,,177371,,NaN,192135,5773,442,,,,,,,B,5/10/2020 11:00,2020-05-10T11:00:00Z,05/10 07:00,547,,2020-05-10T11:00:00Z,,,,14764,547,,,,,,,,,,,,,,37,404,5369,192135,192135,3,0,a2b9e3b8298f99d035ae79277439a7f30acc51e1,0,0,0,0,0,
20200509,NC,14360,,172002,,NaN,186362,7749,513,,,,,,,B,5/9/2020 10:45,2020-05-09T10:45:00Z,05/09 06:45,544,,2020-05-09T10:45:00Z,,,,14360,544,,,,,,,,,,,,,,37,492,7257,186362,186362,17,0,1ffa311cbe8c889b0815dcaa0848effa8b3cfd0e,0,0,0,0,0,
20200508,NC,13868,,164745,,NaN,178613,7285,515,,,,,,,B,5/8/2020 11:00,2020-05-08T11:00:00Z,05/08 07:00,527,,2020-05-08T11:00:00Z,,,,13868,527,,,,,,,,,,,,,,37,471,6814,178613,178613,20,0,3b7249cd911e5e2736ca8dd79481b247e0b36c79,0,0,0,0,0,
20200507,NC,13397,,157931,,NaN,171328,6846,525,,,,,,,B,5/7/2020 11:00,2020-05-07T11:00:00Z,05/07 07:00,507,,2020-05-07T11:00:00Z,,,,13397,507,,,,,,,,,,,,,,37,639,6207,171328,171328,30,0,375240141224508074b6a63cf2345697028e2303,0,0,0,0,0,
20200506,NC,12758,,151724,,NaN,164482,12682,516,,,,,,,B,5/6/2020 10:45,2020-05-06T10:45:00Z,05/06 06:45,477,,2020-05-06T10:45:00Z,,,,12758,477,,,,,,,,,,,,,,37,502,12180,164482,164482,25,0,38e4d056f5a37009f0af5a17f390389bfc8712e8,0,0,0,0,0,
20200505,NC,12256,,139544,,NaN,151800,5361,534,,,,,,,B,5/5/2020 11:00,2020-05-05T11:00:00Z,05/05 07:00,452,,2020-05-05T11:00:00Z,,,,12256,452,,,,,,,,,,,,,,37,408,4953,151800,151800,22,0,d559a0fe285632e3a07cf736ceb89a2ab98415ce,0,0,0,0,0,
20200504,NC,11848,,134591,,NaN,146439,2604,498,,,,,,,B,5/4/2020 10:50,2020-05-04T10:50:00Z,05/04 06:50,430,,2020-05-04T10:50:00Z,,,,11848,430,,,,,,,,,,,,,,37,184,2420,146439,146439,8,0,76a005b3b9699ba0d54d6dc41152ca8a4df26ba9,0,0,0,0,0,
20200503,NC,11664,,132171,,NaN,143835,4360,475,,,,,,,B,5/3/2020 11:00,2020-05-03T11:00:00Z,05/03 07:00,422,,2020-05-03T11:00:00Z,,,,11664,422,,,,,,,,,,,,,,37,155,4205,143835,143835,2,0,078fa5b3b318e4ab38beb84b8c3e37c6e038325d,0,0,0,0,0,
20200502,NC,11509,,127966,,NaN,139475,5643,502,,,,,,,B,5/2/2020 11:00,2020-05-02T11:00:00Z,05/02 07:00,420,,2020-05-02T11:00:00Z,,,,11509,,,,,,,,,,,,,,,37,586,5057,139475,139475,21,0,78d35c7afc2a75bde2a4ba998b9312b88c6e9082,0,0,0,0,0,
20200501,NC,10923,,122909,,NaN,133832,5796,547,,,,,,,B,5/1/2020 11:00,2020-05-01T11:00:00Z,05/01 07:00,399,,2020-05-01T11:00:00Z,,,,10923,,,,,,,,,,,,,,,37,414,5382,133832,133832,21,0,8babd6c8e7fe06e72f5bd44cb85c6270d7e50326,0,0,0,0,0,
20200430,NC,10509,,117527,,NaN,128036,9596,546,,,,,,,B,4/30/2020 11:00,2020-04-30T11:00:00Z,04/30 07:00,378,,2020-04-30T11:00:00Z,,,,10509,,,,,,,,,,,,,,,37,561,9035,128036,128036,24,0,30f95e34d07e64519092eef3e67be0e23161dfb9,0,0,0,0,0,
20200429,NC,9948,,108492,,NaN,118440,5688,551,,,,,,,B,4/29/2020 11:00,2020-04-29T11:00:00Z,04/29 07:00,354,,2020-04-29T11:00:00Z,,,,9948,,,,,,,,,,,,,,,37,380,5308,118440,118440,12,0,040446d364a3a2026763ea36d55b18cc1dd17fa2,0,0,0,0,0,
20200428,NC,9568,,103184,,NaN,112752,2832,463,,,,,,,B,4/28/2020 11:00,2020-04-28T11:00:00Z,04/28 07:00,342,,2020-04-28T11:00:00Z,,,,,,,,,,,,,,,,,,,37,426,2406,112752,112752,36,0,56e0ee151304c5bd1c1ede56662f505b2f2299dd,0,0,0,0,0,
20200427,NC,9142,,100778,,NaN,109920,2026,473,,,,,,,B,4/27/2020 10:20,2020-04-27T10:20:00Z,04/27 06:20,306,,2020-04-27T10:20:00Z,,,,,,,,,,,,,,,,,,,37,312,1714,109920,109920,7,0,1e139f6ead15a8e6438eb51cc9c1d7a1d076c80a,0,0,0,0,0,
20200426,NC,8830,,99064,,NaN,107894,2629,451,,,,,,,B,4/26/2020 11:00,2020-04-26T11:00:00Z,04/26 07:00,299,,2020-04-26T11:00:00Z,,,,,,,,,,,,,,,,,,,37,207,2422,107894,107894,10,0,99e56ed709ebb3f69d9756c723a5455947e75a45,0,0,0,0,0,
20200425,NC,8623,,96642,,NaN,105265,4681,456,,,,,,,B,4/25/2020 11:00,2020-04-25T11:00:00Z,04/25 07:00,289,,2020-04-25T11:00:00Z,,,,,,,,,,,,,,,,,,,37,571,4110,105265,105265,20,0,d449d3a7cacdc9ee747a1acdd4f6332546909f21,0,0,0,0,0,
20200424,NC,8052,,92532,,NaN,100584,4399,477,,,,,,,A,4/24/2020 11:00,2020-04-24T11:00:00Z,04/24 07:00,269,,2020-04-24T11:00:00Z,,,,,,,,,,,,,,,,,,,37,444,3955,100584,100584,16,0,591dfbb32996968d23a3463977964795f6478b8e,0,0,0,0,0,
20200423,NC,7608,,88577,,NaN,96185,5849,486,,,,,,,A,4/23/2020 11:00,2020-04-23T11:00:00Z,04/23 07:00,253,,2020-04-23T11:00:00Z,,,,,,,,,,,,,,,,,,,37,388,5461,96185,96185,11,0,79a929fc26c52b2a5652aa0407e942dedc2457e2,0,0,0,0,0,
20200422,NC,7220,,83116,,NaN,90336,7005,434,,,,,,,A,4/22/2020 11:00,2020-04-22T11:00:00Z,04/22 07:00,242,,2020-04-22T11:00:00Z,,,,,,,,,,,,,,,,,,,37,269,6736,90336,90336,29,0,ec5b2803b5338fb2409292d3024f881f21e19fde,0,0,0,0,0,
20200421,NC,6951,,76380,,NaN,83331,3847,427,,,,,,,A,4/21/2020 10:35,2020-04-21T10:35:00Z,04/21 06:35,213,,2020-04-21T10:35:00Z,,,,,,,,,,,,,,,,,,,37,187,3660,83331,83331,34,0,4419cbde06520f2787a80ee666cc9f4d0ccdcbfd,0,0,0,0,0,
20200420,NC,6764,,72720,,NaN,79484,712,373,,,,,,,A,4/20/2020 10:35,2020-04-20T10:35:00Z,04/20 06:35,179,,2020-04-20T10:35:00Z,,,,,,,,,,,,,,,,,,,37,271,441,79484,79484,7,0,cc94f6af333cc72a17cea03ba530c21ee59e822e,0,0,0,0,0,
20200419,NC,6493,,72279,,NaN,78772,2561,465,,,,,,,A,4/19/2020 11:00,2020-04-19T11:00:00Z,04/19 07:00,172,,2020-04-19T11:00:00Z,,,,,,,,,,,,,,,,,,,37,353,2208,78772,78772,8,0,8e7ab75625cc9806d2f7aaff4690625eac9786be,0,0,0,0,0,
20200418,NC,6140,,70071,,NaN,76211,3230,388,,,,,,,A,4/18/2020 11:00,2020-04-18T11:00:00Z,04/18 07:00,164,,2020-04-18T11:00:00Z,,,,,,,,,,,,,,,,,,,37,281,2949,76211,76211,12,0,1d7694e72a099cc301d9921c9ed98e18f107c790,0,0,0,0,0,
20200417,NC,5859,,67122,,NaN,72981,2064,429,,,,,,,A,4/17/2020 11:00,2020-04-17T11:00:00Z,04/17 07:00,152,,2020-04-17T11:00:00Z,,,,,,,,,,,,,,,,,,,37,394,1670,72981,72981,21,0,1b98cc96624f3e8de44dceb1978f7194a91a669a,0,0,0,0,0,
20200416,NC,5465,,65452,,NaN,70917,3090,452,,,,,,,A,4/16/2020 10:45,2020-04-16T10:45:00Z,04/16 06:45,131,,2020-04-16T10:45:00Z,,,,,,,,,,,,,,,,,,,37,342,2748,70917,70917,14,0,67301858c65f9e531f5e7415936e413a1443edf9,0,0,0,0,0,
20200415,NC,5123,,62704,,NaN,67827,2788,431,,,,,,,A,4/15/2020 11:00,2020-04-15T11:00:00Z,04/15 07:00,117,,2020-04-15T11:00:00Z,,,,,,,,,,,,,,,,,,,37,99,2689,67827,67827,9,0,09dca8720e6e4fb1025c2d4e62aca397d22d316b,0,0,0,0,0,
20200414,NC,5024,,60015,,NaN,65039,1651,418,,,,,,,A,4/14/2020 11:00,2020-04-14T11:00:00Z,04/14 07:00,108,,2020-04-14T11:00:00Z,,,,,,,,,,,,,,,,,,,37,208,1443,65039,65039,22,0,3907360d7297d34161e3abf719ec896f4065f2b8,0,0,0,0,0,
20200413,NC,4816,,58572,,NaN,63388,1249,313,,,,,,,A,4/13/2020 11:00,2020-04-13T11:00:00Z,04/13 07:00,86,,2020-04-13T11:00:00Z,,,,,,,,,,,,,,,,,,,37,296,953,63388,63388,5,0,1fbe96438447820ff6adc657b2d60f49fd5f6b8d,0,0,0,0,0,
20200412,NC,4520,,57619,,NaN,62139,1746,331,,,,,,,A,4/12/2020 10:45,2020-04-12T10:45:00Z,04/12 06:45,81,,2020-04-12T10:45:00Z,,,,,,,,,,,,,,,,,,,37,208,1538,62139,62139,1,0,5c70add1c6b3aa91c42817da8c9c1e99dcfe70b5,0,0,0,0,0,
20200411,NC,4312,,56081,,NaN,60393,2748,362,,,,,,,A,4/11/2020 11:00,2020-04-11T11:00:00Z,04/11 07:00,80,,2020-04-11T11:00:00Z,,,,,,,,,,,,,,,,,,,37,404,2344,60393,60393,6,0,e2306ce54d4ce86483b9e6bd578ee76cd3bcb287,0,0,0,0,0,
20200410,NC,3908,,53737,,NaN,57645,9836,423,,,,,,,A,4/10/2020 11:00,2020-04-10T11:00:00Z,04/10 07:00,74,,2020-04-10T11:00:00Z,,,,,,,,,,,,,,,,,,,37,257,9579,57645,57645,9,0,0c2bca445f3c69afe83bb7901a4875fda154d82d,0,0,0,0,0,
20200409,NC,3651,,44158,,NaN,47809,4822,398,,,,,,,A,4/9/2020 11:00,2020-04-09T11:00:00Z,04/09 07:00,65,,2020-04-09T11:00:00Z,,,,,,,,,,,,,,,,,,,37,225,4597,47809,47809,12,0,894b3dcc711f60614bbc44193919b17663492919,0,0,0,0,0,
20200408,NC,3426,,39561,,NaN,42987,1905,386,,,,,,,A,4/8/2020 11:00,2020-04-08T11:00:00Z,04/08 07:00,53,,2020-04-08T11:00:00Z,,,,,,,,,,,,,,,,,,,37,205,1700,42987,42987,7,0,c303ca1f4646f16b3ea091bd95a8a846c18eadf8,0,0,0,0,0,
20200407,NC,3221,,37861,,NaN,41082,356,354,,,,,,,A,4/7/2020 10:15,2020-04-07T10:15:00Z,04/07 06:15,46,,2020-04-07T10:15:00Z,,,,,,,,,,,,,,,,,,,37,351,5,41082,41082,13,0,f05dd5c6e0267c94aa5f0bfffb15aab078cbe966,0,0,0,0,0,
20200406,NC,2870,,37856,,NaN,40726,681,270,,,,,,,A,4/6/2020 11:00,2020-04-06T11:00:00Z,04/06 07:00,33,,2020-04-06T11:00:00Z,,,,,,,,,,,,,,,,,,,37,285,396,40726,40726,2,0,0f715e74b1ad936cfedf009e4257803c0342a91f,0,0,0,0,0,
20200405,NC,2585,,37460,,NaN,40045,1272,261,,,,,,,A,4/5/2020 11:00,2020-04-05T11:00:00Z,04/05 07:00,31,,2020-04-05T11:00:00Z,,,,,,,,,,,,,,,,,,,37,183,1089,40045,40045,7,0,df9053642c5225e4266a736eba54c85265454e78,0,0,0,0,0,
20200404,NC,2402,,36371,,NaN,38773,7175,271,,,,,,,A,4/4/2020 11:00,2020-04-04T11:00:00Z,04/04 07:00,24,,2020-04-04T11:00:00Z,,,,,,,,,,,,,,,,,,,37,309,6866,38773,38773,5,0,e16bf9e34b0ed33a3ff2e5a618e5126bf214e1f7,0,0,0,0,0,
20200403,NC,2093,,29505,,NaN,31598,2919,184,,,,,,,A,4/3/2020 13:55,2020-04-03T13:55:00Z,04/03 09:55,19,,2020-04-03T13:55:00Z,,,,,,,,,,,,,,,,,,,37,236,2683,31598,31598,3,0,1b84f6fd6dcb85793d76d1b839a5877b35f38f5e,0,0,0,0,0,
20200402,NC,1857,,26822,,NaN,28679,2436,184,,,,,,,A,4/2/2020 14:00,2020-04-02T14:00:00Z,04/02 10:00,16,,2020-04-02T14:00:00Z,,,,,,,,,,,,,,,,,,,37,273,2163,28679,28679,6,0,33c981f60c5ab49a244bdd928a144366d161ebe3,0,0,0,0,0,
20200401,NC,1584,,24659,,NaN,26243,3137,204,,,,,,,A,4/1/2020 11:00,2020-04-01T11:00:00Z,04/01 07:00,10,,2020-04-01T11:00:00Z,,,,,,,,,,,,,,,,,,,37,86,3051,26243,26243,2,0,76a06a7fa3760ee565f013ca8269f14ae23de666,0,0,0,0,0,
20200331,NC,1498,,21608,,NaN,23106,2242,157,,,,,,,A,3/31/2020 09:05,2020-03-31T09:05:00Z,03/31 05:05,8,,2020-03-31T09:05:00Z,,,,,,,,,,,,,,,,,,,37,191,2051,23106,23106,2,0,e9074f66e4bfb3438b0bacced2505e070ab86499,0,0,0,0,0,
20200330,NC,1307,,19557,,NaN,20864,1919,137,,,,,,,A,3/30/2020 11:00,2020-03-30T11:00:00Z,03/30 07:00,6,,2020-03-30T11:00:00Z,,,,,,,,,,,,,,,,,,,37,267,1652,20864,20864,2,0,784af10f2c7b6fa275553da1619e0a941b0b76c1,0,0,0,0,0,
20200329,NC,1040,,17905,,NaN,18945,1418,91,,,,,,,A,3/29/2020 10:35,2020-03-29T10:35:00Z,03/29 06:35,4,,2020-03-29T10:35:00Z,,,,,,,,,,,,,,,,,,,37,105,1313,18945,18945,0,0,e3340e9cba3e7b5d720328224b103eb79cbe7346,0,0,0,0,0,
20200328,NC,935,,16592,,NaN,17527,2391,87,,,,,,,A,3/28/2020 10:55,2020-03-28T10:55:00Z,03/28 06:55,4,,2020-03-28T10:55:00Z,,,,,,,,,,,,,,,,,,,37,172,2219,17527,17527,1,0,76dd7e8e56d839e035c4b5c2a4ebb82c562436e2,0,0,0,0,0,
20200327,NC,763,,14373,,NaN,15136,2226,77,,,,,,,A,3/27/2020 11:40,2020-03-27T11:40:00Z,03/27 07:40,3,,2020-03-27T11:40:00Z,,,,,,,,,,,,,,,,,,,37,127,2099,15136,15136,1,0,5d5c150cd63485ee0d81276675cc574c94898c42,0,0,0,0,0,
20200326,NC,636,,12274,,NaN,12910,2421,29,,,,,,,A,3/26/2020 12:36,2020-03-26T12:36:00Z,03/26 08:36,2,,2020-03-26T12:36:00Z,,,,,,,,,,,,,,,,,,,37,132,2289,12910,12910,1,0,e315be85a1cf8d6e3b7f6f1bee6bdc7173186b31,0,0,0,0,0,
20200325,NC,504,,9985,,NaN,10489,1950,29,,,,,,,A,3/25/2020 16:30,2020-03-25T16:30:00Z,03/25 12:30,1,,2020-03-25T16:30:00Z,,,,,,,,,,,,,,,,,,,37,106,1844,10489,10489,1,0,66fcb8dc4216465e2d8f2cbad2460e70b1b38b21,0,0,0,0,0,
20200324,NC,398,,8141,,NaN,8539,101,,,,,,,,A,3/24/2020 09:45,2020-03-24T09:45:00Z,03/24 05:45,0,,2020-03-24T09:45:00Z,,,,,,,,,,,,,,,,,,,37,101,0,8539,8539,0,0,49699798f0cf97c722e15d1cd5712d3ed966a3ef,0,0,0,0,0,
20200323,NC,297,,8141,,NaN,8438,2000,,,,,,,,A,3/23/2020 15:00,2020-03-23T15:00:00Z,03/23 11:00,0,,2020-03-23T15:00:00Z,,,,,,,,,,,,,,,,,,,37,42,1958,8438,8438,0,0,169621db28a6c23a52eaa7d8ff4b233f243fb1e8,0,0,0,0,0,
20200322,NC,255,,6183,,NaN,6438,1162,,,,,,,,,3/22/2020 10:16,2020-03-22T10:16:00Z,03/22 06:16,0,,2020-03-22T10:16:00Z,,,,,,,,,,,,,,,,,,,37,71,1091,6438,6438,0,0,29adeee26596728231db8a5cfb33cd4d4314f70b,0,0,0,0,0,
20200321,NC,184,,5092,,NaN,5276,2043,,,,,,,,,3/21/2020 10:30,2020-03-21T10:30:00Z,03/21 06:30,0,,2020-03-21T10:30:00Z,,,,,,,,,,,,,,,,,,,37,47,1996,5276,5276,0,0,4a492d311128d15db46a8ee50bb57af3901943b1,0,0,0,0,0,
20200320,NC,137,,3096,,NaN,3233,728,,,,,,,,,3/20/2020 09:35,2020-03-20T09:35:00Z,03/20 05:35,0,,2020-03-20T09:35:00Z,,,,,,,,,,,,,,,,,,,37,40,688,3233,3233,0,0,663d8595bb0a6ed338f87730ba6ba8eee289dbe0,0,0,0,0,0,
