date,state,positive,probableCases,negative,pending,totalTestResultsSource,totalTestResults,totalTestResultsIncrease,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200319,NC,97,,2408,,NaN,2505,655,,,,,,,,,3/19/2020 09:45,2020-03-19T09:45:00Z,03/19 05:45,0,,2020-03-19T09:45:00Z,,,,,,,,,,,,,,,,,,,37,34,621,2505,2505,0,0,39e1cb30b6fc96ece43bda200e6d44de09506df4,0,0,0,0,0,
20200318,NC,63,,1787,,NaN,1850,1336,,,,,,,,,3/18/2020 10:44,2020-03-18T10:44:00Z,03/18 06:44,0,,2020-03-18T10:44:00Z,,,,,,,,,,,,,,,,,,,37,23,1313,1850,1850,0,0,516f862b7ae9a96d9ea993cd437dd7f8012ea08c,0,0,0,0,0,
20200317,NC,40,,474,,NaN,514,185,,,,,,,,,3/17/2020 08:51,2020-03-17T08:51:00Z,03/17 04:51,0,,2020-03-17T08:51:00Z,,,,,,,,,,,,,,,,,,,37,7,178,514,514,0,0,25019d07740e083d51e60356212d24b53ca126f5,0,0,0,0,0,
20200316,NC,33,,296,151,NaN,329,70,,,,,,,,,3/16/2020 15:33,2020-03-16T15:33:00Z,03/16 11:33,0,,2020-03-16T15:33:00Z,,,,,,,,,,,,,,,,,,,37,1,69,480,329,0,0,e3a054d375e404fdc4fa2e60c0d6e4d24689f353,0,0,0,0,0,
20200315,NC,32,,227,151,NaN,259,99,,,,,,,,,3/15/2020 10:30,2020-03-15T10:30:00Z,03/15 06:30,,,2020-03-15T10:30:00Z,,,,,,,,,,,,,,,,,,,37,9,90,410,259,0,0,8bdeeb67db2175b742551f0ff47342455a875a7f,0,0,0,0,0,
20200314,NC,23,,137,,NaN,160,59,,,,,,,,,3/14/2020 12:00,2020-03-14T12:00:00Z,03/14 08:00,,,2020-03-14T12:00:00Z,,,,,,,,,,,,,,,,,,,37,8,51,160,160,0,0,f8a1139b1700d6f7f9652764e16c1ed0bbdc2ee5,0,0,0,0,0,
20200313,NC,15,,86,,NaN,101,29,,,,,,,,,3/13/2020 08:45,2020-03-13T08:45:00Z,03/13 04:45,,,2020-03-13T08:45:00Z,,,,,,,,,,,,,,,,,,,37,3,26,101,101,0,0,b063711d4ce75596cb6483b3d53da6c4dcd5fd6b,0,0,0,0,0,
20200312,NC,12,,60,,NaN,72,65,,,,,,,,,3/12/2020 08:00,2020-03-12T08:00:00Z,03/12 04:00,,,2020-03-12T08:00:00Z,,,,,,,,,,,,,,,,,,,37,5,60,72,72,0,0,54e0e1f7890669de55f1ebfa3a0b97f206af44c3,0,0,0,0,0,
20200311,NC,7,,,,NaN,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,0,7,7,0,0,87d44f6650d19bdb45285c73c48d23f1c35afcba,0,0,0,0,0,
20200310,NC,7,,,,NaN,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,5,0,7,7,0,0,0eea46c6f6c8f9cb1836f52237577179424cb699,0,0,0,0,0,
20200309,NC,2,,,,NaN,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,0,2,2,0,0,8d42b476cd0f0b1ca9c129f5c0c312c464e14fb4,0,0,0,0,0,
20200308,NC,2,,,,NaN,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,0,2,2,0,0,46a364ace75564ba5a4d71a351a6c9e7710ba1e5,0,0,0,0,0,
20200307,NC,2,,,,NaN,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,0,2,2,0,0,1d35f1c3c259d892e95005499e2ba00223033848,0,0,0,0,0,
20200306,NC,2,,,,NaN,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1,0,2,2,0,0,b05f6c365d98ab0eb594a08d3998adfbc05bc96e,0,0,0,0,0,
20200305,NC,1,,,,NaN,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,0,1,1,0,0,80e1b5f17cc55f076e4c6e551df531476cab8591,0,0,0,0,0,
20200304,NC,1,,,,NaN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,0,1,1,0,0,c66bb8b39a7a9b6a3fc5d518b78517d8ce3c46dd,0,0,0,0,0,
