date,states,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,hospitalized,totalTestResults,lastModified,total,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,hash
20200528,56,1726150,14060234,1906,37818,206349,8389,8109,4080,676,478099,2020-05-28T00:00:00Z,97727,206349,15828673,2020-05-28T00:00:00Z,0,0,1231,1630,413429,22622,434040,c72fa97d90100d35115f90dab4f4788612b45e8a
20200527,56,1703528,13646805,3132,38038,204719,8547,8015,4222,666,391508,2020-05-27T00:00:00Z,96496,204719,15394633,2020-05-27T00:00:00Z,0,0,1321,1713,290562,19447,314325,79ed42a381938c818ad973ecf79cdef0b5b0eb2e
20200526,56,1684081,13356243,1549,37561,203006,8585,7899,4215,650,384902,2020-05-26T00:00:00Z,95175,203006,15080308,2020-05-26T00:00:00Z,0,0,645,17320,291055,16825,311578,6ea83e7387b045bbe05ef0d72f41fea48f4edd96
20200525,56,1667256,13065188,3368,37432,185686,8467,7847,4237,642,379157,2020-05-25T00:00:00Z,94530,185686,14768730,2020-05-25T00:00:00Z,0,0,559,1002,404718,18671,429026,fee8b10fa271703592655218225ecb96d15d59b3
20200524,56,1648585,12660470,3860,37483,184684,8485,7801,4383,639,366736,2020-05-24T00:00:00Z,93971,184684,14339704,2020-05-24T00:00:00Z,0,0,680,921,361940,20072,369401,6d40134a3016e77d7d6cb3af3f97d2653bf2d4ef
20200523,56,1628513,12298530,4084,38391,183763,8733,7770,4620,638,361239,2020-05-23T00:00:00Z,93291,183763,13970303,2020-05-23T00:00:00Z,0,0,1063,1378,369149,21531,402946,1217289309c34c996f85812969f6403da5d3b040
20200522,56,1606982,11929381,3709,39822,182385,9049,7689,4716,633,350135,2020-05-22T00:00:00Z,92228,182385,13567357,2020-05-22T00:00:00Z,0,0,1341,4046,385791,24433,403856,4edf1fba6d382119ccae56170e6025f02b798b42
20200521,56,1582549,11543590,3641,41065,178339,9090,7412,4868,616,298418,2020-05-21T00:00:00Z,90887,178339,13163501,2020-05-21T00:00:00Z,0,0,1394,4630,436275,26688,476522,4d76b194cd855f25f3b90ddee9d4bc0de2603253
20200520,56,1555861,11107315,2973,41546,173709,9521,7319,4911,613,294312,2020-05-20T00:00:00Z,89493,173709,12686979,2020-05-20T00:00:00Z,0,0,1399,1996,387243,21308,408193,70a2bfbc6f2fef1a1ace5cab7219b15bf4b2a00f
20200519,56,1534553,10720072,2944,41661,171713,9598,7217,5032,606,289484,2020-05-19T00:00:00Z,88094,171713,12278786,2020-05-19T00:00:00Z,0,0,1326,1597,381974,20897,397953,b0f6bd85de860e2a37966b4afcb75c49085e8917
20200518,56,1513656,10338098,3596,41553,170116,9754,7064,5257,602,283178,2020-05-18T00:00:00Z,86768,170116,11880833,2020-05-18T00:00:00Z,0,0,848,1157,335177,21028,368001,8f349133e83150f9d5567e6f9a3afed565e5fdbd
20200517,56,1492628,10002921,3449,41606,168959,9934,7003,5467,593,272265,2020-05-17T00:00:00Z,85920,168959,11512832,2020-05-17T00:00:00Z,0,0,849,1199,351570,20009,361754,f016a26b56476860048c84bd9d86bdf41de8dd66
20200516,56,1472619,9651351,3788,43211,167760,10278,6945,5529,592,268376,2020-05-16T00:00:00Z,85071,167760,11151078,2020-05-16T00:00:00Z,0,0,987,1856,338158,24702,356169,609d53b4cf85fa97fd772c490bae65bce6bd33f1
20200515,56,1447917,9313193,2457,44299,165904,10484,6890,5746,589,250747,2020-05-15T00:00:00Z,84084,165904,10794909,2020-05-15T00:00:00Z,0,0,1507,1353,334713,24685,372846,14645f34a645cb741b12fd56e9c95c663a69f64f
20200514,56,1423232,8978480,2673,45635,164551,10655,6795,5940,582,246414,2020-05-14T00:00:00Z,82577,164551,10422063,2020-05-14T00:00:00Z,0,0,1879,3206,338711,26785,369045,c6eb426607a48d437f986f1e51f408d1af182bac
20200513,56,1396447,8639769,1983,46742,161345,10990,6713,6156,572,243430,2020-05-13T00:00:00Z,80698,161345,10053018,2020-05-13T00:00:00Z,0,0,1704,1809,299164,21285,320938,bfca4feaa99aa81eb7a3914b6004f80125b295bb
20200512,56,1375162,8340605,1803,47402,159536,11240,5595,6352,559,238857,2020-05-12T00:00:00Z,78994,159536,9732080,2020-05-12T00:00:00Z,0,0,1486,1579,286983,22890,314286,a2fd6e4255e7fec78238bf1c41e0cf76ac262928
20200511,56,1352272,8053622,1989,46372,157957,11148,6488,6350,551,232142,2020-05-11T00:00:00Z,77508,157957,9417794,2020-05-11T00:00:00Z,0,0,892,1238,365238,18377,390000,7ff6ef47038f7e624990f8c4242df1ddd2f6f30c
20200510,56,1333895,7688384,3095,46981,156719,11393,6445,6395,547,215591,2020-05-10T00:00:00Z,76616,156719,9027794,2020-05-10T00:00:00Z,0,0,1036,1055,245353,21055,256994,c441f02f841b35cd45bb0b316e60cbb4da1ce6f8
20200509,56,1312840,7443031,3054,48564,155664,11496,6367,6551,543,211976,2020-05-09T00:00:00Z,75580,155664,8770800,2020-05-09T00:00:00Z,0,0,1445,1708,267236,25218,295166,79179612fbe38efe81073690c21d2d910c27cdc6
20200508,56,1287622,7175795,3307,49785,153956,11780,6294,6788,531,198459,2020-05-08T00:00:00Z,74135,153956,8475634,2020-05-08T00:00:00Z,0,0,1798,6892,271123,27222,310468,339ecfecb677e3d2a9f7982374590f26a3799588
20200507,56,1260400,6904672,3171,51398,147064,12136,5174,7070,529,194528,2020-05-07T00:00:00Z,72337,147064,8165166,2020-05-07T00:00:00Z,0,0,2752,3742,275015,27537,292588,f345cf1865213695beac0d43182dd274a5270932
20200506,56,1232863,6629657,2742,52560,143322,12478,4911,4753,449,189425,2020-05-06T00:00:00Z,69585,143322,7872578,2020-05-06T00:00:00Z,0,0,1948,2119,220849,25115,260307,df55647464481e0c350a8ffd79d9a94298547fb8
20200505,56,1207748,6408808,2633,53221,141203,12628,4794,4818,439,189336,2020-05-05T00:00:00Z,67637,141203,7612271,2020-05-05T00:00:00Z,0,0,2452,1983,250081,22444,278120,60b49d1fe8e673f44cf605a0af82a305157b7523
20200504,56,1185304,6158727,2791,52409,139220,12696,4579,4848,430,186752,2020-05-04T00:00:00Z,65185,139220,7334151,2020-05-04T00:00:00Z,0,0,1035,1651,209668,22649,231326,e6c82a0c167752549d3db8ee1fe7c73821bb5ee7
20200503,56,1162655,5949059,2812,52623,137569,12720,4502,4761,425,179733,2020-05-03T00:00:00Z,64150,137569,7102825,2020-05-03T00:00:00Z,0,0,1232,1963,211117,25701,223304,79785ef51245ce4d45783432f7291d0b07ed794a
20200502,56,1136954,5737942,1578,54048,135606,12905,4386,4845,375,174987,2020-05-02T00:00:00Z,62918,135606,6879521,2020-05-02T00:00:00Z,0,0,1562,2031,218321,29154,255871,5ae9d1fa4e4d430d1849d8c4ab43fbaf8441e0e0
20200501,56,1107800,5519621,1639,54903,133575,12845,4300,4707,376,163644,2020-05-01T00:00:00Z,61356,133575,6623650,2020-05-01T00:00:00Z,0,0,1779,9789,263100,33021,290839,b889e7280fef6fce4fda8f6563eebd69e120d7ff
20200430,56,1074779,5256521,2775,54919,123786,13255,4192,4712,373,154648,2020-04-30T00:00:00Z,59577,123786,6332811,2020-04-30T00:00:00Z,0,0,2139,2290,203903,29975,247936,4c4f6de799c0508782619ff9c4f95df827ec0034
20200429,56,1044804,5052618,4832,55979,121496,13535,4093,4796,365,147165,2020-04-29T00:00:00Z,57438,121496,6084875,2020-04-29T00:00:00Z,0,0,2713,3415,212653,26168,228587,0934b5b22415140606699b262387f90ae00de484
20200428,56,1018636,4839965,4206,56062,118081,13562,3798,4760,195,139041,2020-04-28T00:00:00Z,54725,118081,5856288,2020-04-28T00:00:00Z,0,0,2072,2079,181953,25280,209383,3a31ee7e3cd0008c5e67237c437f77a2c74b43bb
20200427,56,993356,4658012,4077,56189,116002,13812,3720,4867,195,121323,2020-04-27T00:00:00Z,52653,116002,5646905,2020-04-27T00:00:00Z,0,0,1270,3076,173380,22708,194118,5400ba31232fbd1bb5ad180854294295dd78b8c9
20200426,56,970648,4484632,4445,56192,112926,14104,2571,5121,227,116529,2020-04-26T00:00:00Z,51383,112926,5452787,2020-04-26T00:00:00Z,0,0,1215,2192,179284,27310,198820,2efe262350592e125210a4bcc6920da9fe13ff98
20200425,56,943338,4305348,5315,57381,110734,14415,2516,5266,227,112539,2020-04-25T00:00:00Z,50168,110734,5253967,2020-04-25T00:00:00Z,0,0,1748,2456,240717,35889,274774,a96722c8c4c6f86d06ef0eb306bdc3f64f6e7e1d
20200424,56,907449,4064631,4396,57295,108278,14605,2468,5187,227,101296,2020-04-24T00:00:00Z,48420,108278,4979193,2020-04-24T00:00:00Z,0,0,1895,2338,202285,34231,234849,67722ce7974210f3bc889b38936b7dbd85f1a7ed
20200423,56,873218,3862346,4258,58989,105940,14744,2428,5464,227,96921,2020-04-23T00:00:00Z,46525,105940,4744344,2020-04-23T00:00:00Z,0,0,1791,2802,161630,31812,191594,a73dfbe9c30ed7df7928fcf4db727289512e1549
20200422,56,841406,3700716,4191,59202,103138,15013,2370,5474,227,92978,2020-04-22T00:00:00Z,44734,103138,4552750,2020-04-22T00:00:00Z,0,0,2098,3087,295229,28959,334866,afac9dc188d286bea2aa807bc0801f1649c14618
20200421,56,812447,3405487,3956,59780,100051,14941,2315,5514,214,72842,2020-04-21T00:00:00Z,42636,100051,4217884,2020-04-21T00:00:00Z,0,0,2467,2682,127063,26367,156218,3c89fba8824a331337cc5f93349595919cdc6b35
20200420,56,786080,3278424,4037,56734,97369,14463,2193,5567,214,69493,2020-04-20T00:00:00Z,40169,97369,4061666,2020-04-20T00:00:00Z,0,0,1798,2211,120369,25897,148038,488be59135e970206e187ac1ee55dcd10622b996
20200419,56,760183,3158055,11324,56486,95158,14385,2145,5603,214,67205,2020-04-19T00:00:00Z,38371,95158,3913628,2020-04-19T00:00:00Z,0,0,1772,2239,126832,27387,150704,f34bbb184e60cede37fbbe643fafe7ed695d143d
20200418,56,732796,3031223,9906,57761,92919,14769,2096,5729,205,62840,2020-04-18T00:00:00Z,36599,92919,3762924,2020-04-18T00:00:00Z,0,0,1893,3563,118251,27907,143675,32110f7b3af8b06c1d8fce451cddb65663cd541b
20200417,56,704889,2912972,10889,58895,89356,14890,2052,6096,148,53533,2020-04-17T00:00:00Z,34706,89356,3619249,2020-04-17T00:00:00Z,0,0,2119,3405,127342,32024,162178,fc4ecf28abaac8b28801917509a00cd1319e7b1e
20200416,56,672865,2785630,16927,59499,85951,15130,1834,5940,137,48851,2020-04-16T00:00:00Z,32587,85951,3457071,2020-04-16T00:00:00Z,0,0,2200,3071,133173,30978,163635,428cf12121ed6d66bf4a45031c3adc52ed03f86e
20200415,56,641887,2652457,16901,59940,82880,14646,1783,6032,223,43435,2020-04-15T00:00:00Z,30387,82880,3293436,2020-04-15T00:00:00Z,0,0,2544,4434,107024,30307,142837,1e139c3699c50ad6333e2e3f7e8ebbb8e1ea8c70
20200414,56,611580,2545433,16615,59610,78446,14039,1715,5975,221,39268,2020-04-14T00:00:00Z,27843,78446,3150599,2020-04-14T00:00:00Z,0,0,2336,3282,126412,25719,155095,c66bfcf3065ce641bbe5665cb1aae328111ba6d7
20200413,56,585861,2419021,17159,56184,75164,13620,1628,6168,210,35372,2020-04-13T00:00:00Z,25507,75164,2995504,2020-04-13T00:00:00Z,0,0,1643,4285,109349,25195,138226,e4373290e6edfabb07666156362ca03558979a49
20200412,56,560666,2309672,16419,55427,70879,13620,1455,5986,160,34081,2020-04-12T00:00:00Z,23864,70879,2857278,2020-04-12T00:00:00Z,0,0,1703,3288,111204,27784,132451,91798ca5a792e0a2636fc01051e4240ff76ee3ad
20200411,56,532882,2198468,16593,55573,67591,13285,1405,5978,154,31567,2020-04-11T00:00:00Z,22161,67591,2724827,2020-04-11T00:00:00Z,0,0,2054,2825,106592,30501,133910,629842f566aaca58f6450a73dc933cd72c7d2c27
20200410,56,502381,2091876,17435,53166,64766,12693,1185,5937,41,28997,2020-04-10T00:00:00Z,20107,64766,2590917,2020-04-10T00:00:00Z,0,0,2108,4934,124192,34380,156246,ee905272722c0c8bb4589a163e0e05a6e4c73766
20200409,56,468001,1967684,17622,51305,59832,12450,924,5794,39,24819,2020-04-09T00:00:00Z,17999,59832,2434671,2020-04-09T00:00:00Z,0,0,2043,3923,136748,34503,168446,f844561ebe9d3afdd2689517d5072c84718dd5b2
20200408,56,433498,1830936,17219,45492,55909,10337,1013,4131,216,21102,2020-04-08T00:00:00Z,15956,55909,2266225,2020-04-08T00:00:00Z,0,0,2010,4311,117154,30677,148682,111cc8bdbc460aacc758b39ba49a26ed802abff8
20200407,56,402821,1713782,16548,43799,51598,9978,889,4076,151,18443,2020-04-07T00:00:00Z,13946,51598,2117543,2020-04-07T00:00:00Z,0,0,2024,2981,123604,30885,152276,f9d2088dd695c1107db241fa1a8dfd6f1a613abe
20200406,56,371936,1590178,17283,36156,48617,7079,814,2961,147,16554,2020-04-06T00:00:00Z,11922,48617,1965267,2020-04-06T00:00:00Z,0,0,1318,2946,123253,29002,153514,a50e9c2ceccf1dbce911b3adf20602d40ed2a4a5
20200405,56,342934,1466925,17303,32169,45671,5811,760,652,147,14513,2020-04-05T00:00:00Z,10604,45671,1811753,2020-04-05T00:00:00Z,0,0,1340,3903,94299,25500,116482,d0ef59fd8be0e2d88fffb1277c4c22b83a8e1cc5
20200404,56,317434,1372626,15569,30266,41768,5500,554,656,147,12816,2020-04-04T00:00:00Z,9264,41768,1695271,2020-04-04T00:00:00Z,0,0,1482,5086,196066,33212,224476,82bd6f8d973c8fa5a148c4b92e0b4dad4760d5b7
20200403,56,284222,1176560,61976,25729,36682,4928,486,605,147,10861,2020-04-03T00:00:00Z,7782,36682,1470795,2020-04-03T00:00:00Z,0,0,1286,4554,101013,32076,132772,ff39e63ea062b51adcb4073df32ec023fb1c054c
20200402,56,252146,1075547,62097,22956,32128,4513,456,574,140,8586,2020-04-02T00:00:00Z,6496,32128,1338023,2020-04-02T00:00:00Z,0,0,1172,4175,91058,28060,119185,d66e57703ad2e6475845fa6120ed888c12121058
20200401,56,224086,984489,59665,20775,27953,3937,407,561,140,7084,2020-04-01T00:00:00Z,5324,27953,1218838,2020-04-01T00:00:00Z,0,0,1011,4228,82981,25791,109094,dc6d08dc503768b101d00a6aa1fe79e1d177b39d
20200331,56,198295,901508,59518,18082,23725,3487,236,507,,5666,2020-03-31T00:00:00Z,4313,23725,1109744,2020-03-31T00:00:00Z,0,0,890,3906,87657,24853,112911,d618896ae388bcdf7cf7469c18dd93e215271ef9
20200330,56,173442,813851,65369,15772,19819,3087,187,451,,4560,2020-03-30T00:00:00Z,3423,19819,996833,2020-03-30T00:00:00Z,0,0,589,2536,96706,22042,117207,1869cb522c9d35d51141ef36c9a6c7de24d8e8c5
20200329,56,151400,717145,65545,14026,17283,2456,156,439,,4052,2020-03-29T00:00:00Z,2834,17283,879626,2020-03-29T00:00:00Z,0,0,521,2775,68187,19581,83303,6e24661dc000bca5ef2ac0a8303e4804414ff7c4
20200328,56,131819,648958,65709,12350,14508,2174,140,390,,3143,2020-03-28T00:00:00Z,2313,14508,796323,2020-03-28T00:00:00Z,0,0,538,2425,87375,19692,87650,eacb2d18b882591174c8de4b9636fdf47d867df2
20200327,56,112127,561583,60091,10932,12083,1792,124,324,,2418,2020-03-27T00:00:00Z,1775,12083,708673,2020-03-27T00:00:00Z,0,0,406,2563,83781,19128,103858,1b6cbf367e63736ad1bd24067ac819edae7b8764
20200326,56,92999,477802,60251,7757,9520,1299,91,258,,97,2020-03-26T00:00:00Z,1369,9520,604815,2020-03-26T00:00:00Z,0,0,319,2499,84311,17720,107729,2ccd6280c58680f93f5a2582b6454a4c33b4ac35
20200325,56,75279,393491,51235,5062,7021,,74,167,,146,2020-03-25T00:00:00Z,1050,7021,497086,2020-03-25T00:00:00Z,0,0,445,5945,137332,38573,175890,532f134fe0c1a373410ec879db99fbd4ec48ab49
20200324,56,36706,256159,14433,559,1076,,,,,,2020-03-24T00:00:00Z,605,1076,321196,2020-03-24T00:00:00Z,0,0,24,-2861,-6909,-14896,-22081,52b3fa6de6afe12312426ad4471eee8ef1f5f039
20200323,56,51602,263068,14571,2770,3937,,,,,,2020-03-23T00:00:00Z,581,3937,343277,2020-03-23T00:00:00Z,0,0,101,914,46894,11439,58487,780142f6d4885115e3287dd210f6a31d81e1a4a7
20200322,56,40163,216174,2842,2155,3023,,,,,,2020-03-22T00:00:00Z,480,3023,284790,2020-03-22T00:00:00Z,0,0,146,1003,36456,9125,47982,0032318924a672d7e7c3386c6ba9846d499ed05e
20200321,56,31038,179718,3468,1436,2020,,,,,,2020-03-21T00:00:00Z,334,2020,236808,2020-03-21T00:00:00Z,0,0,62,1912,38628,6793,48539,8f169af972939e0ad44c150553b00abc33eda9a6
20200320,56,24245,141090,3330,1042,108,,,,,,2020-03-20T00:00:00Z,272,108,188269,2020-03-20T00:00:00Z,0,0,69,23,30568,6147,40656,428e6adf5fa3905471e8603349d7473ea0d1f228
20200319,56,18098,110522,3016,617,85,,,,,,2020-03-19T00:00:00Z,203,85,147613,2020-03-19T00:00:00Z,0,0,48,18,23323,4651,30807,9621d6776ed8498ef98af9dec7d3a4aeaae22d06
20200318,56,13447,87199,2526,416,67,,,,,,2020-03-18T00:00:00Z,155,67,116806,2020-03-18T00:00:00Z,0,0,32,12,22068,3090,28105,af63c1ba4271ac6c2f048fc6cc37c6521a712be5
20200317,56,10357,65131,1687,325,55,,,,,,2020-03-17T00:00:00Z,123,55,88701,2020-03-17T00:00:00Z,0,0,23,13,13945,2587,18504,c3464ef080f1cdb1fb25e20fb5912aebd6b0bdac
20200316,56,7770,51186,1691,,42,,,,,,2020-03-16T00:00:00Z,100,42,70197,2020-03-16T00:00:00Z,0,0,21,6,16525,1748,20189,5b93e0e598b11f258bfa22ca488e034cf92df979
20200315,51,6022,34661,2242,,36,,,,,,2020-03-15T00:00:00Z,79,36,50008,2020-03-15T00:00:00Z,0,0,15,10,6553,1291,8331,f0b6e66241b24c149153ffa5b34366ccae44d3e8
20200314,51,4731,28108,1236,,26,,,,,,2020-03-14T00:00:00Z,64,26,41677,2020-03-14T00:00:00Z,0,0,9,4,3852,924,5666,55ab58f050ce6cc0aaa6cc3d59b90b604a72201c
20200313,51,3807,24256,1130,,22,,,,,,2020-03-13T00:00:00Z,55,22,36011,2020-03-13T00:00:00Z,0,0,4,6,8318,1072,10301,ccd1b4790f425b8c4a0f6665110dd93f1ad71642
20200312,51,2735,15938,673,,16,,,,,,2020-03-12T00:00:00Z,51,16,25710,2020-03-12T00:00:00Z,0,0,8,5,4750,671,5691,06ed7ef3dd318898dfa0f7796b757cb238f896b2
20200311,51,2064,11188,563,,11,,,,,,2020-03-11T00:00:00Z,43,11,20019,2020-03-11T00:00:00Z,0,0,6,3,3421,509,4002,c0c43eee41625d5f651a351bd9b3fc67ee872557
20200310,51,1555,7767,469,,8,,,,,,2020-03-10T00:00:00Z,37,8,16017,2020-03-10T00:00:00Z,0,0,2,0,2184,387,2632,c423c43ddc71fcc64cc23b9ac658658a54316bfe
20200309,51,1168,5583,313,,8,,,,,,2020-03-09T00:00:00Z,35,8,13385,2020-03-09T00:00:00Z,0,0,4,2,1534,292,1863,66e058cca4109ad6d09d4e539f9b9f63b2090dc4
20200308,51,876,4049,347,,6,,,,,,2020-03-08T00:00:00Z,31,6,11522,2020-03-08T00:00:00Z,0,0,4,0,808,274,1100,81171481dda23f0b1d6e17b009aff5428663d697
20200307,51,602,3241,366,,6,,,,,,2020-03-07T00:00:00Z,27,6,10422,2020-03-07T00:00:00Z,0,0,1,0,661,135,856,901132650825623309d2221c6158a5857a47f703
20200306,38,467,2580,222,,6,,,,,,2020-03-06T00:00:00Z,26,6,9566,2020-03-06T00:00:00Z,0,0,6,1,707,101,837,a33e65a81b29f369e6c6a9bf56f26e5aba39b1c3
20200305,26,366,1873,173,,5,,,,,,2020-03-05T00:00:00Z,20,5,8729,2020-03-05T00:00:00Z,0,0,4,1,504,91,581,b6f0e975eacc92341cdb4d694a4a63305d834a2e
20200304,19,275,1369,79,,4,,,,,,2020-03-04T00:00:00Z,16,4,8148,2020-03-04T00:00:00Z,0,0,2,4,923,133,1067,412292568acfd172c6163ef1a94bf51bf44d369b
20200303,7,142,446,,,,,,,,,2020-03-03T00:00:00Z,14,,7081,2020-03-03T00:00:00Z,0,0,3,0,203,48,266,518ef96164fac09011dc2258b8040c30f013bd1e
20200302,6,94,243,,,,,,,,,2020-03-02T00:00:00Z,11,,6815,2020-03-02T00:00:00Z,0,0,3,0,158,44,212,960d118b365aeb9ca36e7ec4f1fc03dc27477b42
20200301,6,50,85,,,,,,,,,2020-03-01T00:00:00Z,8,,6603,2020-03-01T00:00:00Z,0,0,3,0,61,32,95,0a8489cd64cba2a58e40cbaf08fe85fc39b7ed7a
20200229,4,18,24,,,,,,,,,2020-02-29T00:00:00Z,5,,6508,2020-02-29T00:00:00Z,0,0,1,0,24,18,45,f277bd581cd1b950ed31fc1329f419d07789bfb3
20200228,4,0,0,,,,,,,,,2020-02-28T00:00:00Z,4,,6463,2020-02-28T00:00:00Z,0,0,2,0,0,0,2,fc71284176ff3c9afe91eb6b38ec2bcb4f6d9b00
20200227,4,0,0,,,,,,,,,2020-02-27T00:00:00Z,2,,6461,2020-02-27T00:00:00Z,0,0,0,0,0,0,6445,f4ceecb04650071da461a78b3ee71d2db0d9f1d1
20200226,3,0,0,,,,,,,,,2020-02-26T00:00:00Z,2,,16,2020-02-26T00:00:00Z,0,0,2,0,0,0,0,88ff709458f5e570aa95d9002621ec53dd6faf15
20200225,3,0,0,,,,,,,,,2020-02-25T00:00:00Z,0,,16,2020-02-25T00:00:00Z,0,0,0,0,0,0,0,ce4b70c11134885e6f866ae953ed5ef639fec758
20200224,3,0,0,,,,,,,,,2020-02-24T00:00:00Z,0,,16,2020-02-24T00:00:00Z,0,0,0,0,0,0,2,d362cf06785b2f3d30940a936ab83ea5bd3f94ad
20200223,3,0,0,,,,,,,,,2020-02-23T00:00:00Z,0,,14,2020-02-23T00:00:00Z,0,0,0,0,0,0,0,d54558512aee04a67bee3e4fd483ff040374485e
20200222,3,0,0,,,,,,,,,2020-02-22T00:00:00Z,0,,14,2020-02-22T00:00:00Z,0,0,0,0,0,0,0,ace3be8a7a784360fee61ac90b3de1708be932c1
20200221,3,0,0,,,,,,,,,2020-02-21T00:00:00Z,0,,14,2020-02-21T00:00:00Z,0,0,0,0,0,0,0,aec622bd9cf9d4335dd1e1fbf00727387fe54313
20200220,3,0,0,,,,,,,,,2020-02-20T00:00:00Z,0,,14,2020-02-20T00:00:00Z,0,0,0,0,0,0,1,c00eabd9b34ab3f4e56330880d48f1f26dce8c86
20200219,3,0,0,,,,,,,,,2020-02-19T00:00:00Z,0,,13,2020-02-19T00:00:00Z,0,0,0,0,0,0,0,d87d16e44192f2dce7e4ace8459e75783d551ba8
20200218,3,0,0,,,,,,,,,2020-02-18T00:00:00Z,0,,13,2020-02-18T00:00:00Z,0,0,0,0,0,0,0,adfa0f4e8ddd117785a17a76d16f68c7d6652614
20200217,3,0,0,,,,,,,,,2020-02-17T00:00:00Z,0,,13,2020-02-17T00:00:00Z,0,0,0,0,0,0,0,af93e0c06093eeecb060317edfdf3f74cd8278c5
20200216,3,0,0,,,,,,,,,2020-02-16T00:00:00Z,0,,13,2020-02-16T00:00:00Z,0,0,0,0,0,0,0,8d23e941b4388412613e42677f905aa6287ae90b
20200215,3,0,0,,,,,,,,,2020-02-15T00:00:00Z,0,,13,2020-02-15T00:00:00Z,0,0,0,0,0,0,0,d7a9f97799dfc61c85407ece59477b4dbe4d5b3d
20200214,3,0,0,,,,,,,,,2020-02-14T00:00:00Z,0,,13,2020-02-14T00:00:00Z,0,0,0,0,0,0,0,159a2118506d79661b4fc35f63224f90bcb612ae
20200213,3,0,0,,,,,,,,,2020-02-13T00:00:00Z,0,,13,2020-02-13T00:00:00Z,0,0,0,0,0,0,0,1bf102314bcde1d57a2e43bb83e6b76ccbdfccf8
20200212,3,0,0,,,,,,,,,2020-02-12T00:00:00Z,0,,13,2020-02-12T00:00:00Z,0,0,0,0,0,0,1,51ce7260099393dfa67a8494f995b83ced4e60de
20200211,3,0,0,,,,,,,,,2020-02-11T00:00:00Z,0,,12,2020-02-11T00:00:00Z,0,0,0,0,0,0,0,5ca64e69947cb85e7170909c994c2b8ffd1a46c7
20200210,3,0,0,,,,,,,,,2020-02-10T00:00:00Z,0,,12,2020-02-10T00:00:00Z,0,0,0,0,0,0,1,efeb566ff660225d4993ae0e1823317ab6256946
20200209,2,0,0,,,,,,,,,2020-02-09T00:00:00Z,,,11,2020-02-09T00:00:00Z,0,0,0,0,0,0,0,3cd6db9881e503d5f56df0b20b114bc07c602d7f
20200208,2,0,0,,,,,,,,,2020-02-08T00:00:00Z,,,11,2020-02-08T00:00:00Z,0,0,0,0,0,0,1,614ea49113ebac5abaf9408f948fc849f9c70ca9
20200207,2,0,0,,,,,,,,,2020-02-07T00:00:00Z,,,10,2020-02-07T00:00:00Z,0,0,0,0,0,0,0,c2e376cf883b35c951ceeb16b0950532e3d6d4b3
20200206,2,0,0,,,,,,,,,2020-02-06T00:00:00Z,,,10,2020-02-06T00:00:00Z,0,0,0,0,0,0,1,675efe97a6bbdc1cbbf2d07a78869481ccc91daa
20200205,2,0,0,,,,,,,,,2020-02-05T00:00:00Z,,,9,2020-02-05T00:00:00Z,0,0,0,0,0,0,0,0156573a9e67c0a0127c84e7a094d57fca91182a
20200204,2,0,0,,,,,,,,,2020-02-04T00:00:00Z,,,9,2020-02-04T00:00:00Z,0,0,0,0,0,0,2,061686c272d049577f4d20c53e03ed212517f994
20200203,2,0,0,,,,,,,,,2020-02-03T00:00:00Z,,,7,2020-02-03T00:00:00Z,0,0,0,0,0,0,3,0a85d8c8694207b9adbea434e950988211be5b25
20200202,2,0,0,,,,,,,,,2020-02-02T00:00:00Z,,,4,2020-02-02T00:00:00Z,0,0,0,0,0,0,0,4996e59b354b0913737e706b4360305a8acbbbc5
20200201,2,0,0,,,,,,,,,2020-02-01T00:00:00Z,,,4,2020-02-01T00:00:00Z,0,0,0,0,0,0,0,8ddc6cf512521d01bc91178fbcb8eeb151978492
20200131,2,0,0,,,,,,,,,2020-01-31T00:00:00Z,,,4,2020-01-31T00:00:00Z,0,0,0,0,0,0,0,d5e75081f4684362d22cf8e4d8f4dab2ca930b83
20200130,2,0,0,,,,,,,,,2020-01-30T00:00:00Z,,,4,2020-01-30T00:00:00Z,0,0,0,0,0,0,0,7a9cd0ffa1ed65192288e0d65aa0b829d6243844
20200129,2,0,0,,,,,,,,,2020-01-29T00:00:00Z,,,4,2020-01-29T00:00:00Z,0,0,0,0,0,0,1,a0807cb808af38b0ddba71d5c6b65bf38d30c599
20200128,2,0,0,,,,,,,,,2020-01-28T00:00:00Z,,,3,2020-01-28T00:00:00Z,0,0,0,0,0,0,0,7783c06052a95f70ad183329db05a77d5bed4053
20200127,2,0,0,,,,,,,,,2020-01-27T00:00:00Z,,,3,2020-01-27T00:00:00Z,0,0,0,0,0,0,1,339527d6e5b13e593aebf71cf8a51791389e651f
20200126,2,0,0,,,,,,,,,2020-01-26T00:00:00Z,,,2,2020-01-26T00:00:00Z,0,0,0,0,0,0,0,88a196879207bd090a61fb515beb301e84377977
20200125,2,0,0,,,,,,,,,2020-01-25T00:00:00Z,,,2,2020-01-25T00:00:00Z,0,0,0,0,0,0,0,43330e2f11d476ebcdd85e1a47551958e4c1e7ea
