date,state,positive,probableCases,negative,pending,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsSource,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200315,WA,1282,,18777,,20059,,,,,,,,,3/15/2020 00:00,2020-03-15T00:00:00Z,03/14 20:00,57,,2020-03-15T00:00:00Z,,,,1282,,,20059,19621,,,,,,,,,,,53,108,1635,20059,posNeg,1743,20059,6,0,ffed020c0dc6230e4b824ddfd3bd70eddc02d3df,0,0,0,0,0,
20200314,WA,1174,,17142,,18316,,,,,,,,,3/14/2020 00:00,2020-03-14T00:00:00Z,03/13 20:00,51,,2020-03-14T00:00:00Z,,,,1174,,,18316,17932,,,,,,,,,,,53,156,2220,18316,posNeg,2376,18316,4,0,e5c52e2561b951c2de6a64b5e151198a7f0e5189,0,0,0,0,0,
20200313,WA,1018,,14922,,15940,,,,,,,,,3/13/2020 00:00,2020-03-13T00:00:00Z,03/12 20:00,47,,2020-03-13T00:00:00Z,,,,1018,,,15940,15603,,,,,,,,,,,53,217,4109,15940,posNeg,4326,15940,3,0,af7c900588f453ff45a34c9ddf2229b78297aca7,0,0,0,0,0,
20200312,WA,801,,10813,,11614,,,,,,,,,3/12/2020 00:00,2020-03-12T00:00:00Z,03/11 20:00,44,,2020-03-12T00:00:00Z,,,,801,,,11614,11369,,,,,,,,,,,53,179,3630,11614,posNeg,3809,11614,4,0,1edae69b5283bd9dd9f63b928384289279e0e34f,0,0,0,0,0,
20200311,WA,622,,7183,,7805,,,,,,,,,3/11/2020 00:00,2020-03-11T00:00:00Z,03/10 20:00,40,,2020-03-11T00:00:00Z,,,,622,,,7805,7605,,,,,,,,,,,53,134,2185,7805,posNeg,2319,7805,3,0,9078e94645d9945e99b2bacf4867db91ac2e338e,0,0,0,0,0,
20200310,WA,488,,4998,,5486,,,,,,,,,3/10/2020 00:00,2020-03-10T00:00:00Z,03/09 20:00,37,,2020-03-10T00:00:00Z,,,,488,,,5486,5338,,,,,,,,,,,53,110,1703,5486,posNeg,1813,5486,2,0,9ae7e929763f276a47f2b3546477102aa59ce337,0,0,0,0,0,
20200309,WA,378,,3295,,3673,,,,,,,,,3/9/2020 00:00,2020-03-09T00:00:00Z,03/08 20:00,35,,2020-03-09T00:00:00Z,,,,378,,,3673,3554,,,,,,,,,,,53,61,980,3673,posNeg,1041,3673,4,0,fcc04d2e0fbca8a55c6a2f5f03be4b62c72a8158,0,0,0,0,0,
20200308,WA,317,,2315,60,2632,,,,,,,,,3/8/2020 00:00,2020-03-08T00:00:00Z,03/07 19:00,31,,2020-03-08T00:00:00Z,,,,317,,,2632,2530,,,,,,,,,,,53,61,479,2692,posNeg,540,2632,4,0,2254a8f8c039df6047e963c707a95a02bac1d75d,0,0,0,0,0,
20200307,WA,256,,1836,66,2092,,,,,,,,,3/7/2020 00:00,2020-03-07T00:00:00Z,03/06 19:00,27,,2020-03-07T00:00:00Z,,,,256,,,2092,2007,,,,,,,,,,,53,38,387,2158,posNeg,425,2092,1,0,4aec33c3cb434a4d2337ecb826b37fcd7d82b9ed,0,0,0,0,0,
20200306,WA,218,,1449,,1667,,,,,,,,,3/6/2020 00:00,2020-03-06T00:00:00Z,03/05 19:00,26,,2020-03-06T00:00:00Z,,,,218,,,1667,1604,,,,,,,,,,,53,39,472,1667,posNeg,511,1667,6,0,baaf79de0467d2df63d8900ac37db22aadadde69,0,0,0,0,0,
20200305,WA,179,,977,,1156,,,,,,,,,3/5/2020 00:00,2020-03-05T00:00:00Z,03/04 19:00,20,,2020-03-05T00:00:00Z,,,,179,,,1156,1128,,,,,,,,,,,53,51,323,1156,posNeg,374,1156,4,0,68e84cadc5c90521f21841009ad8f4b6a312900e,0,0,0,0,0,
20200304,WA,128,,654,,782,,,,,,,,,3/4/2020 00:00,2020-03-04T00:00:00Z,03/03 19:00,16,,2020-03-04T00:00:00Z,,,,128,,,782,768,,,,,,,,,,,53,38,213,782,posNeg,251,782,2,0,82437a84dbdc5715ec66e1df7ef42d51f3e9a212,0,0,0,0,0,
20200303,WA,90,,441,,531,,,,,,,,,3/3/2020 00:00,2020-03-03T00:00:00Z,03/02 19:00,14,,2020-03-03T00:00:00Z,,,,90,,,531,523,,,,,,,,,,,53,25,201,531,posNeg,226,531,3,0,f7821236b4c08e55b457060e507b95267b17b637,0,0,0,0,0,
20200302,WA,65,,240,,305,,,,,,,,,3/2/2020 00:00,2020-03-02T00:00:00Z,03/01 19:00,11,,2020-03-02T00:00:00Z,,,,65,,,305,298,,,,,,,,,,,53,31,157,305,posNeg,188,305,3,0,3039173e3ca200c5c23171863c40dbba737d299a,0,0,0,0,0,
20200301,WA,34,,83,,117,,,,,,,,,3/1/2020 00:00,2020-03-01T00:00:00Z,02/29 19:00,8,,2020-03-01T00:00:00Z,,,,34,,,117,114,,,,,,,,,,,53,16,59,117,posNeg,75,117,3,0,968b5211668355f1a00c0e7abd53546d4d50f39b,0,0,0,0,0,
20200229,WA,18,,24,,42,,,,,,,,,2/29/2020 00:00,2020-02-29T00:00:00Z,02/28 19:00,5,,2020-02-29T00:00:00Z,,,,18,,,42,41,,,,,,,,,,,53,18,24,42,posNeg,42,42,1,0,8b54723b933dd585d8ca1f7975d4ed008870f143,0,0,0,0,0,
20200228,WA,0,,0,,0,,,,,,,,,,,,4,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,2,0,ee8a476e176d038489c746740ede201e03b3d82d,0,0,0,0,0,
20200227,WA,0,,0,,0,,,,,,,,,,,,2,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,7794daee798ebf84efdb682c0b1af64f73884f0b,0,0,0,0,0,
20200226,WA,0,,0,,0,,,,,,,,,,,,2,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,2,0,b84a42a5c7fc2b6750e376679619e2babab295bd,0,0,0,0,0,
20200225,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,0daeb3418bd4be2427eddf47145be8fb9bd7f4ea,0,0,0,0,0,
20200224,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,368f8112c304f7d6ca0cd927a7fc150549f93dd9,0,0,0,0,0,
20200223,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,c80fa021c5a8bb09dec82d1da07eb7a3b4f75687,0,0,0,0,0,
20200222,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,eed4ca70c0c2eb87bee47a9f065bdf4d07b38f8e,0,0,0,0,0,
20200221,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,692ffeeeaaa0c778a7c17da29dbdbe253f897751,0,0,0,0,0,
20200220,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,a5d15b58b92935d40b599ae57e43cf4a37decfa6,0,0,0,0,0,
20200219,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,158eff70664f4220e8bf91aff5c5df849d2ed1e0,0,0,0,0,0,
20200218,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,b60ea192f201aef0711f0adbd3a29bffb140eaee,0,0,0,0,0,
20200217,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,bc53acf752fdf13b508ac9ea5ff6bf2b8590f9cf,0,0,0,0,0,
20200216,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,a47e7cd68beee7e764fa6acca642c75500b93220,0,0,0,0,0,
20200215,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,742c8cd0e70811ac940fb2be69ce0635c57bfea6,0,0,0,0,0,
20200214,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,dd386834a648c0d646dbfe11349a65bdc9d93768,0,0,0,0,0,
20200213,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,cf5e78bad2e5f467a5c7cd7963b233e2aae4ae77,0,0,0,0,0,
20200212,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,91b510c0887c8cfed69b709c32c9c82ca808bcf2,0,0,0,0,0,
20200211,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,51e7d65f22b9cbe22442a63eeaa9f9beecaec0b7,0,0,0,0,0,
20200210,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,a2288839a32ca49e5a6e2317078948ae549a29c2,0,0,0,0,0,
20200209,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,ff6449dd0c0ec4caaaa79e96520dbf1b2f4530c0,0,0,0,0,0,
20200208,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,d2396a535db7787396c40f924d7b0efb4c3f3fb6,0,0,0,0,0,
20200207,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,db412fc335dabd5f86d803909cb4cb1b137a95fa,0,0,0,0,0,
20200206,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,19b9d69367facd2c351510aeb54b67c091abe008,0,0,0,0,0,
20200205,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,31daf75c75e95c39dc4b768aca43e3467af6eb86,0,0,0,0,0,
20200204,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,2159c7bfbd4d847ebaa08a25354d9eae0aa9045a,0,0,0,0,0,
20200203,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,79ffed65d4f160095362b2de0e4c80c5dd40a706,0,0,0,0,0,
20200202,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,912328c29e5f962051049be766187da22a3a6290,0,0,0,0,0,
20200201,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,9b38c08848c0270324a0d170032067c85c064a2d,0,0,0,0,0,
20200131,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,dbb88390c436502edbecda25d05676cda3757045,0,0,0,0,0,
20200130,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,a098cace76aae5e8ac0b0365d0edded48258f80d,0,0,0,0,0,
20200129,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,98150e44b6c8b95610cd2f3317989a344ad89633,0,0,0,0,0,
20200128,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,ebd36aed39e76ce43707d4e2bd285094f44cda35,0,0,0,0,0,
20200127,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,02ada009720f6434cd94c5c2b5f1081b91cb55b1,0,0,0,0,0,
20200126,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,638ea5ceb3ea74040acd6f448f932549600c07bd,0,0,0,0,0,
20200125,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,4713ba6293c4886d78c5b60bab6ac8ec369a7b78,0,0,0,0,0,
20200124,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,b1f2a84dc9c1dccf48ce50762ab5c26d6cd9fdcb,0,0,0,0,0,
20200123,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,6d8483a5b36b020c032945d12918c1a6c3f3ae27,0,0,0,0,0,
20200122,WA,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,53,0,0,0,posNeg,0,0,0,0,e51099f7e658c49d19710dc513fd50b9ba4aa4f0,0,0,0,0,0,
