date,state,positive,probableCases,negative,pending,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsSource,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20201011,WA,93035,,1968403,,2061438,262,7786,,,27,,,B,10/12/2020 02:59,2020-10-12T02:59:00Z,10/11 22:59,2190,7786,2020-10-12T02:59:00Z,,,,93035,2190,,2061438,,,,,,,,,,,,53,475,23017,2061438,posNeg,23492,2061438,0,24,16cde3014d1fc54058d6d446d6bb7b584b039d4a,0,0,0,0,0,
20201010,WA,92560,,1945386,,2037946,264,7762,,,30,,,B,10/9/2020 02:59,2020-10-09T02:59:00Z,10/08 22:59,2190,7762,2020-10-09T02:59:00Z,,,,92560,2190,,2037946,,,,,,,,,,,,53,642,20833,2037946,posNeg,21475,2037946,7,29,ea2047de071bbc60186613a80a82040288f4b098,0,0,0,0,0,
20201009,WA,91918,,1924553,,2016471,245,7733,,,29,,,B,10/8/2020 02:59,2020-10-08T02:59:00Z,10/07 22:59,2183,7733,2020-10-08T02:59:00Z,,,,91918,2183,,2016471,,,,,,,,,,,,53,710,28284,2016471,posNeg,28994,2016471,6,30,4cb316a62c8d62959001ff3fb46032e4e2a0eaed,0,0,0,0,0,
20201008,WA,91208,,1896269,,1987477,256,7703,,,30,,,B,10/7/2020 02:59,2020-10-07T02:59:00Z,10/06 22:59,2177,7703,2020-10-07T02:59:00Z,,,,91208,2177,,1987477,,,,,,,,,,,,53,545,25865,1987477,posNeg,26410,1987477,12,30,4576f5656d53d9fa973e27b894cbad840e568830,0,0,0,0,0,
20201007,WA,90663,,1870404,,1961067,253,7673,,,31,,,B,10/6/2020 02:59,2020-10-06T02:59:00Z,10/05 22:59,2165,7673,2020-10-06T02:59:00Z,,,,90663,2165,,1961067,,,,,,,,,,,,53,387,9273,1961067,posNeg,9660,1961067,7,51,041cc3bb06813882b380dc25f29cf67cca41aa48,0,0,0,0,0,
20201006,WA,90276,,1861131,,1951407,253,7622,,,31,,,B,10/5/2020 02:59,2020-10-05T02:59:00Z,10/04 22:59,2158,7622,2020-10-05T02:59:00Z,,,,90276,2158,,1951407,,,,,,,,,,,,53,402,15106,1951407,posNeg,15508,1951407,16,-6,1b86f77c4651ac8ac7d1016dcfc99f6bfc9ee12c,0,0,0,0,0,
20201005,WA,89874,,1846025,,1935899,260,7628,,,29,,,B,10/4/2020 02:59,2020-10-04T02:59:00Z,10/03 22:59,2142,7628,2020-10-04T02:59:00Z,,,,89874,2142,,1935899,,,,,,,,,,,,53,455,12488,1935899,posNeg,12943,1935899,0,17,1aed7f8b2523ca2fe295e1c63f6fcc289a24516a,0,0,0,0,0,
20201004,WA,89419,,1833537,,1922956,252,7611,,,26,,,B,10/3/2020 02:59,2020-10-03T02:59:00Z,10/02 22:59,2142,7611,2020-10-03T02:59:00Z,,,,89419,2142,,1922956,,,,,,,,,,,,53,609,16588,1922956,posNeg,17197,1922956,-1,25,082bbc4f9d93275336c78a21b5cf284bde916e38,0,0,0,0,0,
20201003,WA,88810,,1816949,,1905759,263,7586,,,40,,,B,10/2/2020 02:59,2020-10-02T02:59:00Z,10/01 22:59,2143,7586,2020-10-02T02:59:00Z,,,,88810,2143,,1905759,,,,,,,,,,,,53,694,20361,1905759,posNeg,21685,1905759,11,13,7a49edf6ef0bb464fbe5e89e110889c1598ee461,0,0,0,0,0,
20201002,WA,88116,,1796588,,1884074,263,7573,,,33,,,B,10/1/2020 02:59,2020-10-01T02:59:00Z,09/30 22:59,2132,7573,2020-10-01T02:59:00Z,,,,88116,2132,,1884074,,,,,,,,,,,,53,594,16021,1884704,posNeg,15985,1884704,6,40,743dc358fb4782cba92ddf9b48272f86e9f99b3c,0,0,0,0,0,
20201001,WA,87522,,1780567,,1868089,268,7533,,,32,,,B,10/1/2020 02:59,2020-10-01T02:59:00Z,09/30 22:59,2126,7533,2020-10-01T02:59:00Z,,,,87522,2126,,1868089,,,,,,,,,,,,53,480,13210,1868089,posNeg,13690,1868089,2,50,70a9d7e95872c231a246c48c7b5ddda5abbaf08e,0,0,0,0,0,
20200930,WA,87042,,1767357,,1854399,278,7483,,,26,,,B,9/29/2020 02:59,2020-09-29T02:59:00Z,09/28 22:59,2124,7483,2020-09-29T02:59:00Z,,,,87042,2124,,1854399,,,,,,,,,,,,53,404,5532,1854399,posNeg,5936,1854399,24,6,2e7e395c97e20147e2ad12d52e9675178698bda0,0,0,0,0,0,
20200929,WA,86638,,1761825,,1848463,278,7477,,,43,,,B,9/28/2020 02:59,2020-09-28T02:59:00Z,09/27 22:59,2100,7477,2020-09-28T02:59:00Z,,,,86638,2100,,1848463,,,,,,,,,,,,53,369,10888,1848463,posNeg,11257,1848463,0,22,527a0151b1d3b2c1fd8797555d2d70485d097ded,0,0,0,0,0,
20200928,WA,86269,,1750937,,1837206,268,7455,,,25,,,B,9/27/2020 02:59,2020-09-27T02:59:00Z,09/26 22:59,2100,7455,2020-09-27T02:59:00Z,,,,86269,2100,,1837206,,,,,,,,,,,,53,439,16144,1837206,posNeg,16583,1837206,0,24,bd249e2b59f88e39b3124ed846b594873a9885b9,0,0,0,0,0,
20200927,WA,85830,,1734793,,1820623,259,7431,,,31,,,B,9/26/2020 02:59,2020-09-26T02:59:00Z,09/25 22:59,2100,7431,2020-09-26T02:59:00Z,,,,85830,2100,,1820623,,,,,,,,,,,,53,604,18998,1820623,posNeg,19602,1820623,0,19,f48556ab166825718b8d20ffddedf8655942d90a,0,0,0,0,0,
20200926,WA,85226,,1715795,,1801021,264,7412,,,28,,,B,9/25/2020 02:59,2020-09-25T02:59:00Z,09/24 22:59,2100,7412,2020-09-25T02:59:00Z,,,,85226,2100,,1801021,,,,,,,,,,,,53,988,16754,1801021,posNeg,17742,1801021,20,55,579500408ec77660146fe00a97074e0ce817cb9f,0,0,0,0,0,
20200925,WA,84238,,1699041,,1783279,269,7357,,,27,,,B,9/24/2020 02:59,2020-09-24T02:59:00Z,09/23 22:59,2080,7357,2020-09-24T02:59:00Z,,,,84238,2080,,1783279,,,,,,,,,,,,53,536,39447,1783279,posNeg,39983,1783279,-1,8,98329fec36f39d585fb475b762e240a78fd7033d,0,0,0,0,0,
20200924,WA,83702,,1659594,,1743296,262,7349,,,27,,,B,9/23/2020 02:59,2020-09-23T02:59:00Z,09/22 22:59,2081,7349,2020-09-23T02:59:00Z,,,,83702,2081,,1743296,,,,,,,,,,,,53,509,1888,1743296,posNeg,2397,1743296,11,35,acd5be90bb6687d8ec2837af242bfef349a8ef0d,0,0,0,0,0,
20200923,WA,83193,,1657706,,1740899,277,7314,,,32,,,B,9/22/2020 02:59,2020-09-22T02:59:00Z,09/21 22:59,2070,7314,2020-09-22T02:59:00Z,,,,83193,2070,,1740899,,,,,,,,,,,,53,0,0,1740899,posNeg,0,1740899,0,0,9bb15e9466d86dabcd9ca12eb221a4a086616794,0,0,0,0,0,
20200922,WA,83193,,1657706,,1740899,277,7314,,,32,,,B,9/20/2020 02:59,2020-09-20T02:59:00Z,09/19 22:59,2070,7314,2020-09-20T02:59:00Z,,,,83193,2070,,1740899,,,,,,,,,,,,53,645,3698,1740899,posNeg,4343,1740899,33,52,8e594ec5c8324b3e84292edf8109c2488d412112,0,0,0,0,0,
20200921,WA,82548,,1654008,,1736556,266,7262,,,21,,,B,9/20/2020 02:59,2020-09-20T02:59:00Z,09/19 22:59,2037,7262,2020-09-20T02:59:00Z,,,,82548,2037,,1736556,,,,,,,,,,,,53,349,13167,1736556,posNeg,13516,1736556,0,14,0c79f5cf2b55d63088195bb26d48896daacfb5c7,0,0,0,0,0,
20200920,WA,82199,,1640841,,1723040,262,7248,,,26,,,B,9/19/2020 02:59,2020-09-19T02:59:00Z,09/18 22:59,2037,7248,2020-09-19T02:59:00Z,,,,82199,2037,,1723040,,,,,,,,,,,,53,597,17773,1723040,posNeg,18370,1723040,0,33,27022b67d88599e264f1d16e7c6c46c2dcd8daa3,0,0,0,0,0,
20200919,WA,81602,,1623068,,1704670,248,7215,,,34,,,B,9/18/2020 02:59,2020-09-18T02:59:00Z,09/17 22:59,2037,7215,2020-09-18T02:59:00Z,,,,81602,2037,,1704670,,,,,,,,,,,,53,0,0,1704670,posNeg,0,1704670,0,0,3e89bea5b3a77b4752c31c87d51ac78b39e5a977,0,0,0,0,0,
20200918,WA,81602,,1623068,,1704670,248,7215,,,34,,,B,9/18/2020 02:59,2020-09-18T02:59:00Z,09/17 22:59,2037,7215,2020-09-18T02:59:00Z,,,,81602,2037,,1704670,,,,,,,,,,,,53,404,13219,1704670,posNeg,13623,1704670,6,19,e14ed33e650e4674adf577ab195e05b02fdfc9a4,0,0,0,0,0,
20200917,WA,81198,,1609849,,1691047,248,7196,,,36,,,B,9/17/2020 02:59,2020-09-17T02:59:00Z,09/16 22:59,2031,7196,2020-09-17T02:59:00Z,,,,81198,2031,,1691047,,,,,,,,,,,,53,386,13959,1691047,posNeg,14345,1691047,11,34,89e65afb6d5645ad5a00ccdd52593c97525ccd6e,0,0,0,0,0,
20200916,WA,80812,,1595890,,1676702,248,7162,,,29,,,B,9/16/2020 02:59,2020-09-16T02:59:00Z,09/15 22:59,2020,7162,2020-09-16T02:59:00Z,,,,80812,2020,,1676702,,,,,,,,,,,,53,347,10640,1676702,posNeg,10987,1676702,5,35,bfb7c319484a9a572d871a9ebda207a6b0869af7,0,0,0,0,0,
20200915,WA,80465,,1585250,,1665715,262,7127,,,28,,,B,9/15/2020 02:59,2020-09-15T02:59:00Z,09/14 22:59,2015,7127,2020-09-15T02:59:00Z,,,,80465,2015,,1665715,,,,,,,,,,,,53,327,11421,1665715,posNeg,11748,1665715,9,29,9149e4132b098ae49cddac29396523f8742e4f27,0,0,0,0,0,
20200914,WA,80138,,1573829,,1653967,247,7098,,,26,,,B,9/14/2020 02:59,2020-09-14T02:59:00Z,09/13 22:59,2006,7098,2020-09-14T02:59:00Z,,,,80138,2006,,1653967,,,,,,,,,,,,53,312,9070,1653967,posNeg,9382,1653967,15,17,ed11e17dd958b24011d413e43c8eb38e21cd5fe1,0,0,0,0,0,
20200913,WA,79826,,1564759,,1644585,254,7081,,,29,,,B,9/13/2020 02:59,2020-09-13T02:59:00Z,09/12 22:59,1991,7081,2020-09-13T02:59:00Z,,,,79826,1991,,1644585,,,,,,,,,,,,53,350,13073,1644585,posNeg,13423,1644585,0,33,0f07226c074adc38a9126f0de8661b0299fd3902,0,0,0,0,0,
20200912,WA,79476,,1551686,,1631162,269,7048,,,19,,,B,9/11/2020 02:59,2020-09-11T02:59:00Z,09/10 22:59,1991,7048,2020-09-11T02:59:00Z,,,,79476,1991,,1631162,,,,,,,,,,,,53,465,15949,1631162,posNeg,16414,1631162,0,30,8a6c3a358d65c14d78d95b1787eb39eb64392db5,0,0,0,0,0,
20200911,WA,79011,,1535737,,1614748,269,7018,,,19,,,B,9/11/2020 02:59,2020-09-11T02:59:00Z,09/10 22:59,1991,7018,2020-09-11T02:59:00Z,,,,79011,1991,,1614748,,,,,,,,,,,,53,544,16217,1614748,posNeg,16761,1614748,6,25,4a5b0e47fa93d70284e886cf1062f5c48b5aa5bc,0,0,0,0,0,
20200910,WA,78467,,1519520,,1597987,284,6993,,,29,,,B,9/10/2020 02:59,2020-09-10T02:59:00Z,09/09 22:59,1985,6993,2020-09-10T02:59:00Z,,,,78467,1985,,1597987,,,,,,,,,,,,53,458,13626,1597987,posNeg,14084,1597987,7,27,aebf2aa581d3f5199d4b1c11c791ff36b11e63a9,0,0,0,0,0,
20200909,WA,78009,,1505894,,1583903,290,6966,,,34,,,B,9/9/2020 02:59,2020-09-09T02:59:00Z,09/08 22:59,1978,6966,2020-09-09T02:59:00Z,,,,78009,1978,,1583903,,,,,,,,,,,,53,774,20076,1583903,posNeg,20850,1583903,25,106,2a9b2b10a820987fc167ba1ef8f17a619f42a71c,0,0,0,0,0,
20200908,WA,77235,,1485818,,1563053,277,6860,,,37,,,B,9/6/2020 02:59,2020-09-06T02:59:00Z,09/05 22:59,1953,6860,2020-09-06T02:59:00Z,,,,77235,1953,,1563053,,,,,,,,,,,,53,0,0,1563053,posNeg,0,1563053,0,0,01bf5ceacb8c14d4c422077f505d0977d590eb77,0,0,0,0,0,
20200907,WA,77235,,1485818,,1563053,277,6860,,,37,,,B,9/6/2020 02:59,2020-09-06T02:59:00Z,09/05 22:59,1953,6860,2020-09-06T02:59:00Z,,,,77235,1953,,1563053,,,,,,,,,,,,53,399,12177,1563053,posNeg,12576,1563053,0,18,c8c19d9fe732575fe204dc4db883a724e5de3378,0,0,0,0,0,
20200906,WA,76836,,1473641,,1550477,282,6842,,,34,,,B,9/5/2020 02:59,2020-09-05T02:59:00Z,09/04 22:59,1953,6842,2020-09-05T02:59:00Z,,,,76836,1953,,1550477,,,,,,,,,,,,53,501,15886,1550477,posNeg,16387,1550477,0,-6,a61b7d7364906176d495afe13d79275185d2257e,0,0,0,0,0,
20200905,WA,76335,,1457755,,1534090,293,6848,,,48,,,B,9/4/2020 02:59,2020-09-04T02:59:00Z,09/03 22:59,1953,6848,2020-09-04T02:59:00Z,,,,76335,1953,,1534090,,,,,,,,,,,,53,479,15522,1534090,posNeg,16001,1534090,8,14,c20c162a8684ce4f282466e959cb09052aa096ff,0,0,0,0,0,
20200904,WA,75856,,1442233,,1518089,309,6834,,,50,,,B,9/3/2020 02:59,2020-09-03T02:59:00Z,09/02 22:59,1945,6834,2020-09-03T02:59:00Z,,,,75856,1945,,1518089,,,,,,,,,,,,53,479,21257,1518089,posNeg,21736,1518089,10,39,5a4ababc739c6bebc0a1968a8eb23b8201bfae63,0,0,0,0,0,
20200903,WA,75377,,1420976,,1496353,311,6795,,,65,,,B,9/2/2020 02:59,2020-09-02T02:59:00Z,09/01 22:59,1935,6795,2020-09-02T02:59:00Z,,,,75377,1935,,1496353,,,,,,,,,,,,53,438,15876,1496353,posNeg,16314,1496353,4,8,8f9e6301dec63c5426d27a207360d15d91380a35,0,0,0,0,0,
20200902,WA,74939,,1405100,,1480039,328,6787,,,48,,,B,9/1/2020 02:59,2020-09-01T02:59:00Z,08/31 22:59,1931,6787,2020-09-01T02:59:00Z,,,,74939,1931,,1480039,,,,,,,,,,,,53,304,6490,1480039,posNeg,6794,1480039,16,24,b8bcf3a8a3aa3b69b4b88ac34fff19762f1e6cca,0,0,0,0,0,
20200901,WA,74635,,1398610,,1473245,331,6763,,,49,,,B,8/31/2020 02:59,2020-08-31T02:59:00Z,08/30 22:59,1915,6763,2020-08-31T02:59:00Z,,,,74635,1915,,1473245,,,,,,,,,,,,53,315,11576,1473245,posNeg,11891,1473245,10,23,2b814b6946415bffe3214a2c8b294628c041bd42,0,0,0,0,0,
20200831,WA,74320,,1387034,,1461354,340,6740,,,51,,,B,8/30/2020 02:59,2020-08-30T02:59:00Z,08/29 22:59,1905,6740,2020-08-30T02:59:00Z,,,,74320,1905,,1461354,,,,,,,,,,,,53,0,0,1461354,posNeg,0,1461354,0,0,1fa48c3d8e80667091b6650f95ebe62c88f895fc,0,0,0,0,0,
20200830,WA,74320,,1387034,,1461354,340,6740,,,51,,,B,8/30/2020 02:59,2020-08-30T02:59:00Z,08/29 22:59,1905,6740,2020-08-30T02:59:00Z,,,,74320,1905,,1461354,,,,,,,,,,,,53,1019,36564,1461354,posNeg,37583,1461354,0,61,e255bfe3ca081825a4399c3e6ec8e920da17b7d2,0,0,0,0,0,
20200829,WA,73301,,1350470,,1423771,346,6679,,,46,,,B,8/28/2020 02:59,2020-08-28T02:59:00Z,08/27 22:59,1905,6679,2020-08-28T02:59:00Z,,,,73301,1905,,1423771,,,,,,,,,,,,53,598,15009,1423771,posNeg,15607,1423771,15,5,f4ee55aa32327380e1592b01c347b3b7a9384e60,0,0,0,0,0,
20200828,WA,72703,,1335461,,1408164,347,6674,,,45,,,B,8/27/2020 02:59,2020-08-27T02:59:00Z,08/26 22:59,1890,6674,2020-08-27T02:59:00Z,,,,72703,1890,,1408164,,,,,,,,,,,,53,542,16313,1408164,posNeg,16855,1408164,10,34,f8d74d47d3d4e6cf7c115278ce9902c0d2e0f647,0,0,0,0,0,
20200827,WA,72161,,1319148,,1391309,351,6640,,,37,,,B,8/26/2020 02:59,2020-08-26T02:59:00Z,08/25 22:59,1880,6640,2020-08-26T02:59:00Z,,,,72161,1880,,1391309,,,,,,,,,,,,53,456,10749,1391309,posNeg,11205,1391309,4,45,beaa43f36aad0a35b56b763e88849a010dad2e31,0,0,0,0,0,
20200826,WA,71705,,1308399,,1380104,358,6595,,,47,,,B,8/25/2020 02:59,2020-08-25T02:59:00Z,08/24 22:59,1876,6595,2020-08-25T02:59:00Z,,,,71705,1876,,1380104,,,,,,,,,,,,53,24,30,1380104,posNeg,54,1380104,9,53,cb7b3d146e6a53bc30cb8305828e610acc67439c,0,0,0,0,0,
20200825,WA,71681,,1308369,,1380050,354,6542,,,37,,,B,8/24/2020 02:59,2020-08-24T02:59:00Z,08/23 22:59,1867,6542,2020-08-24T02:59:00Z,,,,71681,1867,,1380050,,,,,,,,,,,,53,0,0,1380050,posNeg,0,1380050,4,12,93327934063476b347cc70548b11813dec5199b7,0,0,0,0,0,
20200824,WA,71681,,1308369,,1380050,373,6530,,,36,,,B,8/23/2020 02:59,2020-08-23T02:59:00Z,08/22 22:59,1863,6530,2020-08-23T02:59:00Z,,,,71681,1863,,1380050,,,,,,,,,,,,53,22,992,1380050,posNeg,1014,1380050,6,30,b514fee4b5cfe3c312b6e8ed375a300aab2cf272,0,0,0,0,0,
20200823,WA,71659,,1307377,,1379036,371,6500,,,42,,,B,8/22/2020 02:59,2020-08-22T02:59:00Z,08/21 22:59,1857,6500,2020-08-22T02:59:00Z,,,,71659,1857,,1379036,,,,,,,,,,,,53,61,2442,1379036,posNeg,2503,1379036,7,31,7fa1f0a4ea667bbffc475b0c42f52c630c3cf147,0,0,0,0,0,
20200822,WA,71598,,1304935,,1376533,371,6469,,,45,,,B,8/21/2020 02:59,2020-08-21T02:59:00Z,08/20 22:59,1850,6469,2020-08-21T02:59:00Z,,,,71598,1850,,1376533,,,,,,,,,,,,53,184,7085,1376533,posNeg,7269,1376533,13,69,50fd0861b82f2ff7536ae465d0d03f2ba06b6704,0,0,0,0,0,
20200821,WA,71414,,1297850,,1369264,374,6400,,,48,,,B,8/20/2020 02:59,2020-08-20T02:59:00Z,08/19 22:59,1837,6400,2020-08-20T02:59:00Z,,,,71414,1837,,1369264,,,,,,,,,,,,53,441,11955,1369264,posNeg,12396,1369264,15,12,f27b8df3cbba0f6d7390a5e40811fa1fb51fdcfc,0,0,0,0,0,
20200820,WA,70973,,1285895,,1356868,385,6388,,,44,,,B,8/19/2020 02:59,2020-08-19T02:59:00Z,08/18 22:59,1822,6388,2020-08-19T02:59:00Z,,,,70973,1822,,1356868,,,,,,,,,,,,53,443,12382,1356868,posNeg,12825,1356868,13,30,d5d0889418a3c7b100889dc0e4c1adeacda4d64d,0,0,0,0,0,
20200819,WA,70530,,1273513,,1344043,375,6358,,,43,,,B,8/18/2020 02:59,2020-08-18T02:59:00Z,08/17 22:59,1809,6358,2020-08-18T02:59:00Z,,,,70530,1809,,1344043,,,,,,,,,,,,53,563,14264,1344043,posNeg,14827,1344043,24,62,cabe9fc2e588cab5b75e854c6a929603acf49d19,0,0,0,0,0,
20200818,WA,69967,,1259249,,1329216,394,6296,,,39,,,B,8/17/2020 02:59,2020-08-17T02:59:00Z,08/16 22:59,1785,6296,2020-08-17T02:59:00Z,,,,69967,1785,,1329216,,,,,,,,,,,,53,598,14503,1329216,posNeg,15101,1329216,4,41,701c79451c5d303f0e08d3a271267ad767fd24c6,0,0,0,0,0,
20200817,WA,69369,,1244746,,1314115,391,6255,,,43,,,B,8/16/2020 02:59,2020-08-16T02:59:00Z,08/15 22:59,1781,6255,2020-08-16T02:59:00Z,,,,69369,1781,,1314115,,,,,,,,,,,,53,640,15547,1314115,posNeg,16187,1314115,15,25,fadc7bfbf0e8bcb67c4ab1a72fe92e4aac2d9065,0,0,0,0,0,
20200816,WA,68729,,1229199,,1297928,395,6230,,,55,,,B,8/15/2020 02:59,2020-08-15T02:59:00Z,08/14 22:59,1766,6230,2020-08-15T02:59:00Z,,,,68729,1766,,1297928,,,,,,,,,,,,53,150,4801,1297928,posNeg,4951,1297928,11,24,0fe1aa0cf18e4b028e7cf9f259f2b3f9818ac9c0,0,0,0,0,0,
20200815,WA,68579,,1224398,,1292977,390,6206,,,58,,,B,8/13/2020 02:59,2020-08-13T02:59:00Z,08/12 22:59,1755,6206,2020-08-13T02:59:00Z,,,,68579,1755,,1292977,,,,,,,,,,,,53,345,8491,1292977,posNeg,8836,1292977,19,24,bae2820b4007452fc54bc210fbc04c19493828bb,0,0,0,0,0,
20200814,WA,68234,,1215907,,1284141,403,6182,,,58,,,B,8/13/2020 02:59,2020-08-13T02:59:00Z,08/12 22:59,1736,6182,2020-08-13T02:59:00Z,,,,68234,1736,,1284141,,,,,,,,,,,,53,623,13887,1284141,posNeg,14510,1284141,12,45,cd03db1f0d1893fbbcebdd08517fe7bc530e5954,0,0,0,0,0,
20200813,WA,67611,,1202020,,1269631,395,6137,,,40,,,B,8/11/2020 02:59,2020-08-11T02:59:00Z,08/10 22:59,1724,6137,2020-08-11T02:59:00Z,,,,67611,1724,,1269631,,,,,,,,,,,,53,606,14511,1269631,posNeg,15117,1269631,8,35,e436f7a8eec8ad9ed1d5b991d3067db8b88daec3,0,0,0,0,0,
20200812,WA,67005,,1187509,,1254514,383,6102,,,59,,,B,8/11/2020 02:59,2020-08-11T02:59:00Z,08/10 22:59,1716,6102,2020-08-11T02:59:00Z,,,,67005,1716,,1254514,,,,,,,,,,,,53,601,16011,1254514,posNeg,16612,1254514,19,53,8006b92371c4791d5d17293e1151aa258ece10f3,0,0,0,0,0,
20200811,WA,66404,,1171498,,1237902,386,6049,,,35,,,B,8/10/2020 02:59,2020-08-10T02:59:00Z,08/09 22:59,1697,6049,2020-08-10T02:59:00Z,,,,66404,1697,,1237902,,,,,,,,,,,,53,683,15268,1237902,posNeg,15951,1237902,9,48,56b577d66f6e94509a5c4cdc79462dc146e9fc7a,0,0,0,0,0,
20200810,WA,65721,,1156230,,1221951,402,6001,,,49,,,B,8/9/2020 02:59,2020-08-09T02:59:00Z,08/08 22:59,1688,6001,2020-08-09T02:59:00Z,,,,65721,1688,,1221951,,,,,,,,,,,,53,803,18151,1221951,posNeg,18954,1221951,0,105,b0d10a4c117285f8214fddcb5549aca11d2dd38d,0,0,0,0,0,
20200809,WA,64918,,1138079,,1202997,400,5896,,,60,,,B,8/8/2020 02:59,2020-08-08T02:59:00Z,08/07 22:59,1688,5896,2020-08-08T02:59:00Z,,,,64918,1688,,1202997,,,,,,,,,,,,53,195,4795,1202997,posNeg,4990,1202997,16,6,0b659bfdc2b4dbd2924620253708120651b03c1b,0,0,0,0,0,
20200808,WA,64723,,1133284,,1198007,415,5890,,,56,,,B,8/6/2020 20:30,2020-08-06T20:30:00Z,08/06 16:30,1672,5890,2020-08-06T20:30:00Z,,,,64723,1672,,1198007,,,,,,,,,,,,53,366,8976,1198007,posNeg,9342,1198007,19,16,6af2c20f090764bcf832f6e9bbbd24d43ceb1fc3,0,0,0,0,0,
20200807,WA,64357,,1124308,,1188665,405,5874,,,50,,,B,8/6/2020 02:59,2020-08-06T02:59:00Z,08/05 22:59,1653,5874,2020-08-06T02:59:00Z,,,,64357,1653,,1188665,,,,,,,,,,,,53,659,14356,1188665,posNeg,15015,1188665,29,34,b7f08060715e54135ff2b7230417dc16cf0213f6,0,0,0,0,0,
20200806,WA,63698,,1109952,,1173650,426,5840,,,58,,,B,8/5/2020 02:59,2020-08-05T02:59:00Z,08/04 22:59,1624,5840,2020-08-05T02:59:00Z,,,,63698,1624,,1173650,,,,,,,,,,,,53,706,13883,1173650,posNeg,14589,1173650,5,61,1a83f4006767581624f7262ed14e0b284fa9973f,0,0,0,0,0,
20200805,WA,62992,,1096069,,1159061,424,5779,,,47,,,B,8/4/2020 02:59,2020-08-04T02:59:00Z,08/03 22:59,1619,5779,2020-08-04T02:59:00Z,,,,62992,1619,,1159061,1009486,,,,,,,,,,,53,725,14343,1159061,posNeg,15068,1159061,19,35,086279eec944656487637482b5ee8b3a61cca80e,0,0,0,0,0,
20200804,WA,62267,,1081726,,1143993,401,5744,,,52,,,B,8/3/2020 02:59,2020-08-03T02:59:00Z,08/02 22:59,1600,5744,2020-08-03T02:59:00Z,,,,62267,1600,,1143993,1008822,,,,,,,,,,,53,839,15535,1143993,posNeg,16374,1143993,4,52,b7733aeb577540b3367e087cf022046782cba7af,0,0,0,0,0,
20200803,WA,61428,,1066191,,1127619,401,5692,,,51,,,B,8/2/2020 02:59,2020-08-02T02:59:00Z,08/01 22:59,1596,5692,2020-08-02T02:59:00Z,,,,61428,1596,,1127619,1008280,,,,,,,,,,,53,840,16694,1127619,posNeg,17534,1127619,4,37,9d1f853985c6339bcf706b346b2fb41864e99dea,0,0,0,0,0,
20200802,WA,60588,,1049497,,1110085,407,5655,,,57,,,B,8/1/2020 02:59,2020-08-01T02:59:00Z,07/31 22:59,1592,5655,2020-08-01T02:59:00Z,,,,60588,1592,,1110085,1001528,,,,,,,,,,,53,228,4559,1110085,posNeg,4787,1110085,28,87,ff26846bef896d23942d90423d43800d1af1b032,0,0,0,0,0,
20200801,WA,60360,,1044938,,1105298,415,5568,,,56,,,B,7/30/2020 02:59,2020-07-30T02:59:00Z,07/29 22:59,1564,5568,2020-07-30T02:59:00Z,,,,60360,1564,,1105298,973654,,,,,,,,,,,53,410,8586,1105298,posNeg,8996,1105298,0,0,76ec0f29636cd83711a3eda57ad051c310989171,0,0,0,0,0,
20200731,WA,59950,,1036352,,1096302,415,5568,,,56,,,B,7/30/2020 02:59,2020-07-30T02:59:00Z,07/29 22:59,1564,5568,2020-07-30T02:59:00Z,,,,59950,1564,,1096302,973654,,,,,,,,,,,53,687,14129,1096302,posNeg,14816,1096302,9,92,6e812a21b901dce975ab2502c7f06d3326c6ae57,0,0,0,0,0,
20200730,WA,59263,,1022223,,1081486,399,5476,,,57,,,B,7/29/2020 02:59,2020-07-29T02:59:00Z,07/28 22:59,1555,5476,2020-07-29T02:59:00Z,,,,59263,1555,,1081486,958307,,,,,,,,,,,53,733,13855,1081486,posNeg,14588,1081486,7,2,a57d77b761a49c89c2cb5f95387a64d5ce155253,0,0,0,0,0,
20200729,WA,58530,,1008368,,1066898,407,5474,,,48,,,B,7/28/2020 02:59,2020-07-28T02:59:00Z,07/27 22:59,1548,5474,2020-07-28T02:59:00Z,,,,58530,1548,,1066898,945234,,,,,,,,,,,53,875,14401,1066898,posNeg,15276,1066898,30,77,e5763ef0073257edf9dc8c728f63f230f2a0b66f,0,0,0,0,0,
20200728,WA,57655,,993967,,1051622,386,5397,,,49,,,B,7/27/2020 02:59,2020-07-27T02:59:00Z,07/26 22:59,1518,5397,2020-07-27T02:59:00Z,,,,57655,1518,,1051622,933304,,,,,,,,,,,53,909,15194,1051622,posNeg,16103,1051622,17,23,2b13055bea186baede3696d0201c9b1f10c6a826,0,0,0,0,0,
