date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200527,WY,850,20652,,12,82,,,,,607,C,5/27/2020 00:00,2020-05-27T00:00:00Z,05/26 20:00,13,82,2020-05-26T00:00:00Z,56,0,0,21502,21502,0,21502,0,0,6d73136d0c9ec0992c3655859357dc3723e9becf,0,0,0,0,0,
20200527,WV,1867,86594,,36,,13,,6,,1191,B,5/27/2020 10:00,2020-05-27T10:00:00Z,05/27 06:00,74,,2020-05-26T00:00:00Z,54,13,637,88461,88461,650,88461,0,0,4888fb76bc33b426229e61ab50eb492133ea8eb8,0,0,0,0,0,
20200527,WI,16462,210605,335,748,2411,139,550,,,9846,A+,5/27/2020 16:00,2020-05-27T16:00:00Z,05/27 12:00,539,2411,2020-05-26T00:00:00Z,55,599,9731,227402,227067,10330,227067,22,49,f250c8bb0834b06a99b185b579a91f80d249a2ee,0,0,0,0,0,
20200527,WA,20181,312610,,241,3338,,,53,,,B,5/26/2020 02:59,2020-05-26T02:59:00Z,05/25 22:59,1078,3338,2020-05-26T00:00:00Z,53,116,2077,332791,332791,2193,332791,8,48,e67096ecc8719adf47c43076032436d0d17e238b,0,0,0,0,0,
20200527,VT,971,30028,,21,,,,,,849,B,5/27/2020 00:00,2020-05-27T00:00:00Z,05/26 20:00,54,,2020-05-26T00:00:00Z,50,4,572,30999,30999,576,30999,0,0,625a9cc292e5fe0f58044b0c54afc80c21b36067,0,0,0,0,0,
20200527,VI,69,1442,28,,,,,,,61,C,5/26/2020 11:12,2020-05-26T11:12:00Z,05/26 07:12,6,,2020-05-26T00:00:00Z,78,0,17,1539,1511,17,1511,0,0,4f89f16fb1a536fd3f37f70ec9e1f532b1a04c8d,0,0,0,0,0,
20200527,VA,40249,236798,444,1459,6826,390,,203,,5367,A+,5/26/2020 17:00,2020-05-26T17:00:00Z,05/26 13:00,1281,6826,2020-05-26T00:00:00Z,51,907,8959,277491,277047,9866,277047,45,196,1d391614cfbf50c710fb69a4b8cd1e52ac5d10c0,0,0,0,0,0,
20200527,UT,8706,191920,,127,716,,223,,94,5499,B,5/27/2020 11:04,2020-05-27T11:04:00Z,05/27 07:04,105,716,2020-05-26T00:00:00Z,49,86,1948,200626,200626,2034,200626,4,20,5d753177977089b7d041f32809b21e26bc423185,0,0,0,0,0,
20200527,TX,57921,797753,,1645,,,,,,37626,B,5/27/2020 16:40,2020-05-27T16:40:00Z,05/27 12:40,1562,,2020-05-26T00:00:00Z,48,1361,33080,855674,855674,34441,855674,26,0,6712ac3a828f0603a7669299e11e96948b625b45,0,0,0,0,0,
20200527,TN,21306,388324,,,1647,,,,,13916,B,5/27/2020 15:00,2020-05-27T15:00:00Z,05/27 11:00,353,1647,2020-05-26T00:00:00Z,47,341,5785,409630,409630,6126,409630,10,38,753443455998a1496fc414d6f5b20e2f3dda998e,0,0,0,0,0,
20200527,SD,4710,33296,,101,391,,,,,3619,B,5/26/2020 18:00,2020-05-26T18:00:00Z,05/26 14:00,54,391,2020-05-26T00:00:00Z,46,57,911,38006,38006,968,38006,4,13,d1267e30db8bd543009995078e33f47da3d182b9,0,0,0,0,0,
20200527,SC,10623,165060,,398,1618,,,,,6102,A,5/26/2020 16:02,2020-05-26T16:02:00Z,05/26 12:02,466,1618,2020-05-26T00:00:00Z,45,207,2742,175683,175683,2949,175683,20,0,89d9f06ed4bc34fe81309edc78e2358457be33a9,0,0,0,0,0,
20200527,RI,14353,124030,,218,1624,49,,35,,1175,A+,5/27/2020 00:00,2020-05-27T00:00:00Z,05/26 20:00,655,1624,2020-05-26T00:00:00Z,44,143,2877,138383,138383,3020,138383,21,11,c69c791b2c0c0395bb680004fea838f05a34698b,0,0,0,0,0,
20200527,PR,3397,,,105,,8,,4,,,B,5/27/2020 06:30,2020-05-27T06:30:00Z,05/27 02:30,129,,2020-05-26T00:00:00Z,72,73,0,3397,3397,73,3397,0,0,7e4bb20c063d020d52a46dc5f8aad3c3abf76344,0,0,0,0,0,
20200527,PA,69417,349990,,1493,,,,351,,43038,A,5/27/2020 00:00,2020-05-27T00:00:00Z,05/26 20:00,5265,,2020-05-26T00:00:00Z,42,780,10155,419407,419407,10935,419407,113,0,49e4109bd1d5760a692827797b15aeb54c952e4c,0,0,0,0,0,
20200527,OR,4038,112954,,146,759,35,,16,,1795,A+,5/27/2020 03:01,2020-05-27T03:01:00Z,05/26 23:01,148,759,2020-05-26T00:00:00Z,41,71,1383,116992,116992,1454,116992,0,7,52a5e4fa368ac83ccf52bdefae7e9b2d262daf63,0,0,0,0,0,
20200527,OK,6229,172409,,156,941,74,,,,5135,A+,5/27/2020 00:00,2020-05-27T00:00:00Z,05/26 20:00,322,941,2020-05-26T00:00:00Z,40,92,18605,178638,178638,18697,178638,4,0,9a9dfe950e0223cc6f18511b267892652ea7fb9b,0,0,0,0,0,
20200527,OH,33439,316286,,885,5700,313,1492,217,,,B,5/27/2020 14:00,2020-05-27T14:00:00Z,05/27 10:00,2044,5700,2020-05-26T00:00:00Z,39,433,9892,349725,349725,10325,349725,42,121,25085989983ec8cfddc3d74163be5cf1a5b4c54c,0,0,0,0,0,
20200527,NY,364965,1446579,,4208,77838,1261,,988,,64632,A,5/27/2020 00:00,2020-05-27T00:00:00Z,05/26 20:00,23643,77838,2020-05-26T00:00:00Z,36,1129,36287,1811544,1811544,37416,1811544,79,201,42870c17f28e1c81bd5782e900334c67282e54a2,0,0,0,0,0,
20200527,NV,8113,120446,,435,,108,,48,,401,A+,5/27/2020 11:00,2020-05-27T11:00:00Z,05/27 07:00,396,,2020-05-26T00:00:00Z,32,116,5076,128559,128559,5192,128559,0,0,f6250eb6ed21dccdb8c97bfe6ac55af4ff64fb99,0,0,0,0,0,
20200527,NM,7130,173516,,211,1282,,,,,2564,C,5/27/2020 00:32,2020-05-27T00:32:00Z,05/26 20:32,325,1282,2020-05-26T00:00:00Z,35,104,3181,180646,180646,3285,180646,5,18,5865fc9c4cfb411e24e91772126b1a5381c3c012,0,0,0,0,0,
20200527,NJ,156628,503697,,2761,16597,768,,583,,25552,A+,5/27/2020 13:00,2020-05-27T13:00:00Z,05/27 09:00,11339,16597,2020-05-26T00:00:00Z,34,864,23569,660325,660325,24433,660325,148,224,b8975d51665b934d383a022dbfe9b3c525e7267a,0,0,0,0,0,
20200527,NH,4231,60001,1370,91,421,,120,,,2550,B,5/26/2020 09:00,2020-05-26T09:00:00Z,05/26 05:00,214,421,2020-05-26T00:00:00Z,33,34,1159,65602,64232,1193,64232,4,1,68e401d0e4d9275a63fb7eab721aeb1c1cbebb24,0,0,0,0,0,
20200527,NE,12619,77802,,,,,,,,,D,5/26/2020 19:00,2020-05-26T19:00:00Z,05/26 15:00,153,,2020-05-26T00:00:00Z,31,264,2115,90421,90421,2379,90421,3,0,78d162274e5d52f79aad8f46bff6f808143fa4b5,0,0,0,0,0,
20200527,ND,2439,64901,,40,161,,,,,1762,C,5/27/2020 00:00,2020-05-27T00:00:00Z,05/26 20:00,56,161,2020-05-26T00:00:00Z,38,17,469,67340,67340,486,67340,2,5,197e644c908dd27d11c9d2cac73cf11d207afa91,0,0,0,0,0,
20200527,NC,24628,339528,,702,,,,,,14954,A,5/27/2020 11:00,2020-05-27T11:00:00Z,05/27 07:00,794,,2020-05-26T00:00:00Z,37,488,11337,364156,364156,11825,364156,28,0,6c5d0219ae8a3b4766c0ef44798f455983b68554,0,0,0,0,0,
20200527,MT,481,35162,,2,66,,,,,444,C,5/27/2020 00:00,2020-05-27T00:00:00Z,05/26 20:00,17,66,2020-05-26T00:00:00Z,30,2,1807,35643,35643,1809,35643,0,1,5957d538d27a2c4bf6252d4add1869743950b12a,0,0,0,0,0,
20200527,MS,14044,134088,,547,2106,127,,73,,9401,A,5/26/2020 19:00,2020-05-26T19:00:00Z,05/26 15:00,670,2106,2020-05-26T00:00:00Z,28,313,0,148132,148132,313,148132,18,36,2772836db60cd2dc986583dd5b3e2bf696b93586,0,0,0,0,0,
20200527,MP,22,5178,,,,,,,,13,D,5/27/2020 00:00,2020-05-27T00:00:00Z,05/26 20:00,2,,2020-05-26T00:00:00Z,69,0,260,5200,5200,260,5200,0,0,0350ebf6ea8761457f929282e69dfeced7a76cee,0,0,0,0,0,
20200527,MO,12492,153029,,644,,,,84,,,B,5/27/2020 15:00,2020-05-27T15:00:00Z,05/27 11:00,696,,2020-05-26T00:00:00Z,29,201,5022,165521,165521,5223,165521,10,0,b80ae5404a04d4ba3cbd4df5fc912f7832d72107,0,0,0,0,0,
20200527,MN,22464,194068,,598,2796,260,902,,,16314,A,5/26/2020 17:00,2020-05-26T17:00:00Z,05/26 13:00,942,2796,2020-05-26T00:00:00Z,27,504,6130,216532,216532,6634,216532,34,87,150ef80290b60ce22f51898df34f11f0832a7acb,0,0,0,0,0,
20200527,MI,55608,438644,,882,,388,,272,,33168,A+,5/27/2020 11:00,2020-05-27T11:00:00Z,05/27 07:00,5334,,2020-05-26T00:00:00Z,26,504,9469,494252,494252,9973,494252,68,0,aeba67f22ff8e98875360761f91fa8265238828d,0,0,0,0,0,
20200527,ME,2137,43480,,59,260,25,,14,,1357,B,5/26/2020 23:59,2020-05-26T23:59:00Z,05/26 19:59,81,260,2020-05-26T00:00:00Z,23,28,8030,45617,45617,8058,45617,2,2,ca4834c31a989d3989386246b031b953ba5276d8,0,0,0,0,0,
20200527,MD,48423,213632,,1338,8281,520,,,,3401,B,5/27/2020 10:00,2020-05-27T10:00:00Z,05/27 06:00,2392,8281,2020-05-26T00:00:00Z,24,736,6832,262055,262055,7568,262055,59,102,ced6bb2e2f33a5f5eacf9dd3cc855b28ed154fac,0,0,0,0,0,
20200527,MA,93693,451788,,2108,9388,560,,,,,A,5/26/2020 10:00,2020-05-26T10:00:00Z,05/26 06:00,6473,9388,2020-05-26T00:00:00Z,25,0,0,545481,545481,0,545481,0,0,d6aa7850182e445f36e7054983941a5f5063109c,0,0,0,0,0,
20200527,LA,38497,309150,,798,,,,100,,28700,B,5/27/2020 13:00,2020-05-27T13:00:00Z,05/27 09:00,2722,,2020-05-26T00:00:00Z,22,443,6178,347647,347647,6621,347647,21,0,90b4792a740714292496a1fc360e2d06d775e8eb,0,0,0,0,0,
20200527,KY,9077,173024,,489,2136,78,897,,,3124,A,5/27/2020 17:00,2020-05-27T17:00:00Z,05/27 13:00,400,2136,2020-05-26T00:00:00Z,21,506,11739,182101,182101,12245,182101,9,5,daf9e61387dc63e9e9cd4115560b68ed4b1e8844,0,0,0,0,0,
20200527,KS,9337,75151,,,822,,275,,122,534,A,5/27/2020 10:00,2020-05-27T10:00:00Z,05/27 06:00,205,822,2020-05-26T00:00:00Z,20,119,2970,84488,84488,3089,84488,17,22,ef749c4b884c2c7e1957750c14e74765a27e87e7,0,0,0,0,0,
20200527,IN,32437,202896,,1122,5285,400,1166,182,,,A+,5/26/2020 23:59,2020-05-26T23:59:00Z,05/26 19:59,2030,5285,2020-05-26T00:00:00Z,18,359,4225,235333,235333,4584,235333,26,0,d4cbbd7e64811cd0f08d82d36eda247ba4646e7c,0,0,0,0,0,
20200527,IL,114306,689667,,3826,,1031,,592,,,A,5/27/2020 00:00,2020-05-27T00:00:00Z,05/26 20:00,5083,,2020-05-26T00:00:00Z,17,1111,16068,803973,803973,17179,803973,160,0,2d3c09b5b17bd983292f73ae2d656ed315d28fa9,0,0,0,0,0,
20200527,ID,2699,40318,,,231,,95,,,2100,A,5/26/2020 19:00,2020-05-26T19:00:00Z,05/26 15:00,81,231,2020-05-26T00:00:00Z,16,73,1538,43017,43017,1611,43017,2,6,e3ca94ebc92f0daeef5c43da4a72bf8785d095d0,0,0,0,0,0,
20200527,IA,18360,121166,,393,,109,,66,,10016,A+,5/27/2020 00:00,2020-05-27T00:00:00Z,05/26 20:00,491,,2020-05-26T00:00:00Z,19,657,3865,139526,139526,4522,139526,13,0,2b7eadf3d5fd60872a63366b40d781ce65915455,0,0,0,0,0,
20200527,HI,643,50559,,,83,,,,,593,D,5/26/2020 00:00,2020-05-26T00:00:00Z,05/25 20:00,17,83,2020-05-26T00:00:00Z,15,0,831,51202,51202,831,51202,0,-1,56ddcbfd36c775b5b183613bee8b28b0729963e9,0,0,0,0,0,
20200527,GU,170,5515,,1,,,,,,143,C,5/27/2020 08:15,2020-05-27T08:15:00Z,05/27 04:15,5,,2020-05-26T00:00:00Z,66,1,0,5685,5685,1,5685,0,0,ff4fe17cfcc64d2206cbf11ea06af8af3dfeef88,0,0,0,0,0,
20200527,GA,44421,396335,,907,7666,,1735,,,,A,5/27/2020 13:24,2020-05-27T13:24:00Z,05/27 09:24,1907,7666,2020-05-26T00:00:00Z,13,691,-74880,440756,440756,-74189,440756,36,119,b0fac72246698fe200e80cd4e59d8df0f1bd8d1b,0,0,0,0,0,
20200527,FL,52634,880937,955,,9899,,,,,,A,5/27/2020 10:13,2020-05-27T10:13:00Z,05/27 06:13,2400,9899,2020-05-26T00:00:00Z,12,379,9968,934526,933571,10347,933571,62,159,1b97598ab8f64315ad04a6e20e6be479b0819afd,0,0,0,0,0,
20200527,DE,9096,46325,,196,,,,,,4909,A,5/26/2020 18:00,2020-05-26T18:00:00Z,05/26 14:00,344,,2020-05-26T00:00:00Z,10,30,477,55421,55421,507,55421,9,0,fe24e3d6211c64d594abb4a9d862f2fb78e5ec44,0,0,0,0,0,
20200527,DC,8406,34291,,349,,113,,76,,1082,A+,5/26/2020 00:00,2020-05-26T00:00:00Z,05/25 20:00,445,,2020-05-26T00:00:00Z,11,72,570,42697,42697,642,42697,5,0,e28a6975cf76e4d69d7c3624237b46eb4012e992,0,0,0,0,0,
20200527,CT,41303,184059,,694,12538,,,,,7127,B,5/25/2020 20:30,2020-05-25T20:30:00Z,05/25 16:30,3769,12538,2020-05-26T00:00:00Z,09,0,0,225362,225362,0,225362,0,0,52cfdeffaa87fb6b3065bbf4623b25ae2543975a,0,0,0,0,0,
20200527,CO,24565,134855,,484,4160,,,,,3741,A,5/26/2020 00:00,2020-05-26T00:00:00Z,05/25 20:00,1352,4160,2020-05-26T00:00:00Z,08,296,3113,159420,159420,3409,159420,19,32,ff85c9131da5b6a114c573f2e5b487db0ab64897,0,0,0,0,0,
20200527,CA,98980,1637914,,4544,,1407,,,,,B,5/27/2020 00:00,2020-05-27T00:00:00Z,05/26 20:00,3884,,2020-05-26T00:00:00Z,06,2247,38251,1736894,1736894,40498,1736894,70,0,4820d70a40cdef5ad1b5ed94056f84bed7aba9a7,0,0,0,0,0,
20200527,AZ,17262,179004,,911,2031,375,,237,,4361,A+,5/27/2020 00:00,2020-05-27T00:00:00Z,05/26 20:00,831,2031,2020-05-26T00:00:00Z,04,479,5056,196266,196266,5535,196266,24,43,1c14b11d6a571a95ef7bcc28f881f2bb46b9967a,0,0,0,0,0,
20200527,AS,0,174,,,,,,,,,C,5/27/2020 00:00,2020-05-27T00:00:00Z,05/26 20:00,0,,2020-05-26T00:00:00Z,60,0,50,174,174,50,174,0,0,702b97ecfbf0d3b67a2c0c9799f07a0ba42dc81a,0,0,0,0,0,
20200527,AR,6277,109319,,108,627,,,22,116,4424,A,5/27/2020 00:00,2020-05-27T00:00:00Z,05/26 20:00,120,627,2020-05-26T00:00:00Z,05,97,3726,115596,115596,3823,115596,1,10,edff96d9fd65a7d342bf25643074e6fc1de7fae9,0,0,0,0,0,
20200527,AL,15843,179951,,,1719,,560,,334,7951,B,5/27/2020 00:00,2020-05-27T00:00:00Z,05/26 20:00,581,1719,2020-05-26T00:00:00Z,01,447,1588,195794,195794,2035,195794,6,48,9a08f2f09b89064c29ba1a6e1c198a4f0b328ad1,0,0,0,0,0,
20200527,AK,412,45951,,14,,,,,,364,C,5/27/2020 00:00,2020-05-27T00:00:00Z,05/26 20:00,10,,2020-05-26T00:00:00Z,02,1,1398,46363,46363,1399,46363,0,0,92eadc2c0c7f9d3f987a0796194c5e4bc7fd9ab4,0,0,0,0,0,
20200526,WY,850,20652,,14,82,,,,,607,C,5/26/2020 00:00,2020-05-26T00:00:00Z,05/25 20:00,13,82,2020-05-26T00:00:00Z,56,12,1101,21502,21502,1113,21502,1,3,d9f428dfc9b91fbdbd1a7415ca79736d5e971aeb,0,0,0,0,0,
20200526,WV,1854,85957,,35,,9,,7,,1180,B,5/26/2020 17:00,2020-05-26T17:00:00Z,05/26 13:00,74,,2020-05-26T00:00:00Z,54,80,1406,87811,87811,1486,87811,2,0,f21f9757c82d6847ae9e259e2626cf76b01ea056,0,0,0,0,0,
20200526,WI,15863,200874,218,640,2362,135,544,,,9405,A+,5/26/2020 00:00,2020-05-26T00:00:00Z,05/25 20:00,517,2362,2020-05-26T00:00:00Z,55,279,7495,216955,216737,7774,216737,3,23,39295abd24a21d9af9fc5b7f088af23758fe0055,0,0,0,0,0,
20200526,WA,20065,310533,,267,3290,,,51,,,B,5/25/2020 02:59,2020-05-25T02:59:00Z,05/24 22:59,1070,3290,2020-05-26T00:00:00Z,53,237,3768,330598,330598,4005,330598,9,3,2482b4602401341ecda7339798e49ecde02c1ee1,0,0,0,0,0,
20200526,VT,967,29456,,25,,,,,,848,B,5/26/2020 00:00,2020-05-26T00:00:00Z,05/25 20:00,54,,2020-05-26T00:00:00Z,50,5,749,30423,30423,754,30423,0,0,7e0a0d9de0362cbe77fea24e76471930bfd43dc0,0,0,0,0,0,
20200526,VI,69,1425,18,,,,,,,61,C,5/26/2020 07:48,2020-05-26T07:48:00Z,05/26 03:48,6,,2020-05-26T00:00:00Z,78,0,82,1512,1494,82,1494,0,0,3b5c84e09a94571f38d9f7211a67cc37e6360973,0,0,0,0,0,
20200526,VA,39342,227839,412,1403,6630,366,,190,,5227,A+,5/25/2020 17:00,2020-05-25T17:00:00Z,05/25 13:00,1236,6630,2020-05-26T00:00:00Z,51,1615,6816,267593,267181,8431,267181,28,109,afd702d26c4bd1a49785e4524bf3bf75e576223a,0,0,0,0,0,
20200526,UT,8620,189972,,134,696,,217,,89,5346,B,5/26/2020 10:19,2020-05-26T10:19:00Z,05/26 06:19,101,696,2020-05-26T00:00:00Z,49,99,2025,198592,198592,2124,198592,3,4,6d6d66ec503ec6c0af3815ba530bf5fe33cbadca,0,0,0,0,0,
20200526,TX,56560,764673,,1534,,,,,,36375,B,5/26/2020 17:00,2020-05-26T17:00:00Z,05/26 13:00,1536,,2020-05-26T00:00:00Z,48,589,14990,821233,821233,15579,821233,9,0,3d12383e1d5c7c3790cd57351d6143ec7f5ad53d,0,0,0,0,0,
20200526,TN,20965,382539,,,1609,,,,,13344,B,5/26/2020 15:00,2020-05-26T15:00:00Z,05/26 11:00,343,1609,2020-05-26T00:00:00Z,47,358,6927,403504,403504,7285,403504,5,15,a40bc6197fe44aa28a75b3972098ac66ab7207a3,0,0,0,0,0,
20200526,SD,4653,32385,,106,378,,,,,3528,C,5/25/2020 18:00,2020-05-25T18:00:00Z,05/25 14:00,50,378,2020-05-26T00:00:00Z,46,67,1688,37038,37038,1755,37038,0,8,557576d5b8f8329521d6ed5b3a833e09b713900a,0,0,0,0,0,
20200526,SC,10416,162318,,433,1618,,,,,6102,A+,5/26/2020 16:18,2020-05-26T16:18:00Z,05/26 12:18,446,1618,2020-05-26T00:00:00Z,45,238,6476,172734,172734,6714,172734,6,84,e5d395f201d4766a3c685668976ef283c005cae2,0,0,0,0,0,
20200526,RI,14210,121153,,226,1613,50,,36,,1158,A+,5/26/2020 12:00,2020-05-26T12:00:00Z,05/26 08:00,634,1613,2020-05-26T00:00:00Z,44,145,2517,135363,135363,2662,135363,26,33,2b717c475d2deb4e70abc2fca340fe2c76bc433d,0,0,0,0,0,
20200526,PR,3324,,,104,,14,,4,,,B,5/26/2020 05:53,2020-05-26T05:53:00Z,05/26 01:53,129,,2020-05-26T00:00:00Z,72,64,0,3324,3324,64,3324,0,0,9b424e52d2543cd7cb79144bfb7a16df2a36abda,0,0,0,0,0,
20200526,PA,68637,339835,,1493,,,,334,,41868,A,5/26/2020 11:15,2020-05-26T11:15:00Z,05/26 07:15,5152,,2020-05-26T00:00:00Z,42,451,4907,408472,408472,5358,408472,13,0,3e608722be2c6131e95405b1a2ba2a585397f110,0,0,0,0,0,
20200526,OR,3967,111571,,149,752,40,,17,,1795,A+,5/26/2020 03:01,2020-05-26T03:01:00Z,05/25 23:01,148,752,2020-05-26T00:00:00Z,41,18,1662,115538,115538,1680,115538,0,5,28223ce1c1bba6163a77d42ea69a963e28d9b66c,0,0,0,0,0,
20200526,OK,6137,153804,,174,941,78,,,,4823,A+,5/26/2020 00:00,2020-05-26T00:00:00Z,05/25 20:00,318,941,2020-05-26T00:00:00Z,40,47,-1139,159941,159941,-1092,159941,5,3,8497f2908b753564730aab0e81e67d63253d6593,0,0,0,0,0,
20200526,OH,33006,306394,,937,5579,351,1450,232,,,B,5/26/2020 14:00,2020-05-26T14:00:00Z,05/26 10:00,2002,5579,2020-05-26T00:00:00Z,39,529,8537,339400,339400,9066,339400,15,68,350a1f28f3dd190c3d0d80b6c6fcd68a986afa95,0,0,0,0,0,
20200526,NY,363836,1410292,,4265,77637,1273,,1002,,64443,A,5/26/2020 00:00,2020-05-26T00:00:00Z,05/25 20:00,23564,77637,2020-05-26T00:00:00Z,36,1072,33607,1774128,1774128,34679,1774128,76,112,8c2097121a09657bb34704b1675468bfe860c1b0,0,0,0,0,0,
20200526,NV,7997,115370,,390,,91,,46,,374,A+,5/26/2020 12:00,2020-05-26T12:00:00Z,05/26 08:00,396,,2020-05-26T00:00:00Z,32,118,8518,123367,123367,8636,123367,2,0,035ba404873bb70868009b9f0bbf4bb48e2db84b,0,0,0,0,0,
20200526,NM,7026,170335,,216,1264,,,,,2522,C,5/25/2020 19:49,2020-05-25T19:49:00Z,05/25 15:49,320,1264,2020-05-26T00:00:00Z,35,83,3797,177361,177361,3880,177361,3,21,054572f9cf15346808e95bbc9b0ec3e457cad917,0,0,0,0,0,
20200526,NJ,155764,480128,,2723,16373,786,,578,,25384,A+,5/26/2020 13:00,2020-05-26T13:00:00Z,05/26 09:00,11191,16373,2020-05-26T00:00:00Z,34,672,11423,635892,635892,12095,635892,47,16373,c9ab0cbbfa7043d82ee94fba41cee39a9117adde,0,0,0,0,0,
20200526,NH,4197,58842,,91,420,,120,,,2434,B,5/25/2020 09:00,2020-05-25T09:00:00Z,05/25 05:00,210,420,2020-05-26T00:00:00Z,33,48,1605,63039,63039,1653,63039,1,1,e28a9bb8b4b3546675e0be99bd2f9c98a2959ac4,0,0,0,0,0,
20200526,NE,12355,75687,,,,,,,,,D,5/25/2020 19:00,2020-05-25T19:00:00Z,05/25 15:00,150,,2020-05-26T00:00:00Z,31,221,2089,88042,88042,2310,88042,0,0,749e2553c8ca847406ba8f5d28d8dda2477c7bce,0,0,0,0,0,
20200526,ND,2422,64432,,40,156,,,,,1701,C,5/26/2020 13:06,2020-05-26T13:06:00Z,05/26 09:06,54,156,2020-05-26T00:00:00Z,38,-35,539,66854,66854,504,66854,0,2,622a7426e982626c1583167633906959eda25ae9,0,0,0,0,0,
20200526,NC,24140,328191,,621,,,,,,14954,A,5/26/2020 11:00,2020-05-26T11:00:00Z,05/26 07:00,766,,2020-05-26T00:00:00Z,37,176,7465,352331,352331,7641,352331,12,0,799cd587245a6b7e6f46e8d1951a0ce71bf7bad1,0,0,0,0,0,
20200526,MT,479,33355,,2,65,,,,,441,C,5/26/2020 00:00,2020-05-26T00:00:00Z,05/25 20:00,17,65,2020-05-26T00:00:00Z,30,0,152,33834,33834,152,33834,1,0,1099067eeca3cada9f53f7942cb2eda2412432d7,0,0,0,0,0,
20200526,MS,13731,134088,,561,2070,134,,81,,9401,A,5/25/2020 19:00,2020-05-25T19:00:00Z,05/25 15:00,652,2070,2020-05-26T00:00:00Z,28,273,3629,147819,147819,3902,147819,17,24,47ce1d4e65b6c709c60f37d6b4789fe32caccb61,0,0,0,0,0,
20200526,MP,22,4918,,,,,,,,13,D,5/26/2020 00:00,2020-05-26T00:00:00Z,05/25 20:00,2,,2020-05-26T00:00:00Z,69,0,183,4940,4940,183,4940,0,0,92370f87be4e854aabd5545ea9f730b21b3c674d,0,0,0,0,0,
20200526,MO,12291,148007,,500,,,,82,,,B,5/26/2020 15:00,2020-05-26T15:00:00Z,05/26 11:00,686,,2020-05-26T00:00:00Z,29,124,2789,160298,160298,2913,160298,1,0,2a6511b15f2498571cccd30696666181a2ebc3bf,0,0,0,0,0,
20200526,MN,21960,187938,,570,2709,258,886,,,15523,A,5/25/2020 17:00,2020-05-25T17:00:00Z,05/25 13:00,908,2709,2020-05-26T00:00:00Z,27,645,5194,209898,209898,5839,209898,18,33,bdcb49e2a1e577bbeeb75dc28b042222f69186fe,0,0,0,0,0,
20200526,MI,55104,429175,,953,,449,,319,,33168,A+,5/26/2020 11:00,2020-05-26T11:00:00Z,05/26 07:00,5266,,2020-05-26T00:00:00Z,26,223,11196,484279,484279,11419,484279,26,0,b48e680014748da73a0b528abd8580ef6f69ee45,0,0,0,0,0,
20200526,ME,2109,35450,,60,258,26,,13,,1318,B,5/25/2020 23:59,2020-05-25T23:59:00Z,05/25 19:59,79,258,2020-05-26T00:00:00Z,23,35,0,37559,37559,35,37559,1,1,73a1faa958434b52f3bee5ead1853bc5ac67c05d,0,0,0,0,0,
20200526,MD,47687,206800,,1315,8179,520,,,,3334,B,5/26/2020 10:00,2020-05-26T10:00:00Z,05/26 06:00,2333,8179,2020-05-26T00:00:00Z,24,535,4375,254487,254487,4910,254487,31,87,bd03a8a490e5e2b1283b7fdda03bd75b5ca2f3a6,0,0,0,0,0,
20200526,MA,93693,451788,,2108,9388,560,,,,,A,5/26/2020 10:00,2020-05-26T10:00:00Z,05/26 06:00,6473,9388,2020-05-26T00:00:00Z,25,422,4498,545481,545481,4920,545481,57,49,1bf28a2c9221337cb8ee6fafb29fc5d7169b9c70,0,0,0,0,0,
20200526,LA,38054,302972,,831,,,,103,,28700,B,5/26/2020 13:00,2020-05-26T13:00:00Z,05/26 09:00,2701,,2020-05-26T00:00:00Z,22,245,9883,341026,341026,10128,341026,11,0,e9b50e373513dd9c67032a4e74146ce3e005fe5e,0,0,0,0,0,
20200526,KY,8571,161285,,484,2131,89,897,,,3102,A,5/23/2020 17:00,2020-05-23T17:00:00Z,05/23 13:00,391,2131,2020-05-26T00:00:00Z,21,0,0,169856,169856,0,169856,0,0,1d008aa8e4380572140034d07863388cc27a8451,0,0,0,0,0,
20200526,KS,9218,72181,,,800,,271,,120,493,A+,5/25/2020 10:00,2020-05-25T10:00:00Z,05/25 06:00,188,800,2020-05-26T00:00:00Z,20,0,0,81399,81399,0,81399,0,0,fec7366e7ee78f49fac12349d165d4aaccb52ac0,0,0,0,0,0,
20200526,IN,32078,198671,,1088,5285,365,1166,163,,,A+,5/26/2020 14:40,2020-05-26T14:40:00Z,05/26 10:40,2004,5285,2020-05-26T00:00:00Z,18,363,4135,230749,230749,4498,230749,28,0,21de720083b9a098515ba6ebe788adc6613828b0,0,0,0,0,0,
20200526,IL,113195,673599,,3788,,1035,,590,,,A,5/26/2020 00:00,2020-05-26T00:00:00Z,05/25 20:00,4923,,2020-05-26T00:00:00Z,17,1178,16052,786794,786794,17230,786794,39,0,9fc1b0d6c3ddfcd9dfdb5c10e0c6db901cc79d57,0,0,0,0,0,
