date,state,positive,negative,pending,totalTestResultsSource,totalTestResults,totalTestResultsIncrease,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200930,ID,41434,269007,,NaN,306706,1815,137,1847,38,457,,,21976,A,9/29/2020 19:00,2020-09-29T19:00:00Z,09/29 15:00,464,1847,2020-09-29T19:00:00Z,306706,,,37699,427,37,,,,,,,,,,,,,16,511,1388,310441,310441,4,15,7b34addbbaf7d35aaac480af9f6a5fc15a16c91f,0,0,0,0,0,
20200930,IL,295763,5331548,,NaN,5627311,58546,1632,,378,,152,,,A,9/30/2020 00:00,2020-09-30T00:00:00Z,09/29 20:00,8916,,2020-09-30T00:00:00Z,5624822,,,293274,8672,244,,,,,,,,,,,,,17,2273,56273,5627311,5627311,35,0,5ee3cde45bc15d08d424549b07de7271174876e7,0,0,0,0,0,
20200930,IN,120019,1259831,,NaN,1379850,8495,975,12814,265,2554,96,,94816,A+,9/29/2020 23:59,2020-09-29T23:59:00Z,09/29 19:59,3632,12814,2020-09-29T23:59:00Z,2066474,,,,3405,227,,1379850,,,,,,,,,,,18,953,7542,1379850,1379850,20,56,edb41dc5e45c1664357072d7da323573bfa833d4,0,0,0,0,0,
20200930,KS,59749,461701,,NaN,521450,7541,352,2917,103,801,33,255,2095,A+,9/30/2020 10:00,2020-09-30T10:00:00Z,09/30 06:00,678,2917,2020-09-30T10:00:00Z,,,,,,,,521450,,,,,,,,,,,20,1120,6421,521450,521450,41,65,a6a83f1199d9be1e688badc80dabd513e21ebd5e,0,0,0,0,0,
20200930,KY,68840,1315769,,NaN,1375987,13058,541,5279,126,1525,,,11840,B,9/30/2020 00:00,2020-09-30T00:00:00Z,09/29 20:00,1174,5279,2020-09-30T00:00:00Z,1375987,,,60218,1163,11,,,55961,,,,,,,,27868,,21,984,12384,1384609,1384609,4,29,4abe3f3a0514ec173e442d3fff08eaca51ca5e0c,0,0,0,0,0,
20200930,LA,167458,2151146,,NaN,2318604,10847,553,,,,79,,154163,A,9/30/2020 13:00,2020-09-30T13:00:00Z,09/30 09:00,5511,,2020-09-30T13:00:00Z,,,,166033,5321,190,,2317179,,,,,,,,,,,22,610,10237,2318604,2318604,21,0,bee985fcf15a40881ad742cc542988c3f1be5fca,0,0,0,0,0,
20200930,MA,132116,2104449,,NaN,4050617,62393,438,12686,89,,29,,113768,A+,9/30/2020 08:00,2020-09-30T08:00:00Z,09/30 04:00,9456,12686,2020-09-30T08:00:00Z,4050617,170156,,129753,9242,214,,2234202,,,,120418,,,131852,,,,25,532,13894,2236565,2236565,33,19,ed58a6065feb42360834a40f7b56f3c1712ea126,0,0,0,0,0,
20200930,MD,124725,1493282,,NaN,1618007,7697,334,15530,77,,,,7536,A,9/30/2020 10:00,2020-09-30T10:00:00Z,09/30 06:00,3949,15530,2020-09-30T10:00:00Z,2605913,149458,,124725,3805,144,,1618007,,,,,,,,,,,24,414,7283,1618007,1618007,3,70,bb7b591f9b7c41f94c498b7955319a54fc7dc1ee,0,0,0,0,0,
20200930,ME,5391,429709,,NaN,435100,7046,13,449,7,,1,,4678,A+,9/29/2020 23:59,2020-09-29T23:59:00Z,09/29 19:59,141,449,2020-09-29T23:59:00Z,434533,6668,427569,4824,140,1,,,10398,522,9862,,,,,,,,23,54,6992,435100,435100,0,2,d0822ab0f335eafdbbbe2525705db9ccde7488af,0,0,0,0,0,
20200930,MI,138014,3509848,,NaN,3647862,29778,557,,137,,59,,95051,A+,9/30/2020 00:00,2020-09-30T00:00:00Z,09/29 20:00,7083,,2020-09-30T00:00:00Z,3683262,173414,3509848,124687,6762,321,,,294558,,,,,,,,,,26,1194,28584,3647862,3647862,11,0,c55c73a5b792f108ae6b162fd7621c10a5e0f704,0,0,0,0,0,
